SA2_name_usual_residence_address,SA2_name_workplace_address,Work_at_home,Drive_a_private_car_truck_or_van,Drive_a_company_car_truck_or_van,Passenger_in_a_car_truck_van_or_company_bus,Public_bus,Train,Bicycle,Walk_or_jog,Ferry,Other,Total,departure_SA22018_V1_NAME,departure_LATITUDE,departure_LONGITUDE,destination_SA22018_V1_NAME,destination_LATITUDE,destination_LONGITUDE,HAVERSINE_DISTANCE,DEPARTURE_NAME_2,DESTINATION_NAME_2,DEPARTURE_NAME_1,DESTINATION_NAME_1,TYPE
Marton Rural,Palmerston North Central,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12,Marton Rural,-40.10983805,175.37739628,Palmerston North Central,-40.35537702,175.61010962,33.70000614403553,Rangitikei,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Marton North,Palmerston North Central,-999,21,6,-999,-999,-999,-999,-999,-999,-999,27,Marton North,-40.06299097,175.37098077,Palmerston North Central,-40.35537702,175.61010962,38.332385627356146,Rangitikei,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Parewanui,Palmerston North Central,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,18,Parewanui,-40.17938557,175.28477582,Palmerston North Central,-40.35537702,175.61010962,33.83627647661499,Rangitikei,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Marton South,Palmerston North Central,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,15,Marton South,-40.08428893,175.38541594,Palmerston North Central,-40.35537702,175.61010962,35.67344057190793,Rangitikei,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Bulls,Palmerston North Central,-999,33,-999,-999,-999,-999,-999,-999,-999,-999,36,Bulls,-40.17938877,175.3825101,Palmerston North Central,-40.35537702,175.61010962,27.492797205297023,Rangitikei,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Kiwitea,Palmerston North Central,-999,21,-999,-999,-999,-999,-999,-999,-999,-999,21,Kiwitea,-40.00817686,175.69603871,Palmerston North Central,-40.35537702,175.61010962,39.290979202818185,Manawatu,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Tokorangi,Palmerston North Central,-999,42,15,-999,-999,-999,-999,-999,-999,-999,57,Tokorangi,-40.12383342,175.549708,Palmerston North Central,-40.35537702,175.61010962,26.251974494175833,Manawatu,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Oroua Downs,Palmerston North Central,-999,36,9,-999,-999,-999,-999,-999,-999,-999,51,Oroua Downs,-40.32828797,175.2906718,Palmerston North Central,-40.35537702,175.61010962,27.24013192546901,Manawatu,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Pohangina-Apiti,Palmerston North Central,-999,42,-999,-999,-999,-999,-999,-999,-999,-999,48,Pohangina-Apiti,-40.07201708,175.91250803,Palmerston North Central,-40.35537702,175.61010962,40.64602338246677,Manawatu,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Dannevirke West,Palmerston North Central,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Dannevirke West,-40.19710678,176.10242336,Palmerston North Central,-40.35537702,175.61010962,45.32162048926786,Tararua,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Dannevirke East,Palmerston North Central,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Dannevirke East,-40.21019552,176.10213546,Palmerston North Central,-40.35537702,175.61010962,44.75002189095088,Tararua,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Kere Kere,Palmerston North Central,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,15,Kere Kere,-40.52713273,175.31641185,Palmerston North Central,-40.35537702,175.61010962,31.344995438861453,Horowhenua,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Foxton Beach,Palmerston North Central,-999,24,-999,-999,-999,-999,-999,-999,-999,-999,27,Foxton Beach,-40.46403695,175.23078759,Palmerston North Central,-40.35537702,175.61010962,34.31360470090832,Horowhenua,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Foxton North,Palmerston North Central,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12,Foxton North,-40.47062245,175.29513751,Palmerston North Central,-40.35537702,175.61010962,29.58570464619382,Horowhenua,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Foxton South,Palmerston North Central,-999,24,-999,-999,-999,-999,-999,-999,-999,-999,27,Foxton South,-40.48423901,175.31104993,Palmerston North Central,-40.35537702,175.61010962,29.090331638692387,Horowhenua,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Waitarere,Palmerston North Central,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15,Waitarere,-40.57378541,175.25710024,Palmerston North Central,-40.35537702,175.61010962,38.49221291202855,Horowhenua,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Ohau-Manakau,Palmerston North Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Ohau-Manakau,-40.69886257,175.20752463,Palmerston North Central,-40.35537702,175.61010962,51.152066399632005,Horowhenua,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Kawiu South,Palmerston North Central,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Kawiu South,-40.61507877,175.28391389,Palmerston North Central,-40.35537702,175.61010962,39.93680210686603,Horowhenua,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Kawiu North,Palmerston North Central,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12,Kawiu North,-40.61371427,175.30050027,Palmerston North Central,-40.35537702,175.61010962,38.8689549422528,Horowhenua,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Tararua,Palmerston North Central,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Tararua,-40.64205371,175.30927003,Palmerston North Central,-40.35537702,175.61010962,40.78237734101856,Horowhenua,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Shannon,Palmerston North Central,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,18,Shannon,-40.54988606,175.41331329,Palmerston North Central,-40.35537702,175.61010962,27.29579890860485,Horowhenua,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Queenwood (Horowhenua District),Palmerston North Central,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Queenwood (Horowhenua District),-40.62073993,175.29658523,Palmerston North Central,-40.35537702,175.61010962,39.66942831252385,Horowhenua,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Playford Park,Palmerston North Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Playford Park,-40.62888671,175.29037198,Palmerston North Central,-40.35537702,175.61010962,40.69390835524906,Horowhenua,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Fairfield (Horowhenua District),Palmerston North Central,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Fairfield (Horowhenua District),-40.6214039,175.30936396,Palmerston North Central,-40.35537702,175.61010962,39.01129692738839,Horowhenua,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Makahika,Palmerston North Central,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Makahika,-40.65174754,175.40147681,Palmerston North Central,-40.35537702,175.61010962,37.37887519139839,Horowhenua,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Otairi,Mokai Patea,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,12,Otairi,-39.8895865,175.52547495,Mokai Patea,-39.59566818,175.89442958,45.42308532152907,Rangitikei,Rangitikei,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Mokai Patea,Otairi,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,18,Mokai Patea,-39.59566818,175.89442958,Otairi,-39.8895865,175.52547495,45.42308532152907,Rangitikei,Rangitikei,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Marton Rural,Otairi,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Marton Rural,-40.10983805,175.37739628,Otairi,-39.8895865,175.52547495,27.548139672558175,Rangitikei,Rangitikei,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Kiwitea,Taihape,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Kiwitea,-40.00817686,175.69603871,Taihape,-39.67806733,175.79677339,37.700554521493494,Manawatu,Rangitikei,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Otairi,Marton Rural,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,15,Otairi,-39.8895865,175.52547495,Marton Rural,-40.10983805,175.37739628,27.548139672558175,Rangitikei,Rangitikei,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Otairi,Feilding Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Otairi,-39.8895865,175.52547495,Feilding Central,-40.23865803,175.58114321,39.1030111019564,Rangitikei,Manawatu,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Marton North,Feilding Central,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,18,Marton North,-40.06299097,175.37098077,Feilding Central,-40.23865803,175.58114321,26.46889608460125,Rangitikei,Manawatu,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Parewanui,Feilding Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Parewanui,-40.17938557,175.28477582,Feilding Central,-40.23865803,175.58114321,26.01588057190052,Rangitikei,Manawatu,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Kiwitea,Feilding Central,-999,57,12,-999,-999,-999,-999,-999,-999,-999,75,Kiwitea,-40.00817686,175.69603871,Feilding Central,-40.23865803,175.58114321,27.42711906695839,Manawatu,Manawatu,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Oroua Downs,Feilding Central,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Oroua Downs,-40.32828797,175.2906718,Feilding Central,-40.23865803,175.58114321,26.578723828599035,Manawatu,Manawatu,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Pohangina-Apiti,Feilding Central,-999,21,6,-999,-999,-999,-999,-999,-999,-999,27,Pohangina-Apiti,-40.07201708,175.91250803,Feilding Central,-40.23865803,175.58114321,33.71068531467939,Manawatu,Manawatu,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Mangatainoka,Feilding Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Mangatainoka,-40.39758846,175.82546085,Feilding Central,-40.23865803,175.58114321,27.228063857887605,Tararua,Manawatu,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Miranui,Feilding Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Miranui,-40.53552154,175.48107991,Feilding Central,-40.23865803,175.58114321,34.080270742763766,Horowhenua,Manawatu,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Otairi,Ohakea-Sanson,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Otairi,-39.8895865,175.52547495,Ohakea-Sanson,-40.21459412,175.39491461,37.809154276210755,Rangitikei,Manawatu,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Pohangina-Apiti,Ohakea-Sanson,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Pohangina-Apiti,-40.07201708,175.91250803,Ohakea-Sanson,-40.21459412,175.39491461,46.765266192501315,Manawatu,Manawatu,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Taonui,Ohakea-Sanson,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Taonui,-40.23630115,175.69344838,Ohakea-Sanson,-40.21459412,175.39491461,25.459688939948173,Manawatu,Manawatu,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Kelvin Grove North,Ohakea-Sanson,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15,Kelvin Grove North,-40.32242994,175.6605118,Ohakea-Sanson,-40.21459412,175.39491461,25.526037641744608,Palmerston North,Manawatu,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Royal Oak (Palmerston North City),Ohakea-Sanson,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Royal Oak (Palmerston North City),-40.33074153,175.66259312,Ohakea-Sanson,-40.21459412,175.39491461,26.125141808016,Palmerston North,Manawatu,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Ruamahanga,Ohakea-Sanson,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Ruamahanga,-40.34920538,175.64194858,Ohakea-Sanson,-40.21459412,175.39491461,25.752028183525,Palmerston North,Manawatu,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Hokowhitu East,Ohakea-Sanson,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Hokowhitu East,-40.35738577,175.63633044,Ohakea-Sanson,-40.21459412,175.39491461,25.91192270977385,Palmerston North,Manawatu,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Marton Rural,Tremaine,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,9,Marton Rural,-40.10983805,175.37739628,Tremaine,-40.33969042,175.59865691,31.719107132673642,Rangitikei,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Marton North,Tremaine,-999,6,6,-999,-999,-999,-999,-999,-999,-999,18,Marton North,-40.06299097,175.37098077,Tremaine,-40.33969042,175.59865691,36.33909892046436,Rangitikei,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Parewanui,Tremaine,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15,Parewanui,-40.17938557,175.28477582,Tremaine,-40.33969042,175.59865691,32.04890021155669,Rangitikei,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Marton South,Tremaine,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,21,Marton South,-40.08428893,175.38541594,Tremaine,-40.33969042,175.59865691,33.68084482570747,Rangitikei,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Bulls,Tremaine,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,21,Bulls,-40.17938877,175.3825101,Tremaine,-40.33969042,175.59865691,25.57581579978025,Rangitikei,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Kiwitea,Tremaine,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,21,Kiwitea,-40.00817686,175.69603871,Tremaine,-40.33969042,175.59865691,37.7797432148844,Manawatu,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Oroua Downs,Tremaine,-999,27,18,-999,-999,-999,-999,-999,-999,-999,42,Oroua Downs,-40.32828797,175.2906718,Tremaine,-40.33969042,175.59865691,26.136244333727607,Manawatu,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Pohangina-Apiti,Tremaine,-999,15,9,-999,-999,-999,-999,-999,-999,-999,27,Pohangina-Apiti,-40.07201708,175.91250803,Tremaine,-40.33969042,175.59865691,39.953427997597025,Manawatu,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Dannevirke West,Tremaine,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Dannevirke West,-40.19710678,176.10242336,Tremaine,-40.33969042,175.59865691,45.587524809987144,Tararua,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Kere Kere,Tremaine,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Kere Kere,-40.52713273,175.31641185,Tremaine,-40.33969042,175.59865691,31.702836756536275,Horowhenua,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Foxton Beach,Tremaine,-999,9,15,-999,-999,-999,-999,-999,-999,-999,27,Foxton Beach,-40.46403695,175.23078759,Tremaine,-40.33969042,175.59865691,34.0807659824237,Horowhenua,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Foxton North,Tremaine,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12,Foxton North,-40.47062245,175.29513751,Tremaine,-40.33969042,175.59865691,29.53713773478596,Horowhenua,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Foxton South,Tremaine,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15,Foxton South,-40.48423901,175.31104993,Tremaine,-40.33969042,175.59865691,29.17643752716578,Horowhenua,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Waitarere,Tremaine,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12,Waitarere,-40.57378541,175.25710024,Tremaine,-40.33969042,175.59865691,38.89318942594432,Horowhenua,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Ohau-Manakau,Tremaine,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Ohau-Manakau,-40.69886257,175.20752463,Tremaine,-40.33969042,175.59865691,51.84724764764511,Horowhenua,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Kawiu South,Tremaine,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Kawiu South,-40.61507877,175.28391389,Tremaine,-40.33969042,175.59865691,40.575785983895024,Horowhenua,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Kawiu North,Tremaine,-999,6,9,-999,-999,-999,-999,-999,-999,-999,15,Kawiu North,-40.61371427,175.30050027,Tremaine,-40.33969042,175.59865691,39.55264773606926,Horowhenua,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Shannon,Tremaine,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,24,Shannon,-40.54988606,175.41331329,Tremaine,-40.33969042,175.59865691,28.147450322139864,Horowhenua,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Queenwood (Horowhenua District),Tremaine,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Queenwood (Horowhenua District),-40.62073993,175.29658523,Tremaine,-40.33969042,175.59865691,40.365491898352644,Horowhenua,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Waiopehu,Tremaine,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Waiopehu,-40.63216009,175.29899841,Tremaine,-40.33969042,175.59865691,41.229337380238775,Horowhenua,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Makahika,Tremaine,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Makahika,-40.65174754,175.40147681,Tremaine,-40.33969042,175.59865691,38.497124120988786,Horowhenua,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Bulls,Palmerston North Airport,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Bulls,-40.17938877,175.3825101,Palmerston North Airport,-40.31236784,175.62241361,25.16394143149562,Rangitikei,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Pohangina-Apiti,Palmerston North Airport,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Pohangina-Apiti,-40.07201708,175.91250803,Palmerston North Airport,-40.31236784,175.62241361,36.351406217643216,Manawatu,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Foxton Beach,Palmerston North Airport,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Foxton Beach,-40.46403695,175.23078759,Palmerston North Airport,-40.31236784,175.62241361,37.2096863871828,Horowhenua,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Miranui,Palmerston North Airport,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Miranui,-40.53552154,175.48107991,Palmerston North Airport,-40.31236784,175.62241361,27.54712010143596,Horowhenua,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Bulls,Palmerston North Hospital,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Bulls,-40.17938877,175.3825101,Palmerston North Hospital,-40.34174356,175.61482217,26.73014671712556,Rangitikei,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Kiwitea,Palmerston North Hospital,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Kiwitea,-40.00817686,175.69603871,Palmerston North Hospital,-40.34174356,175.61482217,37.72731420679342,Manawatu,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Oroua Downs,Palmerston North Hospital,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Oroua Downs,-40.32828797,175.2906718,Palmerston North Hospital,-40.34174356,175.61482217,27.515963307577483,Manawatu,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Pohangina-Apiti,Palmerston North Hospital,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,15,Pohangina-Apiti,-40.07201708,175.91250803,Palmerston North Hospital,-40.34174356,175.61482217,39.22506134760402,Manawatu,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Foxton Beach,Palmerston North Hospital,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12,Foxton Beach,-40.46403695,175.23078759,Palmerston North Hospital,-40.34174356,175.61482217,35.247075424684525,Horowhenua,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Warwick,Kiwitea,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Warwick,-40.22282513,175.55901821,Kiwitea,-40.00817686,175.69603871,26.559985313067195,Manawatu,Manawatu,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Kimbolton West,Kiwitea,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Kimbolton West,-40.21815279,175.57020381,Kiwitea,-40.00817686,175.69603871,25.683637356508754,Manawatu,Manawatu,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Kiwitea,Kimbolton West,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Kiwitea,-40.00817686,175.69603871,Kimbolton West,-40.21815279,175.57020381,25.683637356508754,Manawatu,Manawatu,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Tokorangi,Papaioea North,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Tokorangi,-40.12383342,175.549708,Papaioea North,-40.34721244,175.61892073,25.52399364791476,Manawatu,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Pohangina-Apiti,Taonui,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Pohangina-Apiti,-40.07201708,175.91250803,Taonui,-40.23630115,175.69344838,26.08273054962728,Manawatu,Manawatu,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Ohau-Manakau,Foxton South,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Ohau-Manakau,-40.69886257,175.20752463,Foxton South,-40.48423901,175.31104993,25.41561066266951,Horowhenua,Horowhenua,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Pohangina-Apiti,Kauwhata,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Pohangina-Apiti,-40.07201708,175.91250803,Kauwhata,-40.37673467,175.4759989,50.214084436251,Manawatu,Manawatu,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Pohangina-Apiti,Turitea,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Pohangina-Apiti,-40.07201708,175.91250803,Turitea,-40.39053678,175.60862529,43.816595910446594,Manawatu,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Pohangina-Apiti,Ashhurst,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Pohangina-Apiti,-40.07201708,175.91250803,Ashhurst,-40.29115251,175.75860165,27.653021019761702,Manawatu,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Pohangina-Apiti,Linton Camp,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Pohangina-Apiti,-40.07201708,175.91250803,Linton Camp,-40.40509247,175.58721079,46.1962560872637,Manawatu,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Foxton Beach,Linton Camp,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Foxton Beach,-40.46403695,175.23078759,Linton Camp,-40.40509247,175.58721079,30.869937419314727,Horowhenua,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Linton Camp,Thorndon,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Linton Camp,-40.40509247,175.58721079,Thorndon,-41.27246445,174.77422734,118.2338691061902,Palmerston North,Wellington,Manawatu-Wanganui,Wellington,WORK
Ohau-Manakau,Thorndon,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Ohau-Manakau,-40.69886257,175.20752463,Thorndon,-41.27246445,174.77422734,73.42237331292526,Horowhenua,Wellington,Manawatu-Wanganui,Wellington,WORK
Te Horo,Thorndon,-999,-999,-999,-999,-999,15,-999,-999,-999,-999,15,Te Horo,-40.79710947,175.10587813,Thorndon,-41.27246445,174.77422734,59.729902374883636,Kapiti Coast,Wellington,Wellington,Wellington,WORK
Waitohu,Thorndon,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Waitohu,-40.75979827,175.1672598,Thorndon,-41.27246445,174.77422734,65.85594804560904,Kapiti Coast,Wellington,Wellington,Wellington,WORK
Waikanae Beach,Thorndon,-999,-999,-999,-999,-999,12,-999,-999,-999,-999,15,Waikanae Beach,-40.86463333,175.02708132,Thorndon,-41.27246445,174.77422734,50.05828711604367,Kapiti Coast,Wellington,Wellington,Wellington,WORK
Peka Peka,Thorndon,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,9,Peka Peka,-40.83731455,175.07479791,Thorndon,-41.27246445,174.77422734,54.55659006152809,Kapiti Coast,Wellington,Wellington,Wellington,WORK
Paraparaumu Beach North,Thorndon,-999,-999,-999,-999,-999,18,-999,-999,-999,-999,27,Paraparaumu Beach North,-40.88107643,174.99882094,Thorndon,-41.27246445,174.77422734,47.41762973898789,Kapiti Coast,Wellington,Wellington,Wellington,WORK
Paraparaumu Beach West,Thorndon,-999,-999,-999,-999,-999,12,-999,-999,-999,-999,18,Paraparaumu Beach West,-40.89195563,174.98473058,Thorndon,-41.27246445,174.77422734,45.841849494865244,Kapiti Coast,Wellington,Wellington,Wellington,WORK
Waikanae Park,Thorndon,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,12,Waikanae Park,-40.86251456,175.04924738,Thorndon,-41.27246445,174.77422734,51.08330466409046,Kapiti Coast,Wellington,Wellington,Wellington,WORK
Paraparaumu Beach East,Thorndon,-999,-999,-999,-999,-999,21,-999,-999,-999,-999,27,Paraparaumu Beach East,-40.89483919,174.99338163,Thorndon,-41.27246445,174.77422734,45.83166916786693,Kapiti Coast,Wellington,Wellington,Wellington,WORK
Otaihanga,Thorndon,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,6,Otaihanga,-40.88290094,175.02785593,Thorndon,-41.27246445,174.77422734,48.25307829936457,Kapiti Coast,Wellington,Wellington,Wellington,WORK
Paraparaumu North,Thorndon,-999,6,-999,-999,-999,18,-999,-999,-999,-999,33,Paraparaumu North,-40.89457279999999,175.01141009,Thorndon,-41.27246445,174.77422734,46.484658920994605,Kapiti Coast,Wellington,Wellington,Wellington,WORK
Waikanae West,Thorndon,-999,-999,-999,-999,-999,18,-999,-999,-999,-999,24,Waikanae West,-40.86597934,175.06643407,Thorndon,-41.27246445,174.77422734,51.4102235955157,Kapiti Coast,Wellington,Wellington,Wellington,WORK
Otaki Forks,Thorndon,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Otaki Forks,-40.82379781,175.18692762,Thorndon,-41.27246445,174.77422734,60.71804010763083,Kapiti Coast,Wellington,Wellington,Wellington,WORK
Paraparaumu Central,Thorndon,-999,-999,-999,-999,-999,12,-999,-999,-999,-999,15,Paraparaumu Central,-40.90799495,174.99886348,Thorndon,-41.27246445,174.77422734,44.686127609831026,Kapiti Coast,Wellington,Wellington,Wellington,WORK
