SA2_name_usual_residence_address,SA2_name_workplace_address,Work_at_home,Drive_a_private_car_truck_or_van,Drive_a_company_car_truck_or_van,Passenger_in_a_car_truck_van_or_company_bus,Public_bus,Train,Bicycle,Walk_or_jog,Ferry,Other,Total,departure_SA22018_V1_NAME,departure_LATITUDE,departure_LONGITUDE,destination_SA22018_V1_NAME,destination_LATITUDE,destination_LONGITUDE,HAVERSINE_DISTANCE,DEPARTURE_NAME_2,DESTINATION_NAME_2,DEPARTURE_NAME_1,DESTINATION_NAME_1,TYPE
Maungakotukutuku,Thorndon,-999,-999,-999,-999,-999,12,-999,-999,-999,-999,15,Maungakotukutuku,-40.93688543,175.04763194,Thorndon,-41.27246445,174.77422734,43.785141845964006,Kapiti Coast,Wellington,Wellington,Wellington,WORK
Raumati Beach West,Thorndon,-999,9,-999,-999,-999,18,-999,-999,-999,-999,27,Raumati Beach West,-40.91582202,174.98216422,Thorndon,-41.27246445,174.77422734,43.31621460656053,Kapiti Coast,Wellington,Wellington,Wellington,WORK
Waikanae East,Thorndon,-999,-999,-999,-999,-999,18,-999,-999,-999,-999,21,Waikanae East,-40.86699218,175.07883134,Thorndon,-41.27246445,174.77422734,51.8153371416592,Kapiti Coast,Wellington,Wellington,Wellington,WORK
Raumati Beach East,Thorndon,-999,-999,-999,-999,-999,15,-999,-999,-999,-999,21,Raumati Beach East,-40.92186239,174.99270893,Thorndon,-41.27246445,174.77422734,43.069929748689816,Kapiti Coast,Wellington,Wellington,Wellington,WORK
Paraparaumu East,Thorndon,-999,-999,-999,-999,-999,12,-999,-999,-999,-999,15,Paraparaumu East,-40.91934665,175.01186633,Thorndon,-41.27246445,174.77422734,44.02589741388947,Kapiti Coast,Wellington,Wellington,Wellington,WORK
Raumati South,Thorndon,-999,6,-999,-999,-999,21,-999,-999,-999,-999,33,Raumati South,-40.94126612,174.98329156,Thorndon,-41.27246445,174.77422734,40.78091906845685,Kapiti Coast,Wellington,Wellington,Wellington,WORK
Paekakariki,Thorndon,-999,6,-999,-999,-999,21,-999,-999,-999,-999,27,Paekakariki,-40.97186832,174.96895136,Thorndon,-41.27246445,174.77422734,37.192175408524655,Kapiti Coast,Wellington,Wellington,Wellington,WORK
Pukerua Bay,Thorndon,-999,6,-999,-999,-999,33,-999,-999,-999,-999,39,Pukerua Bay,-41.04419545,174.87349264,Thorndon,-41.27246445,174.77422734,26.70813596540657,Porirua,Wellington,Wellington,Wellington,WORK
Akatarawa,Thorndon,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Akatarawa,-41.01655002,175.13338376,Thorndon,-41.27246445,174.77422734,41.40309543512558,Upper Hutt,Wellington,Wellington,Wellington,WORK
Riverstone Terraces,Thorndon,-999,15,-999,-999,-999,21,-999,-999,-999,-999,39,Riverstone Terraces,-41.11205217,175.03826653,Thorndon,-41.27246445,174.77422734,28.394992889160388,Upper Hutt,Wellington,Wellington,Wellington,WORK
Heretaunga,Thorndon,-999,6,-999,-999,-999,21,-999,-999,-999,-999,36,Heretaunga,-41.13877359,175.01905143,Thorndon,-41.27246445,174.77422734,25.307635695264302,Upper Hutt,Wellington,Wellington,Wellington,WORK
Birchville-Brown Owl,Thorndon,-999,12,-999,-999,-999,18,-999,-999,-999,-999,36,Birchville-Brown Owl,-41.08596013,175.11315290000005,Thorndon,-41.27246445,174.77422734,35.13765788089391,Upper Hutt,Wellington,Wellington,Wellington,WORK
Poets Block,Thorndon,-999,-999,-999,-999,-999,21,-999,-999,-999,-999,24,Poets Block,-41.12290419,175.04604601,Thorndon,-41.27246445,174.77422734,28.17419675091239,Upper Hutt,Wellington,Wellington,Wellington,WORK
Brentwood (Upper Hutt City),Thorndon,-999,6,-999,-999,-999,6,-999,-999,-999,-999,15,Brentwood (Upper Hutt City),-41.12890914,175.03679072,Thorndon,-41.27246445,174.77422734,27.15429781160825,Upper Hutt,Wellington,Wellington,Wellington,WORK
Elderslea,Thorndon,-999,6,-999,-999,-999,18,-999,-999,-999,-999,24,Elderslea,-41.1201997,175.05787956,Thorndon,-41.27246445,174.77422734,29.15330855132803,Upper Hutt,Wellington,Wellington,Wellington,WORK
Trentham North,Thorndon,-999,6,-999,-999,-999,21,-999,-999,-999,-999,30,Trentham North,-41.1328255,175.04564394,Thorndon,-41.27246445,174.77422734,27.508220886001485,Upper Hutt,Wellington,Wellington,Wellington,WORK
Totara Park,Thorndon,-999,12,-999,-999,-999,15,-999,-999,-999,-999,27,Totara Park,-41.1093256,175.08443163,Thorndon,-41.27246445,174.77422734,31.667313833961853,Upper Hutt,Wellington,Wellington,Wellington,WORK
Trentham South,Thorndon,-999,-999,-999,-999,-999,18,-999,-999,-999,-999,21,Trentham South,-41.14890544,175.04082561,Thorndon,-41.27246445,174.77422734,26.193655230037745,Upper Hutt,Wellington,Wellington,Wellington,WORK
Mangaroa,Thorndon,-999,12,-999,-999,-999,21,-999,-999,-999,-999,33,Mangaroa,-41.15669260000001,175.11790375,Thorndon,-41.27246445,174.77422734,31.4979208042349,Upper Hutt,Wellington,Wellington,Wellington,WORK
Ebdentown,Thorndon,-999,6,-999,-999,-999,21,-999,-999,-999,-999,24,Ebdentown,-41.11875719,175.07244049,Thorndon,-41.27246445,174.77422734,30.243981456778606,Upper Hutt,Wellington,Wellington,Wellington,WORK
Wallaceville,Thorndon,-999,-999,-999,-999,-999,24,-999,-999,-999,-999,33,Wallaceville,-41.12888528,175.06086829,Thorndon,-41.27246445,174.77422734,28.809724988489233,Upper Hutt,Wellington,Wellington,Wellington,WORK
Maoribank,Thorndon,-999,9,-999,-999,-999,27,-999,-999,-999,-999,39,Maoribank,-41.10626518,175.10879212,Thorndon,-41.27246445,174.77422734,33.54537884562817,Upper Hutt,Wellington,Wellington,Wellington,WORK
Te Marua,Thorndon,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,9,Te Marua,-41.08870706,175.14335145,Thorndon,-41.27246445,174.77422734,37.037868109643966,Upper Hutt,Wellington,Wellington,Wellington,WORK
Clouston Park,Thorndon,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,15,Clouston Park,-41.11739699,175.08712646,Thorndon,-41.27246445,174.77422734,31.348608722358154,Upper Hutt,Wellington,Wellington,Wellington,WORK
Upper Hutt Central,Thorndon,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Upper Hutt Central,-41.12711172,175.07626489999996,Thorndon,-41.27246445,174.77422734,29.996592561354447,Upper Hutt,Wellington,Wellington,Wellington,WORK
Mount Holdsworth,Thorndon,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,12,Mount Holdsworth,-40.91709663,175.45136445,Thorndon,-41.27246445,174.77422734,69.14632558371403,Carterton,Wellington,Wellington,Wellington,WORK
Carterton North,Thorndon,-999,-999,-999,-999,-999,12,-999,-999,-999,-999,12,Carterton North,-41.01943446,175.52683939,Thorndon,-41.27246445,174.77422734,69.01427092523795,Carterton,Wellington,Wellington,Wellington,WORK
Carterton South,Thorndon,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,9,Carterton South,-41.03427242,175.51425212,Thorndon,-41.27246445,174.77422734,67.38141062217629,Carterton,Wellington,Wellington,Wellington,WORK
Tauherenikau,Thorndon,-999,-999,-999,-999,-999,12,-999,-999,-999,-999,15,Tauherenikau,-41.06390044,175.36907465,Thorndon,-41.27246445,174.77422734,54.927690965491344,South Wairarapa,Wellington,Wellington,Wellington,WORK
Kahutara,Thorndon,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Kahutara,-41.33273164,175.08046255,Thorndon,-41.27246445,174.77422734,26.44407854367764,South Wairarapa,Wellington,Wellington,Wellington,WORK
Featherston,Thorndon,-999,9,-999,-999,-999,18,-999,-999,-999,-999,27,Featherston,-41.11610965,175.32429671,Thorndon,-41.27246445,174.77422734,49.19955052165746,South Wairarapa,Wellington,Wellington,Wellington,WORK
Greytown,Thorndon,-999,-999,-999,-999,-999,12,-999,-999,-999,-999,18,Greytown,-41.08242941,175.45428378,Thorndon,-41.27246445,174.77422734,60.71210000874002,South Wairarapa,Wellington,Wellington,Wellington,WORK
Martinborough,Thorndon,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,18,Martinborough,-41.21981971,175.45862537,Thorndon,-41.27246445,174.77422734,57.518086008622895,South Wairarapa,Wellington,Wellington,Wellington,WORK
Norsewood,Pahiatua,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Norsewood,-40.11138214,176.15105007,Pahiatua,-40.45465931,175.83721683,46.536923798810186,Tararua,Tararua,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Dannevirke West,Pahiatua,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Dannevirke West,-40.19710678,176.10242336,Pahiatua,-40.45465931,175.83721683,36.408942094068365,Tararua,Tararua,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Dannevirke East,Pahiatua,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Dannevirke East,-40.21019552,176.10213546,Pahiatua,-40.45465931,175.83721683,35.258669796083886,Tararua,Tararua,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Mangatainoka,Dannevirke West,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Mangatainoka,-40.39758846,175.82546085,Dannevirke West,-40.19710678,176.10242336,32.38323228585597,Tararua,Tararua,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Woodville,Dannevirke West,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Woodville,-40.33673831,175.86635223,Dannevirke West,-40.19710678,176.10242336,25.342800962653605,Tararua,Tararua,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Owhanga,Dannevirke West,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Owhanga,-40.51321329,176.31039241,Dannevirke West,-40.19710678,176.10242336,39.319570832306106,Tararua,Tararua,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Dannevirke East,Mangatainoka,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Dannevirke East,-40.21019552,176.10213546,Mangatainoka,-40.39758846,175.82546085,31.37913121699743,Tararua,Tararua,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Nireaha-Eketahuna,Mangatainoka,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12,Nireaha-Eketahuna,-40.65364269,175.79396455,Mangatainoka,-40.39758846,175.82546085,28.596111691902212,Tararua,Tararua,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Mangatainoka,Nireaha-Eketahuna,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Mangatainoka,-40.39758846,175.82546085,Nireaha-Eketahuna,-40.65364269,175.79396455,28.596111691902212,Tararua,Tararua,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Dannevirke West,Owhanga,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Dannevirke West,-40.19710678,176.10242336,Owhanga,-40.51321329,176.31039241,39.319570832306106,Tararua,Tararua,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Nireaha-Eketahuna,Lansdowne East,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Nireaha-Eketahuna,-40.65364269,175.79396455,Lansdowne East,-40.94138749,175.68119066,33.37431552685509,Tararua,Masterton,Manawatu-Wanganui,Wellington,WORK
Whareama,Lansdowne East,-999,27,-999,-999,-999,-999,-999,-999,-999,-999,30,Whareama,-40.91901694,175.98994746,Lansdowne East,-40.94138749,175.68119066,26.05724088963496,Masterton,Masterton,Wellington,Wellington,WORK
Nireaha-Eketahuna,Masterton Central,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,24,Nireaha-Eketahuna,-40.65364269,175.79396455,Masterton Central,-40.95047108,175.66167048,34.833593971153874,Tararua,Masterton,Manawatu-Wanganui,Wellington,WORK
Whareama,Masterton Central,-999,63,9,-999,-999,-999,-999,-999,-999,-999,72,Whareama,-40.91901694,175.98994746,Masterton Central,-40.95047108,175.66167048,27.79711837369071,Masterton,Masterton,Wellington,Wellington,WORK
Gladstone (Carterton District),Masterton Central,-999,30,-999,-999,-999,-999,-999,-999,-999,-999,33,Gladstone (Carterton District),-41.21809101,175.86448451,Masterton Central,-40.95047108,175.66167048,34.27067556359493,Carterton,Masterton,Wellington,Wellington,WORK
Tauherenikau,Masterton Central,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,21,Tauherenikau,-41.06390044,175.36907465,Masterton Central,-40.95047108,175.66167048,27.60213664058277,South Wairarapa,Masterton,Wellington,Wellington,WORK
Featherston,Masterton Central,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,24,Featherston,-41.11610965,175.32429671,Masterton Central,-40.95047108,175.66167048,33.76397980947773,South Wairarapa,Masterton,Wellington,Wellington,WORK
Aorangi Forest,Masterton Central,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12,Aorangi Forest,-41.37490301,175.45793738,Masterton Central,-40.95047108,175.66167048,50.18172611375199,South Wairarapa,Masterton,Wellington,Wellington,WORK
Martinborough,Masterton Central,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15,Martinborough,-41.21981971,175.45862537,Masterton Central,-40.95047108,175.66167048,34.44717152860287,South Wairarapa,Masterton,Wellington,Wellington,WORK
Waikanae West,Tararua,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Waikanae West,-40.86597934,175.06643407,Tararua,-40.64205371,175.30927003,32.22374477737701,Kapiti Coast,Horowhenua,Wellington,Manawatu-Wanganui,WORK
Waikanae Beach,Levin Central,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Waikanae Beach,-40.86463333,175.02708132,Levin Central,-40.6233097,175.2848475,34.51988806289128,Kapiti Coast,Horowhenua,Wellington,Manawatu-Wanganui,WORK
Paraparaumu Beach North,Levin Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Paraparaumu Beach North,-40.88107643,174.99882094,Levin Central,-40.6233097,175.2848475,37.443497921092636,Kapiti Coast,Horowhenua,Wellington,Manawatu-Wanganui,WORK
Foxton South,Ohau-Manakau,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Foxton South,-40.48423901,175.31104993,Ohau-Manakau,-40.69886257,175.20752463,25.41561066266951,Horowhenua,Horowhenua,Manawatu-Wanganui,Manawatu-Wanganui,WORK
Waitarere,Wellington Central,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,15,Waitarere,-40.57378541,175.25710024,Wellington Central,-41.2849345,174.77572593,88.81651311872601,Horowhenua,Wellington,Manawatu-Wanganui,Wellington,WORK
Waikawa (Horowhenua District),Wellington Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Waikawa (Horowhenua District),-40.65346254,175.18854367,Wellington Central,-41.2849345,174.77572593,78.30462014760532,Horowhenua,Wellington,Manawatu-Wanganui,Wellington,WORK
Ohau-Manakau,Wellington Central,-999,-999,-999,-999,-999,18,-999,-999,-999,-999,27,Ohau-Manakau,-40.69886257,175.20752463,Wellington Central,-41.2849345,174.77572593,74.5671761791835,Horowhenua,Wellington,Manawatu-Wanganui,Wellington,WORK
Kawiu South,Wellington Central,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,12,Kawiu South,-40.61507877,175.28391389,Wellington Central,-41.2849345,174.77572593,85.84525679685234,Horowhenua,Wellington,Manawatu-Wanganui,Wellington,WORK
Makomako,Wellington Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Makomako,-40.62400084,175.27456646,Wellington Central,-41.2849345,174.77572593,84.59300318340397,Horowhenua,Wellington,Manawatu-Wanganui,Wellington,WORK
Kawiu North,Wellington Central,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,6,Kawiu North,-40.61371427,175.30050027,Wellington Central,-41.2849345,174.77572593,86.67705520008249,Horowhenua,Wellington,Manawatu-Wanganui,Wellington,WORK
Kimberley,Wellington Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Kimberley,-40.71301679999999,175.29851589,Wellington Central,-41.2849345,174.77572593,77.25953871143224,Horowhenua,Wellington,Manawatu-Wanganui,Wellington,WORK
Otaki Beach,Wellington Central,-999,-999,-999,-999,-999,12,-999,-999,-999,-999,18,Otaki Beach,-40.75542681,175.11598727,Wellington Central,-41.2849345,174.77572593,65.43345348033095,Kapiti Coast,Wellington,Wellington,Wellington,WORK
Forest Lakes (Kapiti Coast District),Wellington Central,-999,-999,-999,-999,-999,15,-999,-999,-999,-999,12,Forest Lakes (Kapiti Coast District),-40.74369534,175.16963257,Wellington Central,-41.2849345,174.77572593,68.66028582333672,Kapiti Coast,Wellington,Wellington,Wellington,WORK
Otaki,Wellington Central,-999,-999,-999,-999,-999,30,-999,-999,-999,-999,33,Otaki,-40.75304139,175.13966802,Wellington Central,-41.2849345,174.77572593,66.56006625231902,Kapiti Coast,Wellington,Wellington,Wellington,WORK
Te Horo,Wellington Central,-999,9,-999,-999,-999,36,-999,-999,-999,-999,45,Te Horo,-40.79710947,175.10587813,Wellington Central,-41.2849345,174.77572593,60.901926765106964,Kapiti Coast,Wellington,Wellington,Wellington,WORK
Waikanae Beach,Wellington Central,-999,21,-999,6,-999,81,-999,-999,-999,-999,114,Waikanae Beach,-40.86463333,175.02708132,Wellington Central,-41.2849345,174.77572593,51.2652094862617,Kapiti Coast,Wellington,Wellington,Wellington,WORK
Peka Peka,Wellington Central,-999,9,-999,-999,-999,18,-999,-999,-999,-999,33,Peka Peka,-40.83731455,175.07479791,Wellington Central,-41.2849345,174.77572593,55.732328553968536,Kapiti Coast,Wellington,Wellington,Wellington,WORK
Paraparaumu Beach North,Wellington Central,-999,27,9,-999,-999,108,-999,-999,-999,-999,150,Paraparaumu Beach North,-40.88107643,174.99882094,Wellington Central,-41.2849345,174.77572593,48.64427089315514,Kapiti Coast,Wellington,Wellington,Wellington,WORK
Paraparaumu Beach West,Wellington Central,-999,15,-999,-999,-999,66,-999,-999,-999,-999,90,Paraparaumu Beach West,-40.89195563,174.98473058,Wellington Central,-41.2849345,174.77572593,47.07716495709982,Kapiti Coast,Wellington,Wellington,Wellington,WORK
Waikanae Park,Wellington Central,-999,9,-999,-999,-999,45,-999,-999,-999,-999,60,Waikanae Park,-40.86251456,175.04924738,Wellington Central,-41.2849345,174.77572593,52.26819597111693,Kapiti Coast,Wellington,Wellington,Wellington,WORK
Paraparaumu Beach East,Wellington Central,-999,18,6,-999,-999,69,-999,-999,-999,-999,96,Paraparaumu Beach East,-40.89483919,174.99338163,Wellington Central,-41.2849345,174.77572593,47.055819132804785,Kapiti Coast,Wellington,Wellington,Wellington,WORK
Otaihanga,Wellington Central,-999,6,-999,-999,-999,21,-999,-999,-999,-999,30,Otaihanga,-40.88290094,175.02785593,Wellington Central,-41.2849345,174.77572593,49.44694810938473,Kapiti Coast,Wellington,Wellington,Wellington,WORK
Paraparaumu North,Wellington Central,-999,30,6,6,-999,87,-999,-999,-999,-999,135,Paraparaumu North,-40.89457279999999,175.01141009,Wellington Central,-41.2849345,174.77572593,47.688817841960926,Kapiti Coast,Wellington,Wellington,Wellington,WORK
Waikanae West,Wellington Central,-999,15,-999,-999,-999,90,-999,-999,-999,-999,108,Waikanae West,-40.86597934,175.06643407,Wellington Central,-41.2849345,174.77572593,52.57402665627656,Kapiti Coast,Wellington,Wellington,Wellington,WORK
Otaki Forks,Wellington Central,-999,-999,-999,-999,-999,21,-999,-999,-999,-999,30,Otaki Forks,-40.82379781,175.18692762,Wellington Central,-41.2849345,174.77572593,61.79035660455975,Kapiti Coast,Wellington,Wellington,Wellington,WORK
Paraparaumu Central,Wellington Central,-999,18,-999,-999,-999,66,-999,-999,-999,-999,93,Paraparaumu Central,-40.90799495,174.99886348,Wellington Central,-41.2849345,174.77572593,45.895356088059216,Kapiti Coast,Wellington,Wellington,Wellington,WORK
Maungakotukutuku,Wellington Central,-999,15,-999,-999,-999,39,-999,-999,-999,-999,60,Maungakotukutuku,-40.93688543,175.04763194,Wellington Central,-41.2849345,174.77572593,44.90776265562594,Kapiti Coast,Wellington,Wellington,Wellington,WORK
Raumati Beach West,Wellington Central,-999,27,9,6,-999,72,-999,-999,-999,-999,117,Raumati Beach West,-40.91582202,174.98216422,Wellington Central,-41.2849345,174.77572593,44.539602409669655,Kapiti Coast,Wellington,Wellington,Wellington,WORK
Waikanae East,Wellington Central,-999,9,-999,-999,-999,72,-999,-999,-999,-999,90,Waikanae East,-40.86699218,175.07883134,Wellington Central,-41.2849345,174.77572593,52.96473490766646,Kapiti Coast,Wellington,Wellington,Wellington,WORK
Raumati Beach East,Wellington Central,-999,15,-999,-999,-999,57,-999,-999,-999,-999,81,Raumati Beach East,-40.92186239,174.99270893,Wellington Central,-41.2849345,174.77572593,44.27652247856932,Kapiti Coast,Wellington,Wellington,Wellington,WORK
Paraparaumu East,Wellington Central,-999,6,-999,-999,-999,57,-999,-999,-999,-999,72,Paraparaumu East,-40.91934665,175.01186633,Wellington Central,-41.2849345,174.77572593,45.210972428171566,Kapiti Coast,Wellington,Wellington,Wellington,WORK
Raumati South,Wellington Central,-999,36,-999,9,-999,105,-999,-999,-999,-999,159,Raumati South,-40.94126612,174.98329156,Wellington Central,-41.2849345,174.77572593,41.98447715910553,Kapiti Coast,Wellington,Wellington,Wellington,WORK
Paekakariki,Wellington Central,-999,21,-999,-999,-999,81,-999,-999,-999,-999,105,Paekakariki,-40.97186832,174.96895136,Wellington Central,-41.2849345,174.77572593,38.38939258876968,Kapiti Coast,Wellington,Wellington,Wellington,WORK
Pukerua Bay,Wellington Central,-999,42,-999,6,-999,90,-999,-999,-999,-999,147,Pukerua Bay,-41.04419545,174.87349264,Wellington Central,-41.2849345,174.77572593,27.99206389199421,Porirua,Wellington,Wellington,Wellington,WORK
Paekakariki Hill,Wellington Central,-999,6,-999,-999,-999,12,-999,-999,-999,-999,24,Paekakariki Hill,-41.05684778,174.90903283,Wellington Central,-41.2849345,174.77572593,27.708063468417038,Porirua,Wellington,Wellington,Wellington,WORK
Plimmerton,Wellington Central,-999,39,-999,-999,-999,102,-999,-999,-999,-999,156,Plimmerton,-41.06768493,174.86039572,Wellington Central,-41.2849345,174.77572593,25.1749968021169,Porirua,Wellington,Wellington,Wellington,WORK
Pauatahanui,Wellington Central,-999,24,-999,6,-999,18,-999,-999,-999,-999,51,Pauatahanui,-41.09485489,174.94674014,Wellington Central,-41.2849345,174.77572593,25.524557773770837,Porirua,Wellington,Wellington,Wellington,WORK
Akatarawa,Wellington Central,-999,18,-999,-999,-999,12,-999,-999,-999,-999,39,Akatarawa,-41.01655002,175.13338376,Wellington Central,-41.2849345,174.77572593,42.27708142437986,Upper Hutt,Wellington,Wellington,Wellington,WORK
