SA2_name_usual_residence_address,SA2_name_educational_address,Study_at_home,Drive_a_car_truck_or_van,Passenger_in_a_car_truck_or_van,Train,Bicycle,Walk_or_jog,School_bus,Public_bus,Ferry,Other,Total,departure_SA22018_V1_NAME,departure_LATITUDE,departure_LONGITUDE,destination_SA22018_V1_NAME,destination_LATITUDE,destination_LONGITUDE,HAVERSINE_DISTANCE,DEPARTURE_NAME_2,DESTINATION_NAME_2,TYPE
South Hill,Campus South,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,6,South Hill,-45.10579567,170.96138565,Campus South,-45.86793792,170.51211679,91.69778078392817,Waitaki,Dunedin,EDUCATION
Paraparaumu Beach North,Porirua Central,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12,Paraparaumu Beach North,-40.88107643,174.99882094,Porirua Central,-41.14584359,174.82583047,32.824143442188856,Kapiti Coast,Porirua,EDUCATION
Dome Valley-Matakana,Albany Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Dome Valley-Matakana,-36.34097815,174.68669921,Albany Central,-36.72820186,174.70483518,43.087789977594205,Rodney,Waitakere,EDUCATION
Mount Messenger,Strandon,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,15,Mount Messenger,-38.92321069,174.62433902,Strandon,-39.05369313,174.09475657,48.015644596084385,New Plymouth,New Plymouth,EDUCATION
Wharekaka,Te Hapara North,-999,-999,9,-999,-999,-999,6,-999,-999,-999,21,Wharekaka,-38.4322622,178.15682921,Te Hapara North,-38.65019278,178.00054269,27.78461976001803,Gisborne,Gisborne,EDUCATION
Rangiora South West,Paparua,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,9,Rangiora South West,-43.3119255,172.5854551,Paparua,-43.52734771,172.46226351,25.938027827498594,Waimakariri,Christchurch,EDUCATION
Nireaha-Eketahuna,Opaki,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Nireaha-Eketahuna,-40.65364269,175.79396455,Opaki,-40.90223549,175.65959234,29.868202915003966,Tararua,Masterton,EDUCATION
Waipatukahu,Albany Central,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Waipatukahu,-36.77908114,174.42070067,Albany Central,-36.72820186,174.70483518,25.93836287859877,Rodney,Waitakere,EDUCATION
Okauia,Hamilton Central,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Okauia,-37.77286251,175.84579003,Hamilton Central,-37.78938082,175.28203067,49.57920588156133,Matamata-Piako,Hamilton,EDUCATION
Wharekaka,Te Hapara East,-999,-999,9,-999,-999,-999,6,-999,-999,-999,18,Wharekaka,-38.4322622,178.15682921,Te Hapara East,-38.6560244,178.01721277,27.68590059714354,Gisborne,Gisborne,EDUCATION
Rangiora North West,Paparua,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,9,Rangiora North West,-43.29751332,172.56938186,Paparua,-43.52734771,172.46226351,26.98138845405407,Waimakariri,Christchurch,EDUCATION
Puketitiri-Tutira,McLean Park,-999,-999,-999,-999,-999,9,9,-999,-999,-999,21,Puketitiri-Tutira,-39.19745874,176.64300698,McLean Park,-39.5083024,176.9160949,41.785447505828685,Hastings,Hastings,EDUCATION
Aka Aka,Otara Central,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Aka Aka,-37.29132737,174.77509206,Otara Central,-36.95593456,174.87677994,38.36823447764666,Franklin,Manukau,EDUCATION
Kaiti South,Otaki,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Kaiti South,-38.67922301,178.03919529,Otaki,-40.75304139,175.13966802,338.60977168771166,Gisborne,Kapiti Coast,EDUCATION
Pokeno Rural,Ngatea,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,6,Pokeno Rural,-37.27014853,175.00483175,Ngatea,-37.27899729,175.4915105,43.073749419384384,Franklin,Hauraki,EDUCATION
Wyndham-Catlins,Edendale-Woodlands,-999,-999,9,-999,-999,-999,6,-999,-999,-999,15,Wyndham-Catlins,-46.47283276,168.99193119999995,Edendale-Woodlands,-46.3334381,168.67007113,29.14319528987156,Southland,Southland,EDUCATION
Elderslea,Pipitea-Kaiwharawhara,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Elderslea,-41.1201997,175.05787956,Pipitea-Kaiwharawhara,-41.27624822,174.78772639,28.495172510996913,Upper Hutt,Wellington,EDUCATION
Taungatara,Westown ,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Taungatara,-39.44771938,173.97542033,Westown,-39.0747742,174.06011109,42.10573665979426,South Taranaki,New Plymouth,EDUCATION
Winchmore-Wakanui,Cairnbrae,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,6,Winchmore-Wakanui,-43.96318598,171.82829097,Cairnbrae,-43.66455634,171.77355459,33.49528056988636,Ashburton,Ashburton,EDUCATION
Te Kuiti West,Hillcrest West (Hamilton City),-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Te Kuiti West,-38.33639894,175.16019027,Hillcrest West (Hamilton City),-37.79546663,175.31326581,61.62363399287222,Waitomo,Hamilton,EDUCATION
Waipoua Forest,Kaikohe,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Waipoua Forest,-35.58128435,173.51134902,Kaikohe,-35.40792422,173.79767516,32.30355047700496,Far North,Far North,EDUCATION
Waipawa,Taradale South,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Waipawa,-39.93975904,176.5913431,Taradale South,-39.54323393,176.82989073,48.580549807543285,Central Hawke's Bay,Hastings,EDUCATION
Tatuanui,Matamata South,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,12,Tatuanui,-37.64163374,175.59349461,Matamata South,-37.81753128,175.77119821,25.035753141849398,Matamata-Piako,Matamata-Piako,EDUCATION
Riversdale-Piano Flat,Invercargill Central,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Riversdale-Piano Flat,-45.48645863,169.03162811,Invercargill Central,-46.41489239,168.32850731,116.6727675708931,Southland,Invercargill,EDUCATION
Mangawhio,Mowhanau,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Mangawhio,-39.61067493,174.74556695,Mowhanau,-39.84344675,174.90288293,29.17072675184196,South Taranaki,Wanganui,EDUCATION
Millwater North,Auckland-University,-999,12,-999,-999,-999,-999,-999,33,-999,-999,48,Millwater North,-36.6014983,174.67227556,Auckland-University,-36.85143057,174.76906469,29.099144604604998,Rodney,Waitakere,EDUCATION
Raumati South,Porirua Central,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Raumati South,-40.94126612,174.98329156,Porirua Central,-41.14584359,174.82583047,26.3030765786217,Kapiti Coast,Porirua,EDUCATION
Momona,Campus South,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,15,Momona,-45.93568773,170.20271369,Campus South,-45.86793792,170.51211679,25.098689524951958,Dunedin,Dunedin,EDUCATION
Mossburn,Winton,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Mossburn,-45.5465414,168.37465706,Winton,-46.14486071,168.32382512,66.64647294950782,Southland,Southland,EDUCATION
Te Kuru,Takapuna West,-999,-999,-999,-999,-999,-999,15,-999,-999,-999,21,Te Kuru,-36.60344402,174.48396116,Takapuna West,-36.78910918,174.76117008,32.2034427427058,Rodney,Waitakere,EDUCATION
Allenton East,Timaru Central,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,9,Allenton East,-43.89118299,171.75756446,Timaru Central,-44.39838399,171.2514175,69.36681839194699,Ashburton,Timaru,EDUCATION
Kaikohe,Manurewa East,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,9,Kaikohe,-35.40792422,173.79767516,Manurewa East,-37.02583832,174.90610927,205.55176863120468,Far North,Franklin,EDUCATION
Mangakahia-Hukerenui,Maunu-Horahora,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,6,Mangakahia-Hukerenui,-35.65301955,174.0023164,Maunu-Horahora,-35.73757136,174.29037127,27.65964055040033,Whangarei,Whangarei,EDUCATION
Honikiwi,Hillcrest West (Hamilton City),-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Honikiwi,-38.12541932,175.13996614,Hillcrest West (Hamilton City),-37.79546663,175.31326581,39.710434763368156,Otorohanga,Hamilton,EDUCATION
Mangarara,Mayfair,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,12,Mangarara,-39.99003717,176.76264858,Mayfair,-39.64014808,176.86339942,39.84616379315394,Central Hawke's Bay,Hastings city,EDUCATION
Normanby-Tawhiti,Westown ,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Normanby-Tawhiti,-39.58187479,174.31137817,Westown,-39.0747742,174.06011109,60.386808244818575,South Taranaki,New Plymouth,EDUCATION
Conifer Grove East,Auckland-University,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Conifer Grove East,-37.04393764,174.91537177,Auckland-University,-36.85143057,174.76906469,25.044966394436607,Franklin,Waitakere,EDUCATION
Bulls,Palmerston North Central,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Bulls,-40.17938877,175.3825101,Palmerston North Central,-40.35537702,175.61010962,27.492797205297023,Rangitikei,Palmerston North,EDUCATION
Irwell,Christchurch Central-South,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,9,Irwell,-43.72598112,172.33815647,Christchurch Central-South,-43.53815861,172.64240289,32.183043200654076,Selwyn,Christchurch,EDUCATION
Mahia,Bluff Hill,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,12,Mahia,-38.98042026,177.71581946,Bluff Hill,-39.48081517,176.91538913,88.59440367972334,Wairoa,Napier,EDUCATION
Putararu Rural,Utuhina,-999,-999,-999,-999,-999,-999,15,-999,-999,-999,15,Putararu Rural,-38.09657792,175.73244372,Utuhina,-38.14249953,176.23214439,44.010871800927,South Waikato,Rotorua,EDUCATION
Omahuta Forest-Horeke,Kerikeri Central,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,9,Omahuta Forest-Horeke,-35.28834375,173.61780248,Kerikeri Central,-35.22507309,173.95096304,31.05792396360032,Far North,Far North,EDUCATION
Kaponga-Mangatoki,Opunake,-999,-999,-999,-999,-999,-999,27,-999,-999,-999,27,Kaponga-Mangatoki,-39.43452513,174.22980453,Opunake,-39.45132365,173.85878435,31.91461767379155,South Taranaki,South Taranaki,EDUCATION
Ramarama,Auckland-University,-999,-999,-999,15,-999,-999,-999,-999,-999,-999,21,Ramarama,-37.15945142,174.93408164,Auckland-University,-36.85143057,174.76906469,37.25319173244104,Franklin,Waitakere,EDUCATION
Te Uku,Hamilton Lake,-999,-999,-999,-999,-999,-999,-999,12,-999,-999,21,Te Uku,-37.88322634,174.93821165,Hamilton Lake,-37.79791394,175.27349231,30.93249131911283,Waikato,Hamilton,EDUCATION
Poukawa,Maraekakaho,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,12,Poukawa,-39.75996379,176.70227115,Maraekakaho,-39.62634976,176.29699518,37.724896381755904,Hastings,Hastings,EDUCATION
Balcairn,Southbrook,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Balcairn,-43.13161687,172.78405755,Southbrook,-43.32718073,172.59765801,26.475269911057506,Hurunui,Waimakariri,EDUCATION
Marton Rural,Tremaine,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Marton Rural,-40.10983805,175.37739628,Tremaine,-40.33969042,175.59865691,31.719107132673642,Rangitikei,Palmerston North,EDUCATION
Cape Rodney,Mount St John,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Cape Rodney,-36.25433822,174.62638047,Mount St John,-36.88236812,174.78035947,71.1747296173562,Rodney,Waitakere,EDUCATION
Paraparaumu North,Porirua Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Paraparaumu North,-40.89457279999999,175.01141009,Porirua Central,-41.14584359,174.82583047,31.98498720841358,Kapiti Coast,Porirua,EDUCATION
Helensville Rural,Auckland-University,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Helensville Rural,-36.64952348,174.4986995,Auckland-University,-36.85143057,174.76906469,32.928491965122625,Rodney,Waitakere,EDUCATION
Kihikihi Central,Hamilton East Village,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,9,Kihikihi Central,-38.03798646,175.35079965,Hamilton East Village,-37.79028168,175.29324653,28.00243076357965,Waipa,Hamilton,EDUCATION
Irwell,Ilam University,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Irwell,-43.72598112,172.33815647,Ilam University,-43.52336127,172.57826459,29.683832070776248,Selwyn,Christchurch,EDUCATION
Takanini West,Auckland-University,-999,-999,-999,15,-999,-999,-999,-999,-999,-999,18,Takanini West,-37.04068506,174.92112941,Auckland-University,-36.85143057,174.76906469,25.00943190314374,Franklin,Waitakere,EDUCATION
Waikuku,Christchurch Central-South,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Waikuku,-43.29270375,172.66440938,Christchurch Central-South,-43.53815861,172.64240289,27.35115299972166,Waimakariri,Christchurch,EDUCATION
Delaney,Puniu,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Delaney,-41.1864706,174.97924526,Puniu,-38.28518422,175.55136504,326.29411403969544,Hutt city,Otorohanga,EDUCATION
Maihiihi,Sherwin Park,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Maihiihi,-38.25985712,175.35339708,Sherwin Park,-38.01763951,175.33600784,26.97627158943096,Otorohanga,Waipa,EDUCATION
Glenbrook,Auckland-University,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,15,Glenbrook,-37.20183488,174.75527205,Auckland-University,-36.85143057,174.76906469,38.98241522424926,Franklin,Waitakere,EDUCATION
Bruce,Arthur Street,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,15,Bruce,-46.07247342,170.08655606,Arthur Street,-45.8757494,170.49272725,38.258663276585935,Clutha,Dunedin,EDUCATION
Dannevirke West,Linton Camp,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Dannevirke West,-40.19710678,176.10242336,Linton Camp,-40.40509247,175.58721079,49.434992726410954,Tararua,Palmerston North,EDUCATION
Rosehill,Auckland-University,-999,15,-999,36,-999,-999,-999,-999,-999,-999,57,Rosehill,-37.0807433,174.93811005,Auckland-University,-36.85143057,174.76906469,29.5926936299158,Franklin,Waitakere,EDUCATION
Maromaku,Whangarei Central,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,12,Maromaku,-35.47825535,174.14132759999995,Whangarei Central,-35.72846995,174.32430322,32.369026355086625,Far North,Whangarei,EDUCATION
Chertsey,Merivale,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,12,Chertsey,-43.82506248,171.96646486,Merivale,-43.51635206,172.61911331,62.71952602062064,Ashburton,Christchurch,EDUCATION
Plimmerton,Mount Victoria,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Plimmerton,-41.06768493,174.86039572,Mount Victoria,-41.29882878,174.78763827,26.413390340099927,Porirua,Wellington,EDUCATION
Winton,Georgetown,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Winton,-46.14486071,168.32382512,Georgetown,-46.41932389,168.36900636,30.715782185116915,Southland,Invercargill,EDUCATION
Lake Brunner,Arahura-Kumara,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,9,Lake Brunner,-42.66149957,171.69470271,Arahura-Kumara,-42.6790058,171.13822806,45.5377488349885,Grey,Westland,EDUCATION
Kingsway,Auckland-University,-999,-999,-999,-999,-999,-999,-999,30,-999,-999,33,Kingsway,-36.60606427,174.68651435,Auckland-University,-36.85143057,174.76906469,28.257959798550797,Rodney,Waitakere,EDUCATION
Hanmer Range,Amuri,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,12,Hanmer Range,-42.53316595,172.49761343,Amuri,-42.64453066,172.95870738,39.72663585182938,Hurunui,Hurunui,EDUCATION
Stanmore Bay West,Queen Street,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Stanmore Bay West,-36.62300197,174.72724226,Queen Street,-36.84774104,174.76524972,25.21831882411597,Rodney,Waitakere,EDUCATION
Mossburn,Oreti River,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,15,Mossburn,-45.5465414,168.37465706,Oreti River,-46.00268489,168.31789888,50.91149867794292,Southland,Southland,EDUCATION
Ruawai-Matakohe,Dargaville,-999,-999,15,-999,-999,-999,-999,-999,-999,-999,21,Ruawai-Matakohe,-36.08477059,174.14649781,Dargaville,-35.93920158,173.86524045,30.032892040788692,Kaipara,Kaipara,EDUCATION
Glenholme South,Auckland-University,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Glenholme South,-38.15361117,176.24756632,Auckland-University,-36.85143057,174.76906469,194.8691568625784,Rotorua,Waitakere,EDUCATION
Whanganui East-Williams Domain,Upper Whanganui,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Whanganui East-Williams Domain,-39.91385177,175.06149866,Upper Whanganui,-39.70091534,175.16952733,25.412082403336573,Wanganui,Wanganui,EDUCATION
Inangahua,Nelson Creek,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,9,Inangahua,-42.17196452,171.99565878,Nelson Creek,-42.43145547,171.68813975,38.36888393379254,Buller,Grey,EDUCATION
Holmes Hill,Timaru Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Holmes Hill,-45.10681931,170.94732106,Timaru Central,-44.39838399,171.2514175,82.35294882857958,Waitaki,Timaru,EDUCATION
Moerewa,Morningside (Whangarei District),-999,-999,-999,-999,-999,-999,9,-999,-999,-999,9,Moerewa,-35.38372176,174.02517066,Morningside (Whangarei District),-35.73638776,174.32005673,47.42705889282313,Far North,Whangarei,EDUCATION
Pukekohe North West,Whenuapai,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Pukekohe North West,-37.18225476,174.89580342,Whenuapai,-36.79162758,174.62143068,49.80500026024978,Franklin,Waitakere,EDUCATION
Kingsbury,Paparua,-999,-999,15,-999,-999,-999,-999,-999,-999,-999,18,Kingsbury,-43.29311511,172.58645499,Paparua,-43.52734771,172.46226351,27.910671205804032,Waimakariri,Christchurch,EDUCATION
Monika Reserve,Whakatane West,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,12,Monika Reserve,-38.09544004,176.67500308,Whakatane West,-37.96340527,176.96559282,29.38291434240526,Whakatane,Whakatane,EDUCATION
Kawakawa Bay-Orere,Sunnyhills West-Pakuranga North,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,9,Kawakawa Bay-Orere,-36.98413362,175.15196852,Sunnyhills West-Pakuranga North,-36.9085095,174.87269402,26.20413141088472,Manukau,Manukau,EDUCATION
Poets Block,Pipitea-Kaiwharawhara,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Poets Block,-41.12290419,175.04604601,Pipitea-Kaiwharawhara,-41.27624822,174.78772639,27.528765318541584,Upper Hutt,Wellington,EDUCATION
Karapiro,Hamilton Central,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Karapiro,-37.87109072,175.56894865,Hamilton Central,-37.78938082,175.28203067,26.786587497730324,Waipa,Hamilton,EDUCATION
Huntly West,Hillcrest West (Hamilton City),-999,12,-999,-999,-999,-999,-999,-999,-999,-999,18,Huntly West,-37.53603123,175.13873674,Hillcrest West (Hamilton City),-37.79546663,175.31326581,32.683272869148944,Waikato,Hamilton,EDUCATION
Clouston Park,Wellington University,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,12,Clouston Park,-41.11739699,175.08712646,Wellington University,-41.289084,174.7676253,32.84703145713658,Upper Hutt,Wellington,EDUCATION
Hinuera,Hillcrest West (Hamilton City),-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Hinuera,-37.87610156,175.72059543,Hillcrest West (Hamilton City),-37.79546663,175.31326581,36.8776926377509,Matamata-Piako,Hamilton,EDUCATION
Bucklands Crossing,Dunedin Central,-999,9,9,-999,-999,-999,-999,-999,-999,-999,24,Bucklands Crossing,-45.62493912,170.53249892,Dunedin Central,-45.87712471,170.50291221,28.135564766523864,Dunedin,Dunedin,EDUCATION
Rangiriri,Ngatea,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Rangiriri,-37.38966720000001,175.09012212,Ngatea,-37.27899729,175.4915105,37.56069120568574,Waikato,Hauraki,EDUCATION
Maoribank,Wellington Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Maoribank,-41.10626518,175.10879212,Wellington Central,-41.2849345,174.77572593,34.22443175980301,Upper Hutt,Wellington,EDUCATION
Wainui-Waiwera,Forrest Hill West,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Wainui-Waiwera,-36.58514355,174.56341509,Forrest Hill West,-36.76895837,174.7451352,26.08430942287934,Rodney,Waitakere,EDUCATION
Muriwai,Albany Central,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12,Muriwai,-36.82525102,174.42922639,Albany Central,-36.72820186,174.70483518,26.81424347553171,Rodney,Waitakere,EDUCATION
Rotoorangi,Hamilton Central,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Rotoorangi,-38.02123915,175.43705434,Hamilton Central,-37.78938082,175.28203067,29.14917031263597,Waipa,Hamilton,EDUCATION
Waipatukahu,Takapuna West,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Waipatukahu,-36.77908114,174.42070067,Takapuna West,-36.78910918,174.76117008,30.34124020540622,Rodney,Waitakere,EDUCATION
Puniu,Hillcrest West (Hamilton City),-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Puniu,-38.28518422,175.55136504,Hillcrest West (Hamilton City),-37.79546663,175.31326581,58.30973511499527,Otorohanga,Hamilton,EDUCATION
Matamata South,Hautapu,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Matamata South,-37.81753128,175.77119821,Hautapu,-37.87894521,175.44370869,29.554582126009212,Matamata-Piako,Waipa,EDUCATION
Pembroke,Douglas,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,6,Pembroke,-39.34019567,174.18536541,Douglas,-39.24071688,174.62972523,39.80872278755348,Stratford,Stratford,EDUCATION
North Cape,Kaitaia East,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,North Cape,-34.50545276,172.77554997,Kaitaia East,-35.10383477,173.26414302,80.10718123485246,Far North,Far North,EDUCATION
Arahura-Kumara,Greymouth Central,-999,-999,-999,-999,-999,-999,21,-999,-999,-999,30,Arahura-Kumara,-42.6790058,171.13822806,Greymouth Central,-42.45704831,171.19924986,25.181370341721312,Westland,Grey,EDUCATION
Whitikahu,Hamilton Lake,-999,-999,6,-999,-999,-999,-999,6,-999,-999,21,Whitikahu,-37.57098670000001,175.31718590000003,Hamilton Lake,-37.79791394,175.27349231,25.52441955854113,Waikato,Hamilton,EDUCATION
Whangaruru,Mangakahia-Hukerenui,-999,-999,9,-999,-999,-999,21,-999,-999,-999,30,Whangaruru,-35.48991999,174.33501130000005,Mangakahia-Hukerenui,-35.65301955,174.0023164,35.13328947399333,Whangarei,Whangarei,EDUCATION
Eyrewell,Rangiora North East,-999,-999,-999,-999,-999,-999,30,-999,-999,-999,33,Eyrewell,-43.39853546,172.28813683,Rangiora North East,-43.29742452,172.60089954,27.676701609798407,Waimakariri,Waimakariri,EDUCATION
Oreti River,Waianiwa,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,12,Oreti River,-46.00268489,168.31789888,Waianiwa,-46.24535244,168.33027044,27.000240548962253,Southland,Southland,EDUCATION
Te Kuiti East,Hillcrest West (Hamilton City),-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Te Kuiti East,-38.33422954,175.1750142,Hillcrest West (Hamilton City),-37.79546663,175.31326581,61.11807357253474,Waitomo,Hamilton,EDUCATION
Maheno,Holmes Hill,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,6,Maheno,-45.27731871,170.70534409,Holmes Hill,-45.10681931,170.94732106,26.813909538578443,Waitaki,Waitaki,EDUCATION
Makaretu,Havelock Hills,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Makaretu,-39.94160872,176.31273142,Havelock Hills,-39.68336487,176.88652908,56.802751066439676,Central Hawke's Bay,Hastings city,EDUCATION
Charing Cross,Christchurch Central-South,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Charing Cross,-43.56459027,172.15086518,Christchurch Central-South,-43.53815861,172.64240289,39.721496987058906,Selwyn,Christchurch,EDUCATION
Red Beach West,Auckland-University,-999,9,-999,-999,-999,-999,-999,15,-999,-999,24,Red Beach West,-36.61127031,174.69545963,Auckland-University,-36.85143057,174.76906469,27.498403168264524,Rodney,Waitakere,EDUCATION
Wallaceville,Pipitea-Kaiwharawhara,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Wallaceville,-41.12888528,175.06086829,Pipitea-Kaiwharawhara,-41.27624822,174.78772639,28.119183904221302,Upper Hutt,Wellington,EDUCATION
Whareama,Opaki,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Whareama,-40.91901694,175.98994746,Opaki,-40.90223549,175.65959234,27.823545814624985,Masterton,Masterton,EDUCATION
Ashburton Forks,Lincoln West,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Ashburton Forks,-43.78492258,171.43181981,Lincoln West,-43.64345571,172.47791199,85.53401580523662,Ashburton,Selwyn,EDUCATION
Mossburn,Georgetown,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Mossburn,-45.5465414,168.37465706,Georgetown,-46.41932389,168.36900636,97.04996698562898,Southland,Invercargill,EDUCATION
Kere Kere,Turitea,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Kere Kere,-40.52713273,175.31641185,Turitea,-40.39053678,175.60862529,29.015726565589393,Horowhenua,Palmerston North,EDUCATION
Mokai Patea,Otairi,-999,-999,-999,-999,-999,-999,12,-999,-999,-999,12,Mokai Patea,-39.59566818,175.89442958,Otairi,-39.8895865,175.52547495,45.42308532152907,Rangitikei,Rangitikei,EDUCATION
Tatuanui,Hamilton Central,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Tatuanui,-37.64163374,175.59349461,Hamilton Central,-37.78938082,175.28203067,31.94511032841289,Matamata-Piako,Hamilton,EDUCATION
Drury Rural,Mount St John,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Drury Rural,-37.11220768,174.97476145,Mount St John,-36.88236812,174.78035947,30.84178733254179,Franklin,Waitakere,EDUCATION
Pukekohe North West,Queen Street,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Pukekohe North West,-37.18225476,174.89580342,Queen Street,-36.84774104,174.76524972,38.960488404817134,Franklin,Waitakere,EDUCATION
Hillcrest East (Hamilton City),Auckland-University,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Hillcrest East (Hamilton City),-37.79610513,175.32167122,Auckland-University,-36.85143057,174.76906469,115.85152174444526,Hamilton,Waitakere,EDUCATION
Paraparaumu North,Thorndon,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Paraparaumu North,-40.89457279999999,175.01141009,Thorndon,-41.27246445,174.77422734,46.484658920994605,Kapiti Coast,Wellington,EDUCATION
Maromaku,Kamo Central,-999,-999,-999,-999,-999,-999,12,-999,-999,-999,15,Maromaku,-35.47825535,174.14132759999995,Kamo Central,-35.68486255,174.30491552,27.32483057769357,Far North,Whangarei,EDUCATION
Wharekaka,Gisborne Central,-999,21,-999,-999,-999,-999,-999,-999,-999,-999,21,Wharekaka,-38.4322622,178.15682921,Gisborne Central,-38.66778237,178.02299313,28.65836141545582,Gisborne,Gisborne,EDUCATION
