SA2_name_usual_residence_address,SA2_name_educational_address,Study_at_home,Drive_a_car_truck_or_van,Passenger_in_a_car_truck_or_van,Train,Bicycle,Walk_or_jog,School_bus,Public_bus,Ferry,Other,Total,departure_SA22018_V1_NAME,departure_LATITUDE,departure_LONGITUDE,destination_SA22018_V1_NAME,destination_LATITUDE,destination_LONGITUDE,HAVERSINE_DISTANCE,DEPARTURE_NAME_2,DESTINATION_NAME_2,TYPE
Bruce,Dunedin Central,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,18,Bruce,-46.07247342,170.08655606,Dunedin Central,-45.87712471,170.50291221,38.8208950115636,Clutha,Dunedin,EDUCATION
Brentwood (Upper Hutt City),Wellington University,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,12,Brentwood (Upper Hutt City),-41.12890914,175.03679072,Wellington University,-41.289084,174.7676253,28.70909798082306,Upper Hutt,Wellington,EDUCATION
Oxford Estate,Christchurch Central-South,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15,Oxford Estate,-43.30960469,172.57660327,Christchurch Central-South,-43.53815861,172.64240289,25.963650667151747,Waimakariri,Christchurch,EDUCATION
Pembroke,Strandon,-999,-999,-999,-999,-999,-999,12,-999,-999,-999,18,Pembroke,-39.34019567,174.18536541,Strandon,-39.05369313,174.09475657,32.80052537143166,Stratford,New Plymouth,EDUCATION
Waianiwa,West Plains-Makarewa,-999,-999,15,-999,-999,-999,12,-999,-999,-999,30,Waianiwa,-46.24535244,168.33027044,West Plains-Makarewa,-46.4816177,168.27903935,26.563986771381835,Southland,Invercargill,EDUCATION
Wellington Central,Shortland Street,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,9,Wellington Central,-41.2849345,174.77572593,Shortland Street,-36.84736853,174.76823915,493.4352452272903,Wellington,Waitakere,EDUCATION
Mangakahia-Hukerenui,Hikurangi,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Mangakahia-Hukerenui,-35.65301955,174.0023164,Hikurangi,-35.59448279999999,174.28716175,26.55601872844356,Whangarei,Whangarei,EDUCATION
Dannevirke East,Tremaine,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,9,Dannevirke East,-40.21019552,176.10213546,Tremaine,-40.33969042,175.59865691,45.07494842818035,Tararua,Palmerston North,EDUCATION
Cape Runaway,Whakatane Central,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Cape Runaway,-37.85617143,177.78942872,Whakatane Central,-37.95356587,176.99232736,70.76807989906672,Opotiki,Whakatane,EDUCATION
Marton South,Linton Camp,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12,Marton South,-40.08428893,175.38541594,Linton Camp,-40.40509247,175.58721079,39.57031618500624,Rangitikei,Palmerston North,EDUCATION
Drury,Auckland-University,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,12,Drury,-37.10606959,174.93669402,Auckland-University,-36.85143057,174.76906469,31.99118964946456,Franklin,Waitakere,EDUCATION
Kahutara,Greytown,-999,-999,12,-999,-999,-999,21,-999,-999,-999,36,Kahutara,-41.33273164,175.08046255,Greytown,-41.08242941,175.45428378,41.86373151285599,South Wairarapa,South Wairarapa,EDUCATION
Clevedon,Auckland-University,-999,12,-999,9,-999,-999,-999,-999,-999,-999,27,Clevedon,-37.01480977,175.04590674,Auckland-University,-36.85143057,174.76906469,30.586084233388554,Manukau,Waitakere,EDUCATION
Glenorchy,Warren Park,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,9,Glenorchy,-44.72734758,168.35593395,Warren Park,-45.02264371,168.66173004,40.728164756408574,Queenstown-Lakes,Queenstown-Lakes,EDUCATION
Bucklands Crossing,Gardens (Dunedin City),-999,-999,18,-999,-999,-999,-999,-999,-999,-999,24,Bucklands Crossing,-45.62493912,170.53249892,Gardens (Dunedin City),-45.85877849,170.51916854,26.02232114787317,Dunedin,Dunedin,EDUCATION
Mount Maunganui South,Auckland-University,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Mount Maunganui South,-37.64901161,176.19758038,Auckland-University,-36.85143057,174.76906469,154.43873592517832,Western Bay of Plenty,Waitakere,EDUCATION
Te Aroha East,Hamilton Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Te Aroha East,-37.53376025,175.70924175,Hamilton Central,-37.78938082,175.28203067,47.138878226645566,Matamata-Piako,Hamilton,EDUCATION
Marlborough Sounds East,Renwick,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,9,Marlborough Sounds East,-41.3212678,174.04011823,Renwick,-41.50813804,173.82591754,27.401135012556445,Marlborough,Marlborough,EDUCATION
Otautau,Georgetown,-999,-999,9,-999,-999,-999,9,-999,-999,-999,21,Otautau,-46.19250679,168.05347842,Georgetown,-46.41932389,168.36900636,34.97892993543095,Southland,Invercargill,EDUCATION
South Head,Albany South,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,South Head,-36.59353204,174.31227374,Albany South,-36.73882334,174.70949248,38.9385873425653,Rodney,Waitakere,EDUCATION
Kaipara Hills,Takapuna West,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Kaipara Hills,-36.46348663,174.48881947,Takapuna West,-36.78910918,174.76117008,43.60825556891439,Rodney,Waitakere,EDUCATION
Dargaville,Kaipara Coastal,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,9,Dargaville,-35.93920158,173.86524045,Kaipara Coastal,-35.72900181,173.65124289,30.306079078311228,Kaipara,Kaipara,EDUCATION
Maheno,Weston,-999,-999,21,-999,-999,-999,-999,-999,-999,-999,24,Maheno,-45.27731871,170.70534409,Weston,-45.08908465,170.93071905,27.387939920603586,Waitaki,Waitaki,EDUCATION
Huntly East,Hamilton Lake,-999,-999,-999,-999,-999,-999,-999,15,-999,-999,21,Huntly East,-37.55408564,175.16553246,Hamilton Lake,-37.79791394,175.27349231,28.729113811561533,Waikato,Hamilton,EDUCATION
Cape Egmont,Welbourn,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,12,Cape Egmont,-39.31360193,173.87159509999995,Welbourn,-39.08571024,174.09311599999995,31.725479892913288,South Taranaki,New Plymouth,EDUCATION
Paraparaumu Central,Wellington University,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,15,Paraparaumu Central,-40.90799495,174.99886348,Wellington University,-41.289084,174.7676253,46.59502728651905,Kapiti Coast,Wellington,EDUCATION
North East Valley Knox,Hagley Park,-999,-999,-999,-999,-999,18,-999,-999,-999,-999,24,North East Valley Knox,-45.85238619,170.52237253,Hagley Park,-43.53053792,172.61981252,306.80483091680685,Dunedin,Christchurch,EDUCATION
Waikoukou Valley,Auckland-University,-999,9,-999,-999,-999,-999,-999,6,-999,-999,21,Waikoukou Valley,-36.70989198,174.51574111,Auckland-University,-36.85143057,174.76906469,27.508018699797802,Rodney,Waitakere,EDUCATION
South Head,Auckland-University,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,South Head,-36.59353204,174.31227374,Auckland-University,-36.85143057,174.76906469,49.79830851476513,Rodney,Waitakere,EDUCATION
Maheno,Glen Warren,-999,-999,18,-999,-999,-999,30,-999,-999,-999,51,Maheno,-45.27731871,170.70534409,Glen Warren,-45.09087588,170.9672687,29.175183287419273,Waitaki,Waitaki,EDUCATION
Tuakau South,Otara Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Tuakau South,-37.28146265,174.94066878,Otara Central,-36.95593456,174.87677994,36.637643853202384,Franklin,Manukau,EDUCATION
Matamata South,Cambridge North,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Matamata South,-37.81753128,175.77119821,Cambridge North,-37.8739543,175.4699974,27.181441053802377,Matamata-Piako,Waipa,EDUCATION
Greytown,Opaki,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,9,Greytown,-41.08242941,175.45428378,Opaki,-40.90223549,175.65959234,26.42707064750864,South Wairarapa,Masterton,EDUCATION
Golden Bay/Mohua,Pohara-Abel Tasman,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,9,Golden Bay/Mohua,-40.86935481,172.57195655,Pohara-Abel Tasman,-40.89750912,172.92321196,29.69484687838154,Tasman,Tasman,EDUCATION
Oreti River,Invercargill Central,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,15,Oreti River,-46.00268489,168.31789888,Invercargill Central,-46.41489239,168.32850731,45.84265134240301,Southland,Invercargill,EDUCATION
Mokai Patea,Marton North,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Mokai Patea,-39.59566818,175.89442958,Marton North,-40.06299097,175.37098077,68.54332770185464,Rangitikei,Rangitikei,EDUCATION
Kendallvale,Auckland-University,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Kendallvale,-37.25314449,174.75072659999995,Auckland-University,-36.85143057,174.76906469,44.698184310575535,Franklin,Waitakere,EDUCATION
Lynmore,Auckland-University,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12,Lynmore,-38.14940578,176.28895362,Auckland-University,-36.85143057,174.76906469,196.99068575616693,Rotorua,Waitakere,EDUCATION
Katikati,Tauranga Central,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Katikati,-37.55213437,175.92548294,Tauranga Central,-37.67947411,176.16704264,25.557446521726412,Western Bay of Plenty,,EDUCATION
Aorangi Forest,Greytown,-999,-999,-999,-999,-999,-999,21,-999,-999,-999,24,Aorangi Forest,-41.37490301,175.45793738,Greytown,-41.08242941,175.45428378,32.52301576135719,South Wairarapa,South Wairarapa,EDUCATION
Waipaoa,Riverdale,-999,-999,9,-999,-999,-999,6,-999,-999,-999,21,Waipaoa,-38.34127548,177.70733968,Riverdale,-38.64381481,177.99767123,42.073341986583536,Gisborne,Gisborne,EDUCATION
Aka Aka,Hingaia,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,15,Aka Aka,-37.29132737,174.77509206,Hingaia,-37.07369960000001,174.91419445,27.15614994558105,Franklin,Franklin,EDUCATION
Mackenzie Lakes,Fraser Park,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Mackenzie Lakes,-43.93299669,170.30583782,Fraser Park,-44.39596592,171.23045071,89.94055733898416,Mackenzie,Timaru,EDUCATION
Hedgehope,Gore North,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Hedgehope,-46.12903119,168.56584014,Gore North,-46.09161463,168.93868798,29.041752967976443,Southland,Gore,EDUCATION
Kaipara Coastal,Dargaville,-999,27,87,-999,-999,-999,180,-999,-999,-999,297,Kaipara Coastal,-35.72900181,173.65124289,Dargaville,-35.93920158,173.86524045,30.306079078311228,Kaipara,Kaipara,EDUCATION
Morrinsville East,Hillcrest West (Hamilton City),-999,42,-999,-999,-999,-999,18,-999,-999,-999,66,Morrinsville East,-37.64774647,175.53612606,Hillcrest West (Hamilton City),-37.79546663,175.31326581,25.573896974010893,Matamata-Piako,Hamilton,EDUCATION
Marlborough Sounds West,Whitney East,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,12,Marlborough Sounds West,-41.25619764,173.62635385,Whitney East,-41.52059859,173.95891011,40.42314104635693,Marlborough,Marlborough,EDUCATION
Motueka East,Daelyn,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,9,Motueka East,-41.12000591,173.01922240000005,Daelyn,-41.33817502,173.21258863,29.15484846431058,Tasman,Tasman,EDUCATION
Riccarton West,Nelson Central-Trafalgar,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Riccarton West,-43.53414393,172.59138797,Nelson Central-Trafalgar,-41.27273863,173.28210878,257.7702142602066,Christchurch,Nelson,EDUCATION
Rangaunu Harbour,Rangitihi,-999,-999,-999,-999,-999,-999,12,-999,-999,-999,18,Rangaunu Harbour,-34.91627744,173.13744282,Rangitihi,-35.12785001,173.31122240000005,28.352749145416972,Far North,Far North,EDUCATION
Upper Wairau ,Woodbourne,-999,-999,15,-999,-999,-999,18,-999,-999,-999,33,Upper Wairau,-41.71793751,173.30406264,Woodbourne,-41.5308031,173.90363794,54.006159280365864,Marlborough,Marlborough,EDUCATION
Buckland,Mangere Mountain View,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Buckland,-37.22733765,174.91924064,Mangere Mountain View,-36.95251573,174.78585990000005,32.76898405315804,Franklin,Manukau,EDUCATION
Papakura North East,Queen Street,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Papakura North East,-37.05143433,174.96594275,Queen Street,-36.84774104,174.76524972,28.82819252140648,Franklin,Waitakere,EDUCATION
Cairnbrae,Strowan,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Cairnbrae,-43.66455634,171.77355459,Strowan,-43.50761954,172.60874654,69.49502006012597,Ashburton,Christchurch,EDUCATION
Trentham North,Wellington Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Trentham North,-41.1328255,175.04564394,Wellington Central,-41.2849345,174.77572593,28.211870151397537,Upper Hutt,Wellington,EDUCATION
Raglan,Silverdale (Hamilton City),-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Raglan,-37.81138720000001,174.8538483,Silverdale (Hamilton City),-37.79128988,175.32912389,41.817249551318824,Waikato,Waikato,EDUCATION
Kaikohe,Whangarei Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Kaikohe,-35.40792422,173.79767516,Whangarei Central,-35.72846995,174.32430322,59.491913907712046,Far North,Whangarei,EDUCATION
Eastern Bays-Banks Peninsula,Somerfield West,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,9,Eastern Bays-Banks Peninsula,-43.67581961,172.93129665,Somerfield West,-43.56590241,172.61924876,27.934403065847054,Christchurch,Christchurch,EDUCATION
Clevedon,Remuera North,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,9,Clevedon,-37.01480977,175.04590674,Remuera North,-36.86848079999999,174.8040065,26.96145370500805,Manukau,Waitakere,EDUCATION
Mangakahia-Hukerenui,Kamo West,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Mangakahia-Hukerenui,-35.65301955,174.0023164,Kamo West,-35.67006476,174.29507452,26.51649051199254,Whangarei,Whangarei,EDUCATION
Matawaia-Taumarere,Kerikeri Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Matawaia-Taumarere,-35.49406405,173.95266307,Kerikeri Central,-35.22507309,173.95096304,29.910827359465145,Far North,Far North,EDUCATION
Mangawhio,Patea,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,12,Mangawhio,-39.61067493,174.74556695,Patea,-39.75417884,174.47042119999998,28.443243702419604,South Taranaki,South Taranaki,EDUCATION
Drury Rural,Auckland-University,-999,15,-999,30,-999,-999,-999,-999,-999,-999,48,Drury Rural,-37.11220768,174.97476145,Auckland-University,-36.85143057,174.76906469,34.27335660965497,Franklin,Waitakere,EDUCATION
Winchmore-Wakanui,Methven,-999,-999,-999,-999,-999,-999,18,-999,-999,-999,27,Winchmore-Wakanui,-43.96318598,171.82829097,Methven,-43.63301935,171.64267984,39.62005440912049,Ashburton,Ashburton,EDUCATION
Birchville-Brown Owl,Pipitea-Kaiwharawhara,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Birchville-Brown Owl,-41.08596013,175.11315290000005,Pipitea-Kaiwharawhara,-41.27624822,174.78772639,34.48804632455844,Upper Hutt,Wellington,EDUCATION
Dixon Street,Shortland Street,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Dixon Street,-41.29101921,174.77469531,Shortland Street,-36.84736853,174.76823915,494.1117252808213,Wellington,Waitakere,EDUCATION
Te Akau,Hillcrest West (Hamilton City),-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Te Akau,-37.69707947,175.04556188,Hillcrest West (Hamilton City),-37.79546663,175.31326581,25.95609072583559,Waikato,Hamilton,EDUCATION
Gore North,Invercargill Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Gore North,-46.09161463,168.93868798,Invercargill Central,-46.41489239,168.32850731,59.103479180273936,Gore,Invercargill,EDUCATION
Kirwee,Christchurch Central-South,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Kirwee,-43.47484385,172.19966515,Christchurch Central-South,-43.53815861,172.64240289,36.39387690498892,Selwyn,Christchurch,EDUCATION
Arundel,Ealing-Lowcliffe,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,6,Arundel,-44.06044997,171.05797729,Ealing-Lowcliffe,-44.03656373,171.49741748,35.220971574215824,Timaru,Ashburton,EDUCATION
Paraparaumu Beach West,Porirua Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Paraparaumu Beach West,-40.89195563,174.98473058,Porirua Central,-41.14584359,174.82583047,31.220319303453003,Kapiti Coast,Porirua,EDUCATION
Herangi,Otorohanga,-999,-999,-999,-999,-999,-999,15,-999,-999,-999,24,Herangi,-38.45166436,174.80364536,Otorohanga,-38.18318495,175.21677363,46.80028381026428,Waitomo,Otorohanga,EDUCATION
Raumati Beach West,Porirua Central,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Raumati Beach West,-40.91582202,174.98216422,Porirua Central,-41.14584359,174.82583047,28.74290249986406,Kapiti Coast,Porirua,EDUCATION
Sherenden-Crownthorpe,Tareha Reserve,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,9,Sherenden-Crownthorpe,-39.47575154,176.49801476,Tareha Reserve,-39.54400792,176.85143036,31.254524420846074,Hastings,Hastings,EDUCATION
Oroua Downs,Palmerston North Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Oroua Downs,-40.32828797,175.2906718,Palmerston North Central,-40.35537702,175.61010962,27.24013192546901,Manawatu,Palmerston North,EDUCATION
Whangaruru,Whangarei Central,-999,-999,21,-999,-999,-999,24,-999,-999,-999,51,Whangaruru,-35.48991999,174.33501130000005,Whangarei Central,-35.72846995,174.32430322,26.543203308528863,Whangarei,Whangarei,EDUCATION
Hokitika Valley-Otira,Greymouth Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Hokitika Valley-Otira,-42.87811794,171.30442912,Greymouth Central,-42.45704831,171.19924986,47.603991111059095,Westland,Grey,EDUCATION
Glentunnel,Christchurch Central-South,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Glentunnel,-43.47318088,172.01364558,Christchurch Central-South,-43.53815861,172.64240289,51.22152761541935,Selwyn,Christchurch,EDUCATION
Kinleith,Ngakuru,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,9,Kinleith,-38.29131119,175.79670359,Ngakuru,-38.3265856,176.19950049,35.3631592185956,South Waikato,Rotorua,EDUCATION
Fairfield (Horowhenua District),Turitea,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Fairfield (Horowhenua District),-40.6214039,175.30936396,Turitea,-40.39053678,175.60862529,36.04392356216785,Horowhenua,Palmerston North,EDUCATION
Raumati South,Mount Cook East,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Raumati South,-40.94126612,174.98329156,Mount Cook East,-41.30251481,174.77750144,43.711466345065425,Kapiti Coast,Wellington,EDUCATION
Pukekohe West,Otara Central,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,18,Pukekohe West,-37.20097025,174.88803986,Otara Central,-36.95593456,174.87677994,27.265029672860607,Franklin,Manukau,EDUCATION
Upper Moutere,Daelyn,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,12,Upper Moutere,-41.24935169,172.85150896,Daelyn,-41.33817502,173.21258863,31.74198517688781,Tasman,Tasman,EDUCATION
Longwood Forest,Otautau,-999,-999,-999,-999,-999,-999,15,-999,-999,-999,24,Longwood Forest,-46.01707924,167.67301087,Otautau,-46.19250679,168.05347842,35.226460721829746,Southland,Southland,EDUCATION
Dannemora North,Albany Central,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Dannemora North,-36.94584124,174.91221484,Albany Central,-36.72820186,174.70483518,30.43462888575903,Manukau,Waitakere,EDUCATION
Matamata North,Hillcrest West (Hamilton City),-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Matamata North,-37.8092195,175.78065623,Hillcrest West (Hamilton City),-37.79546663,175.31326581,41.0926159751984,Matamata-Piako,Hamilton,EDUCATION
Bucklands Crossing,North East Valley Knox,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,6,Bucklands Crossing,-45.62493912,170.53249892,North East Valley Knox,-45.85238619,170.52237253,25.30316710306644,Dunedin,Dunedin,EDUCATION
Cape Rodney,Albany Central,-999,9,-999,-999,-999,-999,9,-999,-999,-999,18,Cape Rodney,-36.25433822,174.62638047,Albany Central,-36.72820186,174.70483518,53.15593788759575,Rodney,Waitakere,EDUCATION
Te Aroha East,Hillcrest West (Hamilton City),-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12,Te Aroha East,-37.53376025,175.70924175,Hillcrest West (Hamilton City),-37.79546663,175.31326581,45.40561876665163,Matamata-Piako,Hamilton,EDUCATION
Huntly Rural,Hillcrest West (Hamilton City),-999,12,-999,-999,-999,-999,9,-999,-999,-999,24,Huntly Rural,-37.53043725,175.19128309,Hillcrest West (Hamilton City),-37.79546663,175.31326581,31.365070230725642,Waikato,Hamilton,EDUCATION
Mangarara,Bluff Hill,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,12,Mangarara,-39.99003717,176.76264858,Bluff Hill,-39.48081517,176.91538913,58.109662575558794,Central Hawke's Bay,Napier,EDUCATION
Hangaroa,Riverdale,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,15,Hangaroa,-38.67842084,177.63331484,Riverdale,-38.64381481,177.99767123,31.86913855025289,Gisborne,Gisborne,EDUCATION
Te Awamutu West,Te Rapa South,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Te Awamutu West,-38.00845928,175.30468954,Te Rapa South,-37.76141322,175.24114614,28.030585214928287,Waipa,Hamilton,EDUCATION
