SA2_name_usual_residence_address,SA2_name_educational_address,Study_at_home,Drive_a_car_truck_or_van,Passenger_in_a_car_truck_or_van,Train,Bicycle,Walk_or_jog,School_bus,Public_bus,Ferry,Other,Total,departure_SA22018_V1_NAME,departure_LATITUDE,departure_LONGITUDE,destination_SA22018_V1_NAME,destination_LATITUDE,destination_LONGITUDE,HAVERSINE_DISTANCE,DEPARTURE_NAME_2,DESTINATION_NAME_2,DEPARTURE_NAME_1,DESTINATION_NAME_1,TYPE
Matarawa,Hillcrest West (Hamilton City),-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Matarawa,-38.22438631,175.85345651,Hillcrest West (Hamilton City),-37.79546663,175.31326581,67.18973631024511,South Waikato,Hamilton,Waikato,Waikato,EDUCATION
Stanley Park,Hillcrest West (Hamilton City),-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Stanley Park,-38.22081091,175.86351739,Hillcrest West (Hamilton City),-37.79546663,175.31326581,67.53529853488783,South Waikato,Hamilton,Waikato,Waikato,EDUCATION
Strathmore (South Waikato District),Hillcrest West (Hamilton City),-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Strathmore (South Waikato District),-38.23232788,175.86534607,Hillcrest West (Hamilton City),-37.79546663,175.31326581,68.54850890641426,South Waikato,Hamilton,Waikato,Waikato,EDUCATION
Moananui,Hillcrest West (Hamilton City),-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Moananui,-38.23905279,175.8629699,Hillcrest West (Hamilton City),-37.79546663,175.31326581,68.93330086915284,South Waikato,Hamilton,Waikato,Waikato,EDUCATION
Te Kuiti West,Hillcrest West (Hamilton City),-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Te Kuiti West,-38.33639894,175.16019027,Hillcrest West (Hamilton City),-37.79546663,175.31326581,61.62363399287222,Waitomo,Hamilton,Waikato,Waikato,EDUCATION
Te Kuiti East,Hillcrest West (Hamilton City),-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Te Kuiti East,-38.33422954,175.1750142,Hillcrest West (Hamilton City),-37.79546663,175.31326581,61.11807357253474,Waitomo,Hamilton,Waikato,Waikato,EDUCATION
Kaimai,Hillcrest West (Hamilton City),-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Kaimai,-37.88590858,176.02098429,Hillcrest West (Hamilton City),-37.79546663,175.31326581,62.955019548902044,Western Bay of Plenty,Hamilton,Bay of Plenty,Waikato,EDUCATION
Otumoetai South,Hillcrest West (Hamilton City),-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Otumoetai South,-37.67691846,176.14437130000005,Hillcrest West (Hamilton City),-37.79546663,175.31326581,74.26397706395856,Western Bay of Plenty,Hamilton,Bay of Plenty,Waikato,EDUCATION
Brookfield East,Hillcrest West (Hamilton City),-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Brookfield East,-37.68730456,176.14143485,Hillcrest West (Hamilton City),-37.79546663,175.31326581,73.80788889069356,Western Bay of Plenty,Hamilton,Bay of Plenty,Waikato,EDUCATION
Tauranga South,Hillcrest West (Hamilton City),-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Tauranga South,-37.7084259,176.15681961,Hillcrest West (Hamilton City),-37.79546663,175.31326581,74.79245697689021,Western Bay of Plenty,Hamilton,Bay of Plenty,Waikato,EDUCATION
Pyes Pa North,Hillcrest West (Hamilton City),-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Pyes Pa North,-37.74119093,176.12802796,Hillcrest West (Hamilton City),-37.79546663,175.31326581,71.87029792148483,Western Bay of Plenty,Hamilton,Bay of Plenty,Waikato,EDUCATION
Sunnybrook,Hillcrest West (Hamilton City),-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Sunnybrook,-38.14973623,176.20917803,Hillcrest West (Hamilton City),-37.79546663,175.31326581,87.85741190635821,Rotorua,Hamilton,Waikato,Waikato,EDUCATION
Waipa Valley,Hamilton Lake,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,6,Waipa Valley,-38.45839327,175.27657366,Hamilton Lake,-37.79791394,175.27349231,73.44244519432014,Waitomo,Hamilton,Waikato,Waikato,EDUCATION
Te Aroha East,Hamilton Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Te Aroha East,-37.53376025,175.70924175,Hamilton Central,-37.78938082,175.28203067,47.138878226645566,Matamata-Piako,Hamilton,Waikato,Waikato,EDUCATION
Te Aroha West,Hamilton Central,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Te Aroha West,-37.55101925,175.70065739,Hamilton Central,-37.78938082,175.28203067,45.38814813722289,Matamata-Piako,Hamilton,Waikato,Waikato,EDUCATION
Okauia,Hamilton Central,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Okauia,-37.77286251,175.84579003,Hamilton Central,-37.78938082,175.28203067,49.57920588156133,Matamata-Piako,Hamilton,Waikato,Waikato,EDUCATION
Tirau,Hamilton Central,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Tirau,-37.95916018,175.81429616,Hamilton Central,-37.78938082,175.28203067,50.38852807182798,South Waikato,Hamilton,Waikato,Waikato,EDUCATION
Putararu Rural,Hamilton Central,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Putararu Rural,-38.09657792,175.73244372,Hamilton Central,-37.78938082,175.28203067,52.21905404557268,South Waikato,Hamilton,Waikato,Waikato,EDUCATION
Putararu,Hamilton Central,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Putararu,-38.05293796,175.78466514,Hamilton Central,-37.78938082,175.28203067,52.940796977234314,South Waikato,Hamilton,Waikato,Waikato,EDUCATION
Te Kuiti West,Hamilton Central,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Te Kuiti West,-38.33639894,175.16019027,Hamilton Central,-37.78938082,175.28203067,61.75384478219603,Waitomo,Hamilton,Waikato,Waikato,EDUCATION
Putararu,Hamilton West,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Putararu,-38.05293796,175.78466514,Hamilton West,-37.80074182,175.2844169,52.07273731420149,South Waikato,Hamilton,Waikato,Waikato,EDUCATION
Pyes Pa West,Eureka-Tauwhare,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Pyes Pa West,-37.75427199,176.1087299,Eureka-Tauwhare,-37.73963043,175.43296094,59.43867859121032,Western Bay of Plenty,Waikato,Bay of Plenty,Waikato,EDUCATION
Puniu,Hautapu,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Puniu,-38.28518422,175.55136504,Hautapu,-37.87894521,175.44370869,46.1439925506002,Otorohanga,Waipa,Waikato,Waikato,EDUCATION
Mount Maunganui North,Hautapu,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Mount Maunganui North,-37.63000366,176.1731587,Hautapu,-37.87894521,175.44370869,69.84868774286299,,Waipa,,Waikato,EDUCATION
Lynmore,Bethlehem Central,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,6,Lynmore,-38.14940578,176.28895362,Bethlehem Central,-37.7065879,176.11498118,51.54920017439486,Rotorua,Western Bay of Plenty,Bay of Plenty,Bay of Plenty,EDUCATION
Delaney,Puniu,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Delaney,-41.1864706,174.97924526,Puniu,-38.28518422,175.55136504,326.29411403969544,Hutt city,Otorohanga,Wellington,Waikato,EDUCATION
Herangi,Otorohanga,-999,-999,-999,-999,-999,-999,15,-999,-999,-999,24,Herangi,-38.45166436,174.80364536,Otorohanga,-38.18318495,175.21677363,46.80028381026428,Waitomo,Otorohanga,Waikato,Waikato,EDUCATION
Galatea,Utuhina,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Galatea,-38.59477922,176.83164675,Utuhina,-38.14249953,176.23214439,72.53122205709751,Whakatane,Rotorua,Bay of Plenty,Waikato,EDUCATION
Marotiri,Tihiotonga-Whakarewarewa,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Marotiri,-38.51214377,175.78064218,Tihiotonga-Whakarewarewa,-38.16412016,176.25173097,56.442005959294406,Taupo,Rotorua,Waikato,Bay of Plenty,EDUCATION
Wairakei-Broadlands,Tihiotonga-Whakarewarewa,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Wairakei-Broadlands,-38.68443198,176.26217734,Tihiotonga-Whakarewarewa,-38.16412016,176.25173097,57.86319093583663,Taupo,Rotorua,Bay of Plenty,Bay of Plenty,EDUCATION
Taupo Central East,Tihiotonga-Whakarewarewa,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Taupo Central East,-38.68453849,176.08132064,Tihiotonga-Whakarewarewa,-38.16412016,176.25173097,59.741623563364236,Taupo,Rotorua,Waikato,Bay of Plenty,EDUCATION
Hilltop (Taupo District),Tihiotonga-Whakarewarewa,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Hilltop (Taupo District),-38.69976213,176.09915047,Tihiotonga-Whakarewarewa,-38.16412016,176.25173097,61.02544119999745,Taupo,Rotorua,Waikato,Bay of Plenty,EDUCATION
Murupara,Tihiotonga-Whakarewarewa,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Murupara,-38.45393088,176.70638789,Tihiotonga-Whakarewarewa,-38.16412016,176.25173097,51.10935912764295,Whakatane,Rotorua,Bay of Plenty,Bay of Plenty,EDUCATION
Aria,Strandon,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Aria,-38.542289200000006,175.02022119,Strandon,-39.05369313,174.09475657,98.31479552295042,Waitomo,New Plymouth,Waikato,Taranaki,EDUCATION
Mount Messenger,Strandon,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,15,Mount Messenger,-38.92321069,174.62433902,Strandon,-39.05369313,174.09475657,48.015644596084385,New Plymouth,New Plymouth,Taranaki,Taranaki,EDUCATION
Taungatara,Strandon,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Taungatara,-39.44771938,173.97542033,Strandon,-39.05369313,174.09475657,45.00257926670622,South Taranaki,New Plymouth,Taranaki,Taranaki,EDUCATION
Manaia-Kapuni,Strandon,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,9,Manaia-Kapuni,-39.51778061,174.12379578,Strandon,-39.05369313,174.09475657,51.66465759439807,South Taranaki,New Plymouth,Taranaki,Taranaki,EDUCATION
Okaiawa,Strandon,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,9,Okaiawa,-39.5375084,174.21758799999995,Strandon,-39.05369313,174.09475657,54.82632171155721,South Taranaki,New Plymouth,Taranaki,Taranaki,EDUCATION
Egmont Showgrounds,Strandon,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Egmont Showgrounds,-39.57617162,174.26308228,Strandon,-39.05369313,174.09475657,59.87442721593575,South Taranaki,New Plymouth,Taranaki,Taranaki,EDUCATION
Manutahi-Waitotora,Strandon,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,9,Manutahi-Waitotora,-39.78384701,174.57529167,Strandon,-39.05369313,174.09475657,91.079927396796,South Taranaki,New Plymouth,Taranaki,Taranaki,EDUCATION
Te Teko Lakes,Kuirau,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,6,Te Teko Lakes,-38.05714893,176.80257253,Kuirau,-38.13474084,176.24242829,49.77056805043964,Whakatane,Rotorua,Bay of Plenty,Waikato,EDUCATION
Cape Runaway,Whakatane Central,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Cape Runaway,-37.85617143,177.78942872,Whakatane Central,-37.95356587,176.99232736,70.76807989906672,Opotiki,Whakatane,Bay of Plenty,Bay of Plenty,EDUCATION
Cape Runaway,Opotiki,-999,-999,6,-999,-999,-999,12,-999,-999,-999,24,Cape Runaway,-37.85617143,177.78942872,Opotiki,-38.0131159,177.28682473,47.40763350741303,Opotiki,Opotiki,Bay of Plenty,Bay of Plenty,EDUCATION
Opotiki,Cape Runaway,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Opotiki,-38.0131159,177.28682473,Cape Runaway,-37.85617143,177.78942872,47.40763350741303,Opotiki,Opotiki,Bay of Plenty,Bay of Plenty,EDUCATION
Tamarau,Waipaoa,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Tamarau,-38.67903252,178.05343956,Waipaoa,-38.34127548,177.70733968,48.13904226313977,Gisborne,Gisborne,Gisborne,Gisborne,EDUCATION
Waipaoa,McLean Park,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,9,Waipaoa,-38.34127548,177.70733968,McLean Park,-39.5083024,176.9160949,146.71124415193358,Gisborne,Hastings,Gisborne,Hawke's Bay,EDUCATION
Frasertown-Ruakituri,McLean Park,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Frasertown-Ruakituri,-38.79568211,177.34997241,McLean Park,-39.5083024,176.9160949,87.62758935047134,Wairoa,Hastings,Hawke's Bay,Hawke's Bay,EDUCATION
Maraekakaho,McLean Park,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,15,Maraekakaho,-39.62634976,176.29699518,McLean Park,-39.5083024,176.9160949,54.666881904785726,Hastings,Hastings,Hawke's Bay,Hawke's Bay,EDUCATION
Mangaonuku,McLean Park,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Mangaonuku,-39.80378374,176.41709256,McLean Park,-39.5083024,176.9160949,53.89221375551148,Central Hawke's Bay,Hastings,Hawke's Bay,Hawke's Bay,EDUCATION
Makaretu,McLean Park,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Makaretu,-39.94160872,176.31273142,McLean Park,-39.5083024,176.9160949,70.59798989611573,Central Hawke's Bay,Hastings,Hawke's Bay,Hawke's Bay,EDUCATION
Mangarara,McLean Park,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Mangarara,-39.99003717,176.76264858,McLean Park,-39.5083024,176.9160949,55.149409689139894,Central Hawke's Bay,Hastings,Hawke's Bay,Hawke's Bay,EDUCATION
Taurekaitai,McLean Park,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,12,Taurekaitai,-40.20716661,176.53337716,McLean Park,-39.5083024,176.9160949,84.29716362707585,Central Hawke's Bay,Hastings,Hawke's Bay,Hawke's Bay,EDUCATION
Owhanga,McLean Park,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,6,Owhanga,-40.51321329,176.31039241,McLean Park,-39.5083024,176.9160949,123.07281493441424,Tararua,Hastings,Manawatu-Wanganui,Hawke's Bay,EDUCATION
Waipaoa,Gisborne Central,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,21,Waipaoa,-38.34127548,177.70733968,Gisborne Central,-38.66778237,178.02299313,45.52530273937869,Gisborne,Gisborne,Gisborne,Gisborne,EDUCATION
Ruatoria-Raukumara,Gisborne Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Ruatoria-Raukumara,-37.86680632,178.19588547,Gisborne Central,-38.66778237,178.02299313,90.33435875334732,Gisborne,Gisborne,Gisborne,Gisborne,EDUCATION
Wairoa,Gisborne Central,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12,Wairoa,-39.03908469,177.41898076,Gisborne Central,-38.66778237,178.02299313,66.63503594313205,Wairoa,Gisborne,Hawke's Bay,Gisborne,EDUCATION
Marewa East,Gisborne Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Marewa East,-39.50747604,176.90676197,Gisborne Central,-38.66778237,178.02299313,134.15857935908613,Hastings,Gisborne,Hawke's Bay,Gisborne,EDUCATION
Kaiti South,Otaki,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Kaiti South,-38.67922301,178.03919529,Otaki,-40.75304139,175.13966802,338.60977168771166,Gisborne,Kapiti Coast,Gisborne,Wellington,EDUCATION
Tokorangi,Otaki,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Tokorangi,-40.12383342,175.549708,Otaki,-40.75304139,175.13966802,78.09771978629055,Manawatu,Kapiti Coast,Manawatu-Wanganui,Wellington,EDUCATION
Wairoa,Taradale Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Wairoa,-39.03908469,177.41898076,Taradale Central,-39.5289489,176.84963144,73.26782780031674,Wairoa,Hastings,Hawke's Bay,Hawke's Bay,EDUCATION
Mahia,Bluff Hill,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,12,Mahia,-38.98042026,177.71581946,Bluff Hill,-39.48081517,176.91538913,88.59440367972334,Wairoa,Napier,Hawke's Bay,Hawke's Bay,EDUCATION
Maraekakaho,Bluff Hill,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,12,Maraekakaho,-39.62634976,176.29699518,Bluff Hill,-39.48081517,176.91538913,55.43233881782803,Hastings,Napier,Hawke's Bay,Hawke's Bay,EDUCATION
Mangarara,Bluff Hill,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,12,Mangarara,-39.99003717,176.76264858,Bluff Hill,-39.48081517,176.91538913,58.109662575558794,Central Hawke's Bay,Napier,Hawke's Bay,Hawke's Bay,EDUCATION
Puketitiri-Tutira,Havelock Hills,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,12,Puketitiri-Tutira,-39.19745874,176.64300698,Havelock Hills,-39.68336487,176.88652908,57.93606907348801,Hastings,Hastings city,Hawke's Bay,Hawke's Bay,EDUCATION
Makaretu,Havelock Hills,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Makaretu,-39.94160872,176.31273142,Havelock Hills,-39.68336487,176.88652908,56.802751066439676,Central Hawke's Bay,Hastings city,Hawke's Bay,Hawke's Bay,EDUCATION
Taurekaitai,Havelock Hills,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,9,Taurekaitai,-40.20716661,176.53337716,Havelock Hills,-39.68336487,176.88652908,65.56451264265948,Central Hawke's Bay,Hastings city,Hawke's Bay,Hawke's Bay,EDUCATION
Puketitiri-Tutira,Frimley,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,9,Puketitiri-Tutira,-39.19745874,176.64300698,Frimley,-39.62166848,176.82925988,49.81011581199379,Hastings,Hastings city,Hawke's Bay,Hawke's Bay,EDUCATION
Maraekakaho,Frimley,-999,-999,15,-999,-999,-999,9,-999,-999,-999,24,Maraekakaho,-39.62634976,176.29699518,Frimley,-39.62166848,176.82925988,45.59002213206472,Hastings,Hastings city,Hawke's Bay,Hawke's Bay,EDUCATION
Makaretu,Frimley,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Makaretu,-39.94160872,176.31273142,Frimley,-39.62166848,176.82925988,56.69048216505243,Central Hawke's Bay,Hastings city,Hawke's Bay,Hawke's Bay,EDUCATION
Taurekaitai,Frimley,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,12,Taurekaitai,-40.20716661,176.53337716,Frimley,-39.62166848,176.82925988,69.82384599807995,Central Hawke's Bay,Hastings city,Hawke's Bay,Hawke's Bay,EDUCATION
Maraekakaho,Tareha Reserve,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Maraekakaho,-39.62634976,176.29699518,Tareha Reserve,-39.54400792,176.85143036,48.38668010876221,Hastings,Hastings,Hawke's Bay,Hawke's Bay,EDUCATION
Maraekakaho,Taradale South,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Maraekakaho,-39.62634976,176.29699518,Taradale South,-39.54323393,176.82989073,46.592741956846716,Hastings,Hastings,Hawke's Bay,Hawke's Bay,EDUCATION
Mangaonuku,Taradale South,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Mangaonuku,-39.80378374,176.41709256,Taradale South,-39.54323393,176.82989073,45.68974532163468,Central Hawke's Bay,Hastings,Hawke's Bay,Hawke's Bay,EDUCATION
Makaretu,Taradale South,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15,Makaretu,-39.94160872,176.31273142,Taradale South,-39.54323393,176.82989073,62.58916610333298,Central Hawke's Bay,Hastings,Hawke's Bay,Hawke's Bay,EDUCATION
Waipawa,Taradale South,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Waipawa,-39.93975904,176.5913431,Taradale South,-39.54323393,176.82989073,48.580549807543285,Central Hawke's Bay,Hastings,Hawke's Bay,Hawke's Bay,EDUCATION
Waipukurau West,Taradale South,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Waipukurau West,-39.99738364,176.54048302,Taradale South,-39.54323393,176.82989073,56.23122837938177,Central Hawke's Bay,Hastings,Hawke's Bay,Hawke's Bay,EDUCATION
Waipukurau East,Taradale South,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Waipukurau East,-40.00231546,176.56027065,Taradale South,-39.54323393,176.82989073,56.00715223621443,Central Hawke's Bay,Hastings,Hawke's Bay,Hawke's Bay,EDUCATION
Maraekakaho,Hastings Central,-999,6,6,-999,-999,-999,-999,-999,-999,-999,15,Maraekakaho,-39.62634976,176.29699518,Hastings Central,-39.63962329,176.84642759,47.07445242822272,Hastings,Hastings city,Hawke's Bay,Hawke's Bay,EDUCATION
Maraekakaho,Mayfair,-999,-999,6,-999,-999,-999,9,-999,-999,-999,18,Maraekakaho,-39.62634976,176.29699518,Mayfair,-39.64014808,176.86339942,48.528783673172036,Hastings,Hastings city,Hawke's Bay,Hawke's Bay,EDUCATION
Maraekakaho,Hereworth,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,6,Maraekakaho,-39.62634976,176.29699518,Hereworth,-39.67259367,176.89279269,51.26818333000831,Hastings,Hastings city,Hawke's Bay,Hawke's Bay,EDUCATION
Maraekakaho,Karanema-St Hill,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Maraekakaho,-39.62634976,176.29699518,Karanema-St Hill,-39.66451096,176.88627126,50.632399480232884,Hastings,Hastings city,Hawke's Bay,Hawke's Bay,EDUCATION
Mount Messenger,Welbourn,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Mount Messenger,-38.92321069,174.62433902,Welbourn,-39.08571024,174.09311599999995,49.33081948882643,New Plymouth,New Plymouth,Taranaki,Taranaki,EDUCATION
Douglas,Westown ,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Douglas,-39.24071688,174.62972523,Westown,-39.0747742,174.06011109,52.46483924298821,Stratford,New Plymouth,Taranaki,Taranaki,EDUCATION
Te Roti-Moeroa,Westown ,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,6,Te Roti-Moeroa,-39.43904821,174.49347034,Westown,-39.0747742,174.06011109,55.07155859424114,South Taranaki,New Plymouth,Taranaki,Taranaki,EDUCATION
Normanby-Tawhiti,Westown ,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Normanby-Tawhiti,-39.58187479,174.31137817,Westown,-39.0747742,174.06011109,60.386808244818575,South Taranaki,New Plymouth,Taranaki,Taranaki,EDUCATION
Ohangai,Westown ,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Ohangai,-39.53843359,174.44896319,Westown,-39.0747742,174.06011109,61.46050293625074,South Taranaki,New Plymouth,Taranaki,Taranaki,EDUCATION
Highlands Park (New Plymouth District),Egmont Showgrounds,-999,-999,18,-999,-999,-999,-999,-999,-999,-999,21,Highlands Park (New Plymouth District),-39.08069461,174.10443117,Egmont Showgrounds,-39.57617162,174.26308228,56.759271125993436,New Plymouth,South Taranaki,Taranaki,Taranaki,EDUCATION
Otamatea (Whanganui District),Egmont Showgrounds,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,15,Otamatea (Whanganui District),-39.90577525,175.02190613,Egmont Showgrounds,-39.57617162,174.26308228,74.51690444308129,Wanganui,South Taranaki,Manawatu-Wanganui,Taranaki,EDUCATION
St Johns Hill East,Egmont Showgrounds,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,St Johns Hill East,-39.91309776,175.03958323,Egmont Showgrounds,-39.57617162,174.26308228,76.23026632278867,Wanganui,South Taranaki,Manawatu-Wanganui,Taranaki,EDUCATION
St Johns Hill West,Egmont Showgrounds,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,12,St Johns Hill West,-39.92023434,175.030642,Egmont Showgrounds,-39.57617162,174.26308228,75.95905868251025,Wanganui,South Taranaki,Manawatu-Wanganui,Taranaki,EDUCATION
College Estate,Egmont Showgrounds,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,9,College Estate,-39.9305007,175.03470499,Egmont Showgrounds,-39.57617162,174.26308228,76.83415346393954,Wanganui,South Taranaki,Manawatu-Wanganui,Taranaki,EDUCATION
Tangiwai,Kimbolton North,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Tangiwai,-39.36236325,175.16766499,Kimbolton North,-40.2074565,175.58214784,100.42234824609459,Ruapehu,Manawatu,Manawatu-Wanganui,Manawatu-Wanganui,EDUCATION
Mokai Patea,Kimbolton North,-999,-999,6,-999,-999,18,-999,-999,-999,-999,27,Mokai Patea,-39.59566818,175.89442958,Kimbolton North,-40.2074565,175.58214784,73.05728120299966,Rangitikei,Manawatu,Manawatu-Wanganui,Manawatu-Wanganui,EDUCATION
Taihape,Kimbolton North,-999,-999,-999,-999,-999,12,-999,-999,-999,-999,15,Taihape,-39.67806733,175.79677339,Kimbolton North,-40.2074565,175.58214784,61.64343589147225,Rangitikei,Manawatu,Manawatu-Wanganui,Manawatu-Wanganui,EDUCATION
Owhanga,Kimbolton North,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,9,Owhanga,-40.51321329,176.31039241,Kimbolton North,-40.2074565,175.58214784,70.44980341127182,Tararua,Manawatu,Manawatu-Wanganui,Manawatu-Wanganui,EDUCATION
Brunswick-Papaiti,Turitea,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Brunswick-Papaiti,-39.87675408,175.02918802,Turitea,-40.39053678,175.60862529,75.43418528391373,Wanganui,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,EDUCATION
Titoki,Turitea,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Titoki,-39.93592026,175.00997642,Turitea,-40.39053678,175.60862529,71.71618202541649,Wanganui,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,EDUCATION
Otairi,Turitea,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Otairi,-39.8895865,175.52547495,Turitea,-40.39053678,175.60862529,56.14977607961137,Rangitikei,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,EDUCATION
Dannevirke West,Turitea,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Dannevirke West,-40.19710678,176.10242336,Turitea,-40.39053678,175.60862529,47.08038326328746,Tararua,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,EDUCATION
Dannevirke East,Turitea,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Dannevirke East,-40.21019552,176.10213546,Turitea,-40.39053678,175.60862529,46.407872191252956,Tararua,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,EDUCATION
Churton Park North,Turitea,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Churton Park North,-41.19767254,174.81365567,Turitea,-40.39053678,175.60862529,111.95178392120847,Wellington,Palmerston North,Wellington,Manawatu-Wanganui,EDUCATION
Kopuaranga,Turitea,-999,-999,-999,-999,-999,15,-999,-999,-999,-999,18,Kopuaranga,-40.79823344,175.63791121,Turitea,-40.39053678,175.60862529,45.40118686638255,Masterton,Palmerston North,Wellington,Manawatu-Wanganui,EDUCATION
Enner Glynn,Turitea,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Enner Glynn,-41.31495427,173.26437329,Turitea,-40.39053678,175.60862529,222.34239389145355,Nelson,Palmerston North,Nelson,Manawatu-Wanganui,EDUCATION
