SA2_name_usual_residence_address,SA2_name_educational_address,Study_at_home,Drive_a_car_truck_or_van,Passenger_in_a_car_truck_or_van,Train,Bicycle,Walk_or_jog,School_bus,Public_bus,Ferry,Other,Total,departure_SA22018_V1_NAME,departure_LATITUDE,departure_LONGITUDE,destination_SA22018_V1_NAME,destination_LATITUDE,destination_LONGITUDE,HAVERSINE_DISTANCE,DEPARTURE_NAME_2,DESTINATION_NAME_2,DEPARTURE_NAME_1,DESTINATION_NAME_1,TYPE
Mackenzie Lakes,Fraser Park,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Mackenzie Lakes,-43.93299669,170.30583782,Fraser Park,-44.39596592,171.23045071,89.94055733898416,Mackenzie,Timaru,Canterbury,Canterbury,EDUCATION
Opua (Mackenzie District),Fraser Park,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,12,Opua (Mackenzie District),-43.8561873,171.06857118,Fraser Park,-44.39596592,171.23045071,61.39558190674834,Mackenzie,Timaru,Canterbury,Canterbury,EDUCATION
Hakataramea,Fraser Park,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Hakataramea,-44.5949764,170.59314374,Fraser Park,-44.39596592,171.23045071,55.17999779851589,Waimate,Timaru,Canterbury,Canterbury,EDUCATION
Allenton North,Timaru Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Allenton North,-43.88205658,171.74512562,Timaru Central,-44.39838399,171.2514175,69.62981094242343,Ashburton,Timaru,Canterbury,Canterbury,EDUCATION
Allenton East,Timaru Central,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,9,Allenton East,-43.89118299,171.75756446,Timaru Central,-44.39838399,171.2514175,69.36681839194699,Ashburton,Timaru,Canterbury,Canterbury,EDUCATION
Oamaru North Milner Park,Timaru Central,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,12,Oamaru North Milner Park,-45.06404471,171.0000369,Timaru Central,-44.39838399,171.2514175,76.63543530543946,Waitaki,Timaru,Otago,Canterbury,EDUCATION
Oamaru North Orana Park,Timaru Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Oamaru North Orana Park,-45.08058565,170.97765366,Timaru Central,-44.39838399,171.2514175,78.87878369231977,Waitaki,Timaru,Otago,Canterbury,EDUCATION
Holmes Hill,Timaru Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Holmes Hill,-45.10681931,170.94732106,Timaru Central,-44.39838399,171.2514175,82.35294882857958,Waitaki,Timaru,Otago,Canterbury,EDUCATION
Mackenzie Lakes,Fairlie,-999,-999,-999,-999,-999,-999,12,-999,-999,-999,18,Mackenzie Lakes,-43.93299669,170.30583782,Fairlie,-44.09701087,170.82535345,45.37067283176712,Mackenzie,Mackenzie,Canterbury,Canterbury,EDUCATION
Opua (Mackenzie District),Parkside,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,9,Opua (Mackenzie District),-43.8561873,171.06857118,Parkside,-44.40469035,171.24632921,62.61899140570246,Mackenzie,Timaru,Canterbury,Canterbury,EDUCATION
Aviemore,Danseys Pass,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,9,Aviemore,-44.47471306,169.95056342,Danseys Pass,-44.89434996,170.50210901,63.863845528753956,Waitaki,Waitaki,Canterbury,Canterbury,EDUCATION
Waihemo,Glen Warren,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,12,Waihemo,-45.39244142,170.55159550000005,Glen Warren,-45.09087588,170.9672687,46.72888424211784,Waitaki,Waitaki,Otago,Otago,EDUCATION
Maniototo,Maori Hill,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,9,Maniototo,-45.25282329,170.02086908,Maori Hill,-45.85777797,170.50064652,76.94399039747528,Central Otago,Dunedin,Otago,Otago,EDUCATION
West Otago,Maori Hill,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,6,West Otago,-45.83535422,169.21290702,Maori Hill,-45.85777797,170.50064652,99.7737541173437,Clutha,Dunedin,Otago,Otago,EDUCATION
Maniototo,Arthur Street,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Maniototo,-45.25282329,170.02086908,Arthur Street,-45.8757494,170.49272725,78.40343146601033,Central Otago,Dunedin,Otago,Otago,EDUCATION
Milton,Dunedin Central,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Milton,-46.12167234,169.96750182,Dunedin Central,-45.87712471,170.50291221,49.49549208758371,Clutha,Dunedin,Otago,Otago,EDUCATION
West Otago,Invercargill Central,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,West Otago,-45.83535422,169.21290702,Invercargill Central,-46.41489239,168.32850731,93.79824107453072,Clutha,Invercargill,Otago,Southland,EDUCATION
Riversdale-Piano Flat,Invercargill Central,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Riversdale-Piano Flat,-45.48645863,169.03162811,Invercargill Central,-46.41489239,168.32850731,116.6727675708931,Southland,Invercargill,Southland,Southland,EDUCATION
Oreti River,Invercargill Central,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,15,Oreti River,-46.00268489,168.31789888,Invercargill Central,-46.41489239,168.32850731,45.84265134240301,Southland,Invercargill,Southland,Southland,EDUCATION
Wyndham-Catlins,Invercargill Central,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15,Wyndham-Catlins,-46.47283276,168.99193119999995,Invercargill Central,-46.41489239,168.32850731,51.23839187359176,Southland,Invercargill,Southland,Southland,EDUCATION
Gore North,Invercargill Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Gore North,-46.09161463,168.93868798,Invercargill Central,-46.41489239,168.32850731,59.103479180273936,Gore,Invercargill,Southland,Southland,EDUCATION
Gore West,Invercargill Central,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Gore West,-46.10626401,168.92356176,Invercargill Central,-46.41489239,168.32850731,57.187706562232854,Gore,Invercargill,Southland,Southland,EDUCATION
Mataura,Invercargill Central,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Mataura,-46.18742074,168.87330231,Invercargill Central,-46.41489239,168.32850731,48.90110955750003,Gore,Invercargill,Southland,Southland,EDUCATION
Riversdale-Piano Flat,Gore West,-999,9,6,-999,-999,-999,33,-999,-999,-999,45,Riversdale-Piano Flat,-45.48645863,169.03162811,Gore West,-46.10626401,168.92356176,69.42654933603336,Southland,Gore,Southland,Southland,EDUCATION
Lumsden-Balfour,Gore West,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,15,Lumsden-Balfour,-45.74921739,168.61002109,Gore West,-46.10626401,168.92356176,46.52201231633494,Southland,Gore,Southland,Southland,EDUCATION
Mossburn,Wyndham-Catlins,-999,-999,15,-999,-999,-999,-999,-999,-999,-999,15,Mossburn,-45.5465414,168.37465706,Wyndham-Catlins,-46.47283276,168.99193119999995,113.49501944592899,Southland,Southland,Southland,Southland,EDUCATION
Lumsden-Balfour,Wyndham-Catlins,-999,-999,15,-999,-999,-999,-999,-999,-999,-999,12,Lumsden-Balfour,-45.74921739,168.61002109,Wyndham-Catlins,-46.47283276,168.99193119999995,85.67893468329405,Southland,Southland,Southland,Southland,EDUCATION
Mossburn,Winton,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Mossburn,-45.5465414,168.37465706,Winton,-46.14486071,168.32382512,66.64647294950782,Southland,Southland,Southland,Southland,EDUCATION
Longwood Forest,Winton,-999,-999,-999,-999,-999,-999,18,-999,-999,-999,18,Longwood Forest,-46.01707924,167.67301087,Winton,-46.14486071,168.32382512,52.16891342021668,Southland,Southland,Southland,Southland,EDUCATION
Mossburn,Gladstone (Invercargill City),-999,-999,-999,-999,-999,6,-999,-999,-999,-999,9,Mossburn,-45.5465414,168.37465706,Gladstone (Invercargill City),-46.39213483,168.35330059,94.0401841133203,Southland,Invercargill,Southland,Southland,EDUCATION
Longwood Forest,Gladstone (Invercargill City),-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Longwood Forest,-46.01707924,167.67301087,Gladstone (Invercargill City),-46.39213483,168.35330059,66.93268983028032,Southland,Invercargill,Southland,Southland,EDUCATION
Ohai-Nightcaps,Gladstone (Invercargill City),-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Ohai-Nightcaps,-45.89093509,168.02614043,Gladstone (Invercargill City),-46.39213483,168.35330059,61.16576823347801,Southland,Invercargill,Southland,Southland,EDUCATION
Stewart Island,Gladstone (Invercargill City),-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Stewart Island,-46.94043601,167.85855017,Gladstone (Invercargill City),-46.39213483,168.35330059,71.71032189359097,Southland,Invercargill,Southland,Southland,EDUCATION
Wyndham-Catlins,Gladstone (Invercargill City),-999,-999,-999,-999,-999,12,-999,-999,-999,-999,24,Wyndham-Catlins,-46.47283276,168.99193119999995,Gladstone (Invercargill City),-46.39213483,168.35330059,49.75806846609748,Southland,Invercargill,Southland,Southland,EDUCATION
Mossburn,Georgetown,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Mossburn,-45.5465414,168.37465706,Georgetown,-46.41932389,168.36900636,97.04996698562898,Southland,Invercargill,Southland,Southland,EDUCATION
Longwood Forest,Georgetown,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,15,Longwood Forest,-46.01707924,167.67301087,Georgetown,-46.41932389,168.36900636,69.77017212768735,Southland,Invercargill,Southland,Southland,EDUCATION
Ohai-Nightcaps,Georgetown,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Ohai-Nightcaps,-45.89093509,168.02614043,Georgetown,-46.41932389,168.36900636,64.41652297100941,Southland,Invercargill,Southland,Southland,EDUCATION
Oreti River,Georgetown,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Oreti River,-46.00268489,168.31789888,Georgetown,-46.41932389,168.36900636,46.49475013548839,Southland,Invercargill,Southland,Southland,EDUCATION
Wyndham-Catlins,Georgetown,-999,-999,-999,-999,-999,15,-999,-999,-999,-999,24,Wyndham-Catlins,-46.47283276,168.99193119999995,Georgetown,-46.41932389,168.36900636,48.09620416044082,Southland,Invercargill,Southland,Southland,EDUCATION
Mossburn,Oreti River,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,15,Mossburn,-45.5465414,168.37465706,Oreti River,-46.00268489,168.31789888,50.91149867794292,Southland,Southland,Southland,Southland,EDUCATION
Longwood Forest,Riverton,-999,-999,18,-999,-999,-999,45,-999,-999,-999,66,Longwood Forest,-46.01707924,167.67301087,Riverton,-46.37009983,168.01257180000005,47.159267343561964,Southland,Southland,Southland,Southland,EDUCATION
Waikaka,Riversdale-Piano Flat,-999,-999,-999,-999,-999,-999,18,-999,-999,-999,18,Waikaka,-45.96604044,168.98043741,Riversdale-Piano Flat,-45.48645863,169.03162811,53.47490072323534,Gore,Southland,Southland,Southland,EDUCATION
Riversdale-Piano Flat,Gore Main,-999,-999,-999,-999,-999,-999,12,-999,-999,-999,12,Riversdale-Piano Flat,-45.48645863,169.03162811,Gore Main,-46.10427676,168.9374566,69.08508774502185,Southland,Gore,Southland,Southland,EDUCATION
Riversdale-Piano Flat,Gore North,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,6,Riversdale-Piano Flat,-45.48645863,169.03162811,Gore North,-46.09161463,168.93868798,67.67502791406037,Southland,Gore,Southland,Southland,EDUCATION
Mataura,Newfield,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,9,Mataura,-46.18742074,168.87330231,Newfield,-46.41755347,168.38907267,45.14990075323003,Gore,Invercargill,Southland,Southland,EDUCATION
Gore North,Kingswell,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Gore North,-46.09161463,168.93868798,Kingswell,-46.44101863,168.37099017,58.427651323494494,Gore,Invercargill,Southland,Southland,EDUCATION
