SA2_name_usual_residence_address,SA2_name_workplace_address,Work_at_home,Drive_a_private_car_truck_or_van,Drive_a_company_car_truck_or_van,Passenger_in_a_car_truck_van_or_company_bus,Public_bus,Train,Bicycle,Walk_or_jog,Ferry,Other,Total,departure_SA22018_V1_NAME,departure_LATITUDE,departure_LONGITUDE,destination_SA22018_V1_NAME,destination_LATITUDE,destination_LONGITUDE,HAVERSINE_DISTANCE,DEPARTURE_NAME_2,DESTINATION_NAME_2,TYPE
Panmure East,Wynyard-Viaduct,-999,12,-999,-999,-999,15,-999,-999,-999,-999,33,Panmure East,-36.9022851,174.86035751,Wynyard-Viaduct,-36.8433094,174.75788827,11.22880797240667,Waitakere,Waitakere,WORK
Takanini North,Auckland Airport,-999,42,-999,-999,-999,-999,-999,-999,-999,-999,48,Takanini North,-37.02622521,174.93229242,Auckland Airport,-36.9891029,174.77400859,14.648471264489686,Franklin,Manukau,WORK
Papakura East,Ellerslie West,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12,Papakura East,-37.05846123,174.97920854,Ellerslie West,-36.89897117,174.80612464,23.471226815450805,Franklin,Waitakere,WORK
Otara South,Papakura Industrial,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Otara South,-36.96833434,174.87640961,Papakura Industrial,-37.07325298,174.96429562,14.0351177953387,Manukau,Franklin,WORK
Kahikatea,Cambridge Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Kahikatea,-37.80133598,175.25054092,Cambridge Central,-37.89316701,175.47159053,21.93140292745492,Hamilton,Waipa,WORK
Paraparaumu North,Plimmerton,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Paraparaumu North,-40.89457279999999,175.01141009,Plimmerton,-41.06768493,174.86039572,23.048438356799632,Kapiti Coast,Porirua,WORK
Tokorangi,Papaioea North,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Tokorangi,-40.12383342,175.549708,Papaioea North,-40.34721244,175.61892073,25.52399364791476,Manawatu,Palmerston North,WORK
Forrest Hill West,Henderson Lincoln East,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12,Forrest Hill West,-36.76895837,174.7451352,Henderson Lincoln East,-36.85590078,174.63407425,13.827997003812063,Waitakere,Waitakere,WORK
Raumati Beach East,Courtenay,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Raumati Beach East,-40.92186239,174.99270893,Courtenay,-41.29206034,174.78280365,44.7635010780081,Kapiti Coast,Wellington,WORK
Edendale-Woodlands,Kew (Invercargill City),-999,15,-999,-999,-999,-999,-999,-999,-999,-999,15,Edendale-Woodlands,-46.3334381,168.67007113,Kew (Invercargill City),-46.43342614,168.35379297,26.68656336565893,Southland,Invercargill,WORK
Warren Park,Arrowtown,-999,6,-999,-999,-999,-999,-999,6,-999,-999,12,Warren Park,-45.02264371,168.66173004,Arrowtown,-44.9457261,168.83841556,16.317190218349563,Queenstown-Lakes,Queenstown-Lakes,WORK
Takaro South,Pihauatua,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Takaro South,-40.35685753,175.59360268,Pihauatua,-40.45284951,175.60466791,10.714863062307083,Palmerston North,Palmerston North,WORK
Papatoetoe North,Drury,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Papatoetoe North,-36.97093119,174.8493612,Drury,-37.10606959,174.93669402,16.908251695337764,Manukau,Franklin,WORK
Blenheim Central,Upper Wairau ,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Blenheim Central,-41.51522392,173.96254647,Upper Wairau,-41.71793751,173.30406264,59.19881354749619,Marlborough,Marlborough,WORK
Allenton East,Bankside,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Allenton East,-43.89118299,171.75756446,Bankside,-43.65857485,172.03741575,34.26152958438888,Ashburton,Selwyn,WORK
Wainui-Waiwera,Warkworth East,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Wainui-Waiwera,-36.58514355,174.56341509,Warkworth East,-36.40528692,174.66791942,22.07334388751152,Rodney,Rodney,WORK
Matatoki-Puriri,Totora-Kopu,-999,27,-999,-999,-999,-999,-999,-999,-999,-999,33,Matatoki-Puriri,-37.23726446,175.66087396,Totora-Kopu,-37.16787966,175.56011763,11.796488925296114,Thames-Coromandel,Thames-Coromandel,WORK
Ranui Heights ,Thorndon,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,15,Ranui Heights,-41.15160958,174.85007214,Thorndon,-41.27246445,174.77422734,14.860781742302107,Porirua,Wellington,WORK
Saint Heliers North,Rosebank Peninsula,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12,Saint Heliers North,-36.85233733,174.86193821,Rosebank Peninsula,-36.88086056,174.67580445,16.859431203832493,Waitakere,Waitakere,WORK
Mangaoraka,Stratford Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Mangaoraka,-39.13469225,174.16388593,Stratford Central,-39.3375964,174.28910646,25.00697805590499,New Plymouth,Stratford,WORK
Glenholme North,Rotoiti-Rotoehu,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Glenholme North,-38.14741329,176.24606798,Rotoiti-Rotoehu,-38.05706156,176.45805764,21.0952077959302,Rotorua,Rotorua,WORK
Greenhithe West,Queen Street South West,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Greenhithe West,-36.77353411,174.67354745,Queen Street South West,-36.85433303,174.76134796,11.908454580214947,Waitakere,Waitakere,WORK
Silverstream (Waimakariri District),Christchurch Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Silverstream (Waimakariri District),-43.37879521,172.63724758,Christchurch Central,-43.53243368,172.63601635,17.08410746356154,Waimakariri,Christchurch,WORK
Herangi,Te Kuiti West,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Herangi,-38.45166436,174.80364536,Te Kuiti West,-38.33639894,175.16019027,33.61241498840221,Waitomo,Waitomo,WORK
Hedgehope,Oreti River,-999,24,-999,-999,-999,-999,-999,-999,-999,-999,30,Hedgehope,-46.12903119,168.56584014,Oreti River,-46.00268489,168.31789888,23.73364746893881,Southland,Southland,WORK
Maungakotukutuku,Pipitea-Kaiwharawhara,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,15,Maungakotukutuku,-40.93688543,175.04763194,Pipitea-Kaiwharawhara,-41.27624822,174.78772639,43.56774700467922,Kapiti Coast,Wellington,WORK
Glen Eden West,Botany Junction,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Glen Eden West,-36.91301994,174.62881821,Botany Junction,-36.95962843,174.89641804,24.341982867986825,Waitakere,Manukau,WORK
Ensors,Russley,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Ensors,-43.54795758,172.66831604,Russley,-43.49336565,172.55854726,10.732374096490695,Christchurch,Christchurch,WORK
Point Chevalier West,Mount Wellington Industrial,-999,12,9,-999,-999,-999,-999,-999,-999,-999,24,Point Chevalier West,-36.86564859,174.70246177,Mount Wellington Industrial,-36.92046064,174.85162182,14.59786657849075,Waitakere,Waitakere,WORK
Newmarket,North Harbour,-999,15,6,-999,-999,-999,-999,-999,-999,-999,27,Newmarket,-36.86853889,174.77706299,North Harbour,-36.74630474,174.71502975,14.670994051829727,Waitakere,Waitakere,WORK
Omihi,Amuri,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,15,Omihi,-42.98563474,172.94683521,Amuri,-42.64453066,172.95870738,37.94140301339182,Hurunui,Hurunui,WORK
Wiri East,Papakura Industrial,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Wiri East,-36.99903763,174.88709031,Papakura Industrial,-37.07325298,174.96429562,10.726778938184726,Franklin,Franklin,WORK
Chertsey,Ashburton North,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,18,Chertsey,-43.82506248,171.96646486,Ashburton North,-43.89179707,171.78945866,16.014838366458676,Ashburton,Ashburton,WORK
Playford Park,Ohau-Manakau,-999,12,6,12,-999,-999,-999,-999,-999,-999,30,Playford Park,-40.62888671,175.29037198,Ohau-Manakau,-40.69886257,175.20752463,10.458189339576682,Horowhenua,Horowhenua,WORK
Okura Bush,Penrose,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Okura Bush,-36.66711378,174.70992257,Penrose,-36.91999811,174.82258914,29.85551319199252,Rodney,Waitakere,WORK
Mount Cargill,Kaikorai-Bradford,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15,Mount Cargill,-45.78374853,170.56970937,Kaikorai-Bradford,-45.89632854,170.44876643,15.636007486096716,Dunedin,Dunedin,WORK
South Head,Newmarket,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,South Head,-36.59353204,174.31227374,Newmarket,-36.86853889,174.77706299,51.48560966729827,Rodney,Waitakere,WORK
Whangaparoa Central,Henderson Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Whangaparoa Central,-36.63661523,174.73358327,Henderson Central,-36.88968581,174.62928426,29.63427924093851,Rodney,Waitakere,WORK
Tuakau South,Papakura Central,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Tuakau South,-37.28146265,174.94066878,Papakura Central,-37.06542305,174.94281885,24.023262789494037,Franklin,Franklin,WORK
Karaka Creek,Papakura Industrial,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,12,Karaka Creek,-37.13436391,174.76437739,Papakura Industrial,-37.07325298,174.96429562,18.986928798566424,Franklin,Franklin,WORK
Waterloo East,Rongotai,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Waterloo East,-41.21794009,174.92916885,Rongotai,-41.33075256,174.80968821,16.032948134017175,Hutt city,Wellington,WORK
Pohangina-Apiti,Linton Camp,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Pohangina-Apiti,-40.07201708,175.91250803,Linton Camp,-40.40509247,175.58721079,46.1962560872637,Manawatu,Palmerston North,WORK
Ngapara,Oamaru Gardens,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,9,Ngapara,-45.06213909,170.69741781,Oamaru Gardens,-45.09820391,170.94539726,19.879184266257823,Waitaki,Waitaki,WORK
Miramar Central,Porirua Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Miramar Central,-41.31292943,174.81763576,Porirua Central,-41.14584359,174.82583047,18.591732232987553,Wellington,Porirua,WORK
Birkdale North,Onehunga-Te Papapa Industrial,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Birkdale North,-36.79368225,174.70092376,Onehunga-Te Papapa Industrial,-36.92606886,174.79489131,16.928976128723356,Waitakere,Waitakere,WORK
Waikawa (Marlborough District),Blenheim Central,-999,42,6,-999,-999,-999,-999,-999,-999,-999,48,Waikawa (Marlborough District),-41.26901239,174.03367332,Blenheim Central,-41.51522392,173.96254647,28.013032197311894,Marlborough,Marlborough,WORK
Prestonville-Grasmere,Edendale-Woodlands,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15,Prestonville-Grasmere,-46.38023874,168.34165711,Edendale-Woodlands,-46.3334381,168.67007113,25.73505348455216,Invercargill,Southland,WORK
Okura Bush,Grey Lynn East,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Okura Bush,-36.66711378,174.70992257,Grey Lynn East,-36.86181959,174.75208551,21.97365504736793,Rodney,Waitakere,WORK
Halkett,Lincoln West,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Halkett,-43.49237114,172.35028822,Lincoln West,-43.64345571,172.47791199,19.696692524746524,Selwyn,Selwyn,WORK
Clover Park North,Eden Terrace,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Clover Park North,-36.97956376,174.89311669,Eden Terrace,-36.86462613,174.75964083,17.439241919130787,Manukau,Waitakere,WORK
Dannemora South,Grafton,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,18,Dannemora South,-36.95210786,174.90970489,Grafton,-36.86013178,174.76828549,16.208198858057543,Manukau,Waitakere,WORK
Shotover Country,Outer Wakatipu,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,21,Shotover Country,-45.00679253,168.77572546,Outer Wakatipu,-44.83712994,168.71544041,19.45354612386762,Queenstown-Lakes,Queenstown-Lakes,WORK
Ellerslie South,Takapuna Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Ellerslie South,-36.90072215,174.8155531,Takapuna Central,-36.78202515,174.76947038,13.820910411387839,Waitakere,Waitakere,WORK
Puhoi Valley,Quay Street-Customs Street,-999,9,-999,-999,6,-999,-999,-999,-999,-999,15,Puhoi Valley,-36.46850912,174.62475233,Quay Street-Customs Street,-36.84601989,174.77646293,44.10479922061646,Rodney,Waitakere,WORK
Dixon Street,Gracefield,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Dixon Street,-41.29101921,174.77469531,Gracefield,-41.24017306,174.91075379,12.699818854876066,Wellington,Hutt city,WORK
Kauwhata,Tremaine,-999,48,27,-999,-999,-999,-999,-999,-999,-999,75,Kauwhata,-40.37673467,175.4759989,Tremaine,-40.33969042,175.59865691,11.179544416618835,Manawatu,Palmerston North,WORK
Sunkist Bay,Papakura Industrial,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Sunkist Bay,-36.88262674,174.99783159,Papakura Industrial,-37.07325298,174.96429562,21.404982295580307,Manukau,Franklin,WORK
Richmond South (Christchurch City),Christchurch Airport,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,24,Richmond South (Christchurch City),-43.52133921,172.65627083,Christchurch Airport,-43.48221523,172.54383636,10.057979135391113,Christchurch,Christchurch,WORK
Ranui North,Takapuna Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Ranui North,-36.86005874,174.60220592,Takapuna Central,-36.78202515,174.76947038,17.23258100395306,Waitakere,Waitakere,WORK
Unsworth Heights East,Auckland Airport,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Unsworth Heights East,-36.75603242,174.71977269,Auckland Airport,-36.9891029,174.77400859,26.361475186939497,Waitakere,Manukau,WORK
Glen Eden West,Otahuhu Central,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Glen Eden West,-36.91301994,174.62881821,Otahuhu Central,-36.94175556,174.83604598,18.69533272165258,Waitakere,Waitakere,WORK
Fruitvale,Ellerslie West,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,24,Fruitvale,-36.91445572,174.66474139,Ellerslie West,-36.89897117,174.80612464,12.688183567745789,Waitakere,Waitakere,WORK
Mangaoraka,Kawaroa,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Mangaoraka,-39.13469225,174.16388593,Kawaroa,-39.06419765,174.06571362,11.541757416539829,New Plymouth,New Plymouth,WORK
Weymouth East,Parnell West,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Weymouth East,-37.03734988,174.87760685,Parnell West,-36.85679261,174.77798053,21.942433906307073,Franklin,Waitakere,WORK
Whakarara,Riverview,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Whakarara,-35.0629133,173.84991312,Riverview,-35.20805962,173.9624342,19.109662065789575,Far North,Far North,WORK
Henderson Valley Park,Morningside (Auckland),-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Henderson Valley Park,-36.89225089999999,174.61713959,Morningside (Auckland),-36.87312613,174.73197443,10.432570396554588,Waitakere,Waitakere,WORK
West Harbour Clearwater Cove,Ellerslie West,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12,West Harbour Clearwater Cove,-36.81054038,174.63704103,Ellerslie West,-36.89897117,174.80612464,17.97247618328748,Waitakere,Waitakere,WORK
Glentunnel,Christchurch Central,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Glentunnel,-43.47318088,172.01364558,Christchurch Central,-43.53243368,172.63601635,50.62724156757097,Selwyn,Christchurch,WORK
Ardmore,Wiri West,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,21,Ardmore,-37.06183843,175.01147993,Wiri West,-37.00828264,174.8624367,14.508095347798395,Franklin,Franklin,WORK
Rawhiti ,Riccarton Central,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,18,Rawhiti,-43.50238558,172.71700742,Riccarton Central,-43.53057675,172.59907505,10.012924030584813,Christchurch,Christchurch,WORK
Maraetai,Manukau Central,-999,27,9,-999,-999,-999,-999,-999,-999,-999,36,Maraetai,-36.88774867,175.03797111,Manukau Central,-36.99138991,174.86947528,18.896096648403038,Manukau,Manukau,WORK
Moananui,Marotiri,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Moananui,-38.23905279,175.8629699,Marotiri,-38.51214377,175.78064218,31.202861971313748,South Waikato,Taupo,WORK
Brentwood (Upper Hutt City),Boulcott,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Brentwood (Upper Hutt City),-41.12890914,175.03679072,Boulcott,-41.19937004,174.92439872,12.243505752896404,Upper Hutt,Hutt city,WORK
Red Hill,Botany Junction,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,21,Red Hill,-37.06738541,174.97729374,Botany Junction,-36.95962843,174.89641804,13.969010884415082,Franklin,Manukau,WORK
Green Bay South,Victoria Park ,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12,Green Bay South,-36.93348489,174.67733798,Victoria Park,-36.84857807,174.75659124,11.781852692308764,Waitakere,Waitakere,WORK
Greenhithe West,Hobson Ridge North,-999,-999,-999,-999,12,-999,-999,-999,-999,-999,21,Greenhithe West,-36.77353411,174.67354745,Hobson Ridge North,-36.84707104,174.76276914,11.399703964111323,Waitakere,Waitakere,WORK
Lyall Bay,Petone Central,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12,Lyall Bay,-41.32710382,174.79417852,Petone Central,-41.22362356,174.86969444,13.123431417352029,Wellington,Hutt city,WORK
Half Moon Bay West,Newmarket,-999,24,6,-999,-999,-999,-999,-999,-999,-999,33,Half Moon Bay West,-36.88602382,174.89665015,Newmarket,-36.86853889,174.77706299,10.813184311213334,Manukau,Waitakere,WORK
Titahi Bay North,Gracefield,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Titahi Bay North,-41.0986598,174.84388615,Gracefield,-41.24017306,174.91075379,16.701345595966867,Porirua,Hutt city,WORK
Grey Lynn East,Henderson Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Grey Lynn East,-36.86181959,174.75208551,Henderson Central,-36.88968581,174.62928426,11.354052385896244,Waitakere,Waitakere,WORK
Lucknow,Onekawa West,-999,6,6,-999,-999,-999,-999,-999,-999,-999,15,Lucknow,-39.67069160000001,176.87014438,Onekawa West,-39.49700088,176.88218064,19.34105101572361,Hastings city,Hastings,WORK
Riverton,Wallacetown,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Riverton,-46.37009983,168.01257180000005,Wallacetown,-46.33578429,168.25553448,19.033365069402414,Southland,Southland,WORK
Kendallvale,Takanini Industrial,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,6,Kendallvale,-37.25314449,174.75072659999995,Takanini Industrial,-37.03359785,174.91535579,28.441149587265677,Franklin,Franklin,WORK
Pukekohe West,Grafton,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Pukekohe West,-37.20097025,174.88803986,Grafton,-36.86013178,174.76828549,39.36213455410347,Franklin,Waitakere,WORK
Massey South,Parnell West,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,21,Massey South,-36.84994988,174.61625895,Parnell West,-36.85679261,174.77798053,14.40930808420002,Waitakere,Waitakere,WORK
Rangiora South East,Lancaster Park,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Rangiora South East,-43.30889905,172.61033583,Lancaster Park,-43.5413884,172.6534567,26.085125951897968,Waimakariri,Christchurch,WORK
Hutt Central South,Upper Hutt Central,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Hutt Central South,-41.21349159,174.90936129,Upper Hutt Central,-41.12711172,175.07626489999996,16.953600960022758,Hutt city,Upper Hutt,WORK
Riverlea,Te Rapa North,-999,42,9,-999,-999,-999,-999,-999,-999,-999,54,Riverlea,-37.80516292,175.32490337,Te Rapa North,-37.73226423,175.22072362,12.229538001844844,Hamilton,Hamilton,WORK
Karaka Creek,East Tamaki,-999,18,12,-999,-999,-999,-999,-999,-999,-999,33,Karaka Creek,-37.13436391,174.76437739,East Tamaki,-36.93823242,174.88712871,24.379075320008806,Franklin,Manukau,WORK
Campbells Bay,Ellerslie West,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Campbells Bay,-36.74954905,174.75627345,Ellerslie West,-36.89897117,174.80612464,17.197278687720882,Waitakere,Waitakere,WORK
Henderson Lincoln West,Ellerslie West,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Henderson Lincoln West,-36.85979867,174.62411351,Ellerslie West,-36.89897117,174.80612464,16.764700459309765,Waitakere,Waitakere,WORK
Remuera Waiata,Wairau Valley ,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Remuera Waiata,-36.87744319,174.80437822,Wairau Valley,-36.77355541,174.73453173,13.118436687976313,Waitakere,Waitakere,WORK
Boulcott,Vivian West,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Boulcott,-41.19937004,174.92439872,Vivian West,-41.2946931,174.77283972,16.519771684333712,Hutt city,Wellington,WORK
Cromwell West,Clyde,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,15,Cromwell West,-45.06411975,169.17047641,Clyde,-45.19247012,169.32445482,18.697743616204246,Central Otago,Central Otago,WORK
Paremoremo West,Silverdale Central (Auckland),-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Paremoremo West,-36.75507226,174.61584322,Silverdale Central (Auckland),-36.62402013,174.67493059999995,15.495499690070613,Rodney,Rodney,WORK
Raglan,Hamilton East Village,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Raglan,-37.81138720000001,174.8538483,Hamilton East Village,-37.79028168,175.29324653,38.67686186355802,Waikato,Hamilton,WORK
Rolleston South East,Christchurch Central-South,-999,24,12,-999,-999,-999,-999,-999,-999,-999,36,Rolleston South East,-43.61058176,172.40183653,Christchurch Central-South,-43.53815861,172.64240289,20.986268530355662,Selwyn,Christchurch,WORK
Eden Valley,Otahuhu Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Eden Valley,-36.87455582,174.75258367,Otahuhu Central,-36.94175556,174.83604598,10.531016562078925,Waitakere,Waitakere,WORK
Army Bay,Red Beach West,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Army Bay,-36.60509803,174.82325733,Red Beach West,-36.61127031,174.69545963,11.427819235587654,Rodney,Rodney,WORK
Snells Beach,Henderson Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Snells Beach,-36.42024184,174.72518871,Henderson Central,-36.88968581,174.62928426,52.89620423264203,Rodney,Waitakere,WORK
Papatoetoe South West,Newmarket,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Papatoetoe South West,-36.98945511,174.84681066,Newmarket,-36.86853889,174.77706299,14.805779809042239,Franklin,Waitakere,WORK
Glenavon,Takapuna West,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Glenavon,-36.90919425,174.70324553,Takapuna West,-36.78910918,174.76117008,14.31305927379608,Waitakere,Waitakere,WORK
Hatfields Beach,East Tamaki,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Hatfields Beach,-36.57001949,174.68935557,East Tamaki,-36.93823242,174.88712871,44.57369643512718,Rodney,Manukau,WORK
Earnscleugh,Cromwell West,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,12,Earnscleugh,-45.2810906,169.25086935,Cromwell West,-45.06411975,169.17047641,24.935540139535338,Central Otago,Central Otago,WORK
Massey Road West,Queen Street South West,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Massey Road West,-36.96532836,174.82444816,Queen Street South West,-36.85433303,174.76134796,13.557367277782149,Manukau,Waitakere,WORK
Totara Vale North,Freemans Bay,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Totara Vale North,-36.75965827,174.73009473,Freemans Bay,-36.85220128,174.7504171,10.448164433511193,Waitakere,Waitakere,WORK
Paekakariki,Hutt Central North,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Paekakariki,-40.97186832,174.96895136,Hutt Central North,-41.20872236,174.90664869,26.849531151508433,Kapiti Coast,Hutt city,WORK
Halkett,Addington North,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Halkett,-43.49237114,172.35028822,Addington North,-43.54120365,172.61768966,22.235237549872267,Selwyn,Christchurch,WORK
Bishopdale West,Woolston South,-999,6,6,-999,-999,-999,-999,-999,-999,-999,15,Bishopdale West,-43.48933117,172.57900137,Woolston South,-43.56123026,172.68421207,11.656339163060512,Christchurch,Christchurch,WORK
Mowhanau,Gonville South,-999,33,-999,-999,-999,-999,-999,-999,-999,-999,39,Mowhanau,-39.84344675,174.90288293,Gonville South,-39.94790734,175.03400175,16.125789722143242,Wanganui,Wanganui,WORK
Campbells Bay,Wynyard-Viaduct,-999,15,-999,-999,21,-999,-999,-999,-999,-999,39,Campbells Bay,-36.74954905,174.75627345,Wynyard-Viaduct,-36.8433094,174.75788827,10.426666705142944,Waitakere,Waitakere,WORK
Brighton,Dunedin Central,-999,108,18,9,9,-999,-999,-999,-999,-999,144,Brighton,-45.93395134,170.37425787,Dunedin Central,-45.87712471,170.50291221,11.79068838446588,Dunedin,Dunedin,WORK
Dunstan-Galloway,Earnscleugh,-999,21,-999,-999,-999,-999,-999,-999,-999,-999,30,Dunstan-Galloway,-45.19905383,169.43943086,Earnscleugh,-45.2810906,169.25086935,17.35451661206565,Central Otago,Central Otago,WORK
Botany South,Quay Street-Customs Street,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,15,Botany South,-36.9385812,174.91414624,Quay Street-Customs Street,-36.84601989,174.77646293,15.995363917188687,Manukau,Waitakere,WORK
Blockhouse Bay South,Middlemore,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Blockhouse Bay South,-36.92531189,174.6983916,Middlemore,-36.96044494,174.84306701,13.437826173478225,Waitakere,Manukau,WORK
Te Kawa,Sherwin Park,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Te Kawa,-38.12026201,175.25944879,Sherwin Park,-38.01763951,175.33600784,13.233672312812221,Otorohanga,Waipa,WORK
Te Atatu Peninsula Central,Symonds Street North West,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Te Atatu Peninsula Central,-36.83605713,174.65174006,Symonds Street North West,-36.85498533,174.76593774,10.37747869167699,Waitakere,Waitakere,WORK
Southbrook,Christchurch Airport,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12,Southbrook,-43.32718073,172.59765801,Christchurch Airport,-43.48221523,172.54383636,17.778914914850308,Waimakariri,Christchurch,WORK
Mangere Central,Mount Eden North East,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Mangere Central,-36.97101355,174.79882139,Mount Eden North East,-36.86913097,174.76555025,11.708561119609001,Manukau,Waitakere,WORK
Puketotara,Kaikohe,-999,24,6,-999,-999,-999,-999,-999,-999,-999,30,Puketotara,-35.25176279999999,173.90330753,Kaikohe,-35.40792422,173.79767516,19.83299608455143,Far North,Far North,WORK
Pokeno,Botany Junction,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,18,Pokeno,-37.24416888,175.02021530000005,Botany Junction,-36.95962843,174.89641804,33.49017952935464,Franklin,Manukau,WORK
Birkenhead North,Otahuhu Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Birkenhead North,-36.80733528,174.72689987,Otahuhu Central,-36.94175556,174.83604598,17.82316720770502,Waitakere,Waitakere,WORK
