SA2_name_usual_residence_address,SA2_name_workplace_address,Work_at_home,Drive_a_private_car_truck_or_van,Drive_a_company_car_truck_or_van,Passenger_in_a_car_truck_van_or_company_bus,Public_bus,Train,Bicycle,Walk_or_jog,Ferry,Other,Total,departure_SA22018_V1_NAME,departure_LATITUDE,departure_LONGITUDE,destination_SA22018_V1_NAME,destination_LATITUDE,destination_LONGITUDE,HAVERSINE_DISTANCE,DEPARTURE_NAME_2,DESTINATION_NAME_2,TYPE
Pacific View,Te Puke West,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,18,Pacific View,-37.69041269,176.25492252,Te Puke West,-37.7881496,176.3108254,11.927888367746663,Western Bay of Plenty,Western Bay of Plenty,WORK
Mangere Mountain View,Grafton,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,21,Mangere Mountain View,-36.95251573,174.78585990000005,Grafton,-36.86013178,174.76828549,10.390793090469812,Manukau,Waitakere,WORK
Hillpark South,Quay Street-Customs Street,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,12,Hillpark South,-37.01717082,174.90042465,Quay Street-Customs Street,-36.84601989,174.77646293,21.99054886845903,Franklin,Waitakere,WORK
Waima Forest,Paihia,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Waima Forest,-35.48716638,173.62952632,Paihia,-35.28609895,174.09311792,47.60298319998061,Far North,Far North,WORK
Rowandale West,East Tamaki,-999,66,6,-999,-999,-999,-999,-999,-999,-999,75,Rowandale West,-37.02855927,174.8721658,East Tamaki,-36.93823242,174.88712871,10.13143986789793,Franklin,Manukau,WORK
Henderson Lincoln South,Karangahape,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Henderson Lincoln South,-36.86722468,174.62367505,Karangahape,-36.85896498,174.75639764,11.8431792347541,Waitakere,Waitakere,WORK
Allandale,Kawerau Industrial,-999,21,-999,-999,-999,-999,-999,-999,-999,-999,24,Allandale,-37.96801926,176.98635382,Kawerau Industrial,-38.07123027,176.72175918,25.863963229701024,Whakatane,Whakatane,WORK
Titahi Bay North,Rongotai,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Titahi Bay North,-41.0986598,174.84388615,Rongotai,-41.33075256,174.80968821,25.96558327095526,Porirua,Wellington,WORK
Omokoroa,Mount Maunganui Central,-999,36,21,-999,-999,-999,-999,-999,-999,-999,60,Omokoroa,-37.64305079,176.03430624,Mount Maunganui Central,-37.66423891,176.19448097,14.296452929056473,Western Bay of Plenty,Western Bay of Plenty,WORK
Waihou-Manawaru,Waharoa-Peria,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Waihou-Manawaru,-37.59772787,175.76835054,Waharoa-Peria,-37.78764074,175.7349705,21.32061708608923,Matamata-Piako,Matamata-Piako,WORK
McLaren Park,Symonds Street West,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,McLaren Park,-36.89892389,174.62097855,Symonds Street West,-36.8567668,174.76333185,13.501726158388882,Waitakere,Waitakere,WORK
Glendene North,Wiri West,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Glendene North,-36.89209039,174.64903698,Wiri West,-37.00828264,174.8624367,22.946213410510836,Waitakere,Franklin,WORK
Inglewood,Merrilands,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Inglewood,-39.15653753,174.20152057,Merrilands,-39.06454623,174.10205958,13.351887873428767,New Plymouth,New Plymouth,WORK
Papakura East,Auckland Airport,-999,69,-999,-999,-999,-999,-999,-999,-999,6,81,Papakura East,-37.05846123,174.97920854,Auckland Airport,-36.9891029,174.77400859,19.782199241910302,Franklin,Manukau,WORK
Merrilands,Inglewood,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12,Merrilands,-39.06454623,174.10205958,Inglewood,-39.15653753,174.20152057,13.351887873428767,New Plymouth,New Plymouth,WORK
Farm Cove,Victoria Park ,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Farm Cove,-36.89546599,174.88380665,Victoria Park,-36.84857807,174.75659124,12.459541449544338,Manukau,Waitakere,WORK
The Gardens (Auckland),Pukekohe Central,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12,The Gardens (Auckland),-37.00156996,174.91303846,Pukekohe Central,-37.20891954,174.91332549999996,23.05623538954823,Franklin,Franklin,WORK
Puni,East Tamaki,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,9,Puni,-37.21369487,174.847442,East Tamaki,-36.93823242,174.88712871,30.831715472958866,Franklin,Manukau,WORK
Pakuranga Heights South West,Karangahape,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Pakuranga Heights South West,-36.9198535,174.88678719,Karangahape,-36.85896498,174.75639764,13.427802383623495,Manukau,Waitakere,WORK
Broad Bay-Portobello,Maori Hill,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Broad Bay-Portobello,-45.84455049,170.63829798,Maori Hill,-45.85777797,170.50064652,10.76208602346022,Dunedin,Dunedin,WORK
Kaiapoi North West,Lancaster Park,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Kaiapoi North West,-43.37053744,172.65771293,Lancaster Park,-43.5413884,172.6534567,19.000866014671875,Waimakariri,Christchurch,WORK
Sunnyvale East,Eden Valley,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Sunnyvale East,-36.89955638,174.64253379,Eden Valley,-36.87455582,174.75258367,10.174529853017829,Waitakere,Waitakere,WORK
Lake Ngaroto,Te Awamutu Central,-999,27,-999,-999,-999,-999,-999,-999,-999,-999,33,Lake Ngaroto,-37.93011525,175.24270782,Te Awamutu Central,-38.0102104,175.32638804,11.538032971142929,Waipa,Waipa,WORK
Kumeu-Huapai,Shortland Street,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,15,Kumeu-Huapai,-36.76998293,174.54286666,Shortland Street,-36.84736853,174.76823915,21.831603887742315,Rodney,Waitakere,WORK
Silverstream (Waimakariri District),Tower Junction,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Silverstream (Waimakariri District),-43.37879521,172.63724758,Tower Junction,-43.53882448,172.60794226,17.950958745220404,Waimakariri,Christchurch,WORK
Kaurilands,Victoria Park ,-999,21,-999,-999,-999,-999,-999,-999,-999,-999,27,Kaurilands,-36.92947622,174.65583671,Victoria Park,-36.84857807,174.75659124,12.696784470224113,Waitakere,Waitakere,WORK
Saint Heliers North,Onehunga-Te Papapa Industrial,-999,9,9,-999,-999,-999,-999,-999,-999,-999,21,Saint Heliers North,-36.85233733,174.86193821,Onehunga-Te Papapa Industrial,-36.92606886,174.79489131,10.137579118343783,Waitakere,Waitakere,WORK
Ranui South West,St Lukes,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Ranui South West,-36.87146189,174.59392367,St Lukes,-36.88180554,174.73133048,12.27607200033851,Waitakere,Waitakere,WORK
Algies Bay-Scotts Landing,Warkworth West,-999,39,-999,-999,-999,-999,-999,-999,-999,-999,39,Algies Bay-Scotts Landing,-36.45696537,174.74610372,Warkworth West,-36.38893228,174.65160073,11.345668003867269,Rodney,Rodney,WORK
Totara Vale South,Onehunga-Te Papapa Industrial,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Totara Vale South,-36.76583308,174.72573604,Onehunga-Te Papapa Industrial,-36.92606886,174.79489131,18.85014335870789,Waitakere,Waitakere,WORK
Lake Ngaroto,Te Rapa South,-999,12,6,-999,-999,-999,-999,-999,-999,-999,15,Lake Ngaroto,-37.93011525,175.24270782,Te Rapa South,-37.76141322,175.24114614,18.759311035667576,Waipa,Hamilton,WORK
Birchville-Brown Owl,Thorndon,-999,12,-999,-999,-999,18,-999,-999,-999,-999,36,Birchville-Brown Owl,-41.08596013,175.11315290000005,Thorndon,-41.27246445,174.77422734,35.13765788089391,Upper Hutt,Wellington,WORK
Remuera South,North Harbour,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,18,Remuera South,-36.88443518,174.79526521,North Harbour,-36.74630474,174.71502975,16.93891098269073,Waitakere,Waitakere,WORK
Flaxmere West,Karanema-St Hill,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Flaxmere West,-39.61622285,176.77323386,Karanema-St Hill,-39.66451096,176.88627126,11.068643847428596,Hastings city,Hastings city,WORK
Red Beach East,Ellerslie West,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Red Beach East,-36.60592118,174.70488989,Ellerslie West,-36.89897117,174.80612464,33.810835202022055,Rodney,Waitakere,WORK
Ngongotaha Valley,Tui Ridge,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Ngongotaha Valley,-38.14347351,176.15742503,Tui Ridge,-38.01697507,176.12931898,14.279484887312709,Rotorua,Rotorua,WORK
Allenton South,Ashburton Forks,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Allenton South,-43.89054116,171.73232663,Ashburton Forks,-43.78492258,171.43181981,26.811288559031983,Ashburton,Ashburton,WORK
Tamahere North,Te Rapa North,-999,39,18,-999,-999,-999,-999,-999,-999,-999,54,Tamahere North,-37.8125973,175.35271026,Te Rapa North,-37.73226423,175.22072362,14.641419675805821,Waikato,Hamilton,WORK
Kahutara,Featherston,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15,Kahutara,-41.33273164,175.08046255,Featherston,-41.11610965,175.32429671,31.56036798879817,South Wairarapa,South Wairarapa,WORK
Gleniti South,Pleasant Point,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Gleniti South,-44.3836929,171.19636587,Pleasant Point,-44.25662164,171.1360097,14.923235794316726,Timaru,Timaru,WORK
Rotoiti-Rotoehu,Tarawera Park,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12,Rotoiti-Rotoehu,-38.05706156,176.45805764,Tarawera Park,-38.09034331,176.70935902,22.3067010363569,Rotorua,Whakatane,WORK
Glendene North,Otahuhu Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Glendene North,-36.89209039,174.64903698,Otahuhu Central,-36.94175556,174.83604598,17.518537690692092,Waitakere,Waitakere,WORK
Saint Johns West,Rosebank Peninsula,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Saint Johns West,-36.88206283,174.83365741,Rosebank Peninsula,-36.88086056,174.67580445,14.040467647766596,Waitakere,Waitakere,WORK
Summerland North,Parnell West,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Summerland North,-36.87595448,174.61345826,Parnell West,-36.85679261,174.77798053,14.790187736784013,Waitakere,Waitakere,WORK
Lincoln West,Tower Junction,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,21,Lincoln West,-43.64345571,172.47791199,Tower Junction,-43.53882448,172.60794226,15.653308791053366,Selwyn,Christchurch,WORK
Sherwood Rise,Maungatapere,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Sherwood Rise,-35.7486834,174.3618074,Maungatapere,-35.76206371,174.15473729,18.74448428658873,Whangarei,Whangarei,WORK
Waitoki,Wynyard-Viaduct,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,12,Waitoki,-36.63734759,174.58423463,Wynyard-Viaduct,-36.8433094,174.75788827,27.639311287242503,Rodney,Waitakere,WORK
Waitakere Ranges North,Auckland-University,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Waitakere Ranges North,-36.89876888,174.50001,Auckland-University,-36.85143057,174.76906469,24.504405401549594,Waitakere,Waitakere,WORK
Otahuhu South West,Queen Street,-999,6,-999,-999,-999,6,-999,-999,-999,-999,18,Otahuhu South West,-36.95216719,174.84005503,Queen Street,-36.84774104,174.76524972,13.381944914964038,Waitakere,Waitakere,WORK
Mount Roskill North,Manukau Central,-999,24,-999,-999,-999,-999,-999,-999,-999,-999,27,Mount Roskill North,-36.90053933,174.7442134,Manukau Central,-36.99138991,174.86947528,15.032205181319108,Waitakere,Manukau,WORK
Te Kuru,Quay Street-Customs Street,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,15,Te Kuru,-36.60344402,174.48396116,Quay Street-Customs Street,-36.84601989,174.77646293,37.51199994203978,Rodney,Waitakere,WORK
Kaponga-Mangatoki,Manaia-Kapuni,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Kaponga-Mangatoki,-39.43452513,174.22980453,Manaia-Kapuni,-39.51778061,174.12379578,12.980373503140187,South Taranaki,South Taranaki,WORK
Waikuku,Christchurch Central,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12,Waikuku,-43.29270375,172.66440938,Christchurch Central,-43.53243368,172.63601635,26.755228500710658,Waimakariri,Christchurch,WORK
Granfield Reserve,Maungatapere,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Granfield Reserve,-35.69015065,174.29505823,Maungatapere,-35.76206371,174.15473729,14.979615455723549,Whangarei,Whangarei,WORK
Oaklands West,Rolleston Izone,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12,Oaklands West,-43.56943685,172.54947090000005,Rolleston Izone,-43.58400200000001,172.37100014,14.467714659231415,Christchurch,Selwyn,WORK
Hokianga South,Waipoua Forest,-999,24,-999,-999,-999,-999,-999,-999,-999,-999,27,Hokianga South,-35.46801387,173.48438703,Waipoua Forest,-35.58128435,173.51134902,12.829271287314038,Far North,Far North,WORK
Mount Wellington South West,Shortland Street,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Mount Wellington South West,-36.93113094,174.8459642,Shortland Street,-36.84736853,174.76823915,11.598722281906195,Waitakere,Waitakere,WORK
Kaitake,Welbourn,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Kaitake,-39.19318761,173.94218883,Welbourn,-39.08571024,174.09311599999995,17.670770028439392,New Plymouth,New Plymouth,WORK
Glendene North,Queen Street South West,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,12,Glendene North,-36.89209039,174.64903698,Queen Street South West,-36.85433303,174.76134796,10.836640236728975,Waitakere,Waitakere,WORK
Swannanoa-Eyreton,Tower Junction,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Swannanoa-Eyreton,-43.41513779,172.51062005,Tower Junction,-43.53882448,172.60794226,15.837315345597252,Waimakariri,Christchurch,WORK
Vipond,Wiri West,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,12,Vipond,-36.61796366,174.7180399,Wiri West,-37.00828264,174.8624367,45.26505949520129,Rodney,Franklin,WORK
Mount Wellington Ferndale,Takapuna West,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12,Mount Wellington Ferndale,-36.90212113,174.83177929,Takapuna West,-36.78910918,174.76117008,14.049578586802573,Waitakere,Waitakere,WORK
Totara Vale South,Grafton,-999,9,-999,-999,9,-999,-999,-999,-999,-999,18,Totara Vale South,-36.76583308,174.72573604,Grafton,-36.86013178,174.76828549,11.148732809175934,Waitakere,Waitakere,WORK
Red Beach East,Whenuapai,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Red Beach East,-36.60592118,174.70488989,Whenuapai,-36.79162758,174.62143068,21.949295913670632,Rodney,Waitakere,WORK
Takanini South,Ellerslie West,-999,27,-999,-999,-999,9,-999,-999,-999,-999,42,Takanini South,-37.04157360000001,174.93888309,Ellerslie West,-36.89897117,174.80612464,19.761955476455814,Franklin,Waitakere,WORK
Welbourn,Tikorangi,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,15,Welbourn,-39.08571024,174.09311599999995,Tikorangi,-39.04099797,174.34313238,22.150889411303115,New Plymouth,New Plymouth,WORK
Cloverlea (Palmerston North City),Feilding Central,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Cloverlea (Palmerston North City),-40.34514220000001,175.58518807,Feilding Central,-40.23865803,175.58114321,11.845468379883116,Palmerston North,Manawatu,WORK
Takanini South East,Queen Street,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Takanini South East,-37.04902013,174.94514981,Queen Street,-36.84774104,174.76524972,27.504424232027446,Franklin,Waitakere,WORK
Te Atatu Peninsula North West,Karangahape,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Te Atatu Peninsula North West,-36.82655522,174.64883254,Karangahape,-36.85896498,174.75639764,10.22788554775273,Waitakere,Waitakere,WORK
Arundel,Rangitata,-999,18,9,-999,-999,-999,-999,-999,-999,-999,27,Arundel,-44.06044997,171.05797729,Rangitata,-44.11035618,171.32575726,22.09621845747245,Timaru,Timaru,WORK
Kimbolton West,Ohakea-Sanson,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15,Kimbolton West,-40.21815279,175.57020381,Ohakea-Sanson,-40.21459412,175.39491461,14.889015438534855,Manawatu,Manawatu,WORK
Mapara,Tokoroa Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Mapara,-38.65445471,175.97695924,Tokoroa Central,-38.2230221,175.8734232,48.81327246308609,Taupo,South Waikato,WORK
Lower Aramoho,Upper Whanganui,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Lower Aramoho,-39.90451924,175.05309598,Upper Whanganui,-39.70091534,175.16952733,24.728211820776682,Wanganui,Wanganui,WORK
Trentham North,Newlands South,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Trentham North,-41.1328255,175.04564394,Newlands South,-41.23454859,174.82124819,21.922120165414402,Upper Hutt,Wellington,WORK
Swanson,Ellerslie West,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Swanson,-36.86489607,174.58462975,Ellerslie West,-36.89897117,174.80612464,20.061239039946027,Waitakere,Waitakere,WORK
Browns Bay South West,Queen Street South West,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Browns Bay South West,-36.72178932,174.72994649,Queen Street South West,-36.85433303,174.76134796,15.001122588884135,Waitakere,Waitakere,WORK
Birchville-Brown Owl,Courtenay,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Birchville-Brown Owl,-41.08596013,175.11315290000005,Courtenay,-41.29206034,174.78280365,35.9074700928828,Upper Hutt,Wellington,WORK
Huntly East,Taupiri-Lake Kainui,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Huntly East,-37.55408564,175.16553246,Taupiri-Lake Kainui,-37.65858387,175.18844215,11.793628998337097,Waikato,Waikato,WORK
Birkenhead West,Penrose,-999,21,12,-999,-999,-999,-999,-999,-999,-999,36,Birkenhead West,-36.80638223,174.71287204,Penrose,-36.91999811,174.82258914,15.964947766959856,Waitakere,Waitakere,WORK
Levels Valley,Fairlie,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Levels Valley,-44.27189292,171.01446242,Fairlie,-44.09701087,170.82535345,24.60744989216269,Timaru,Mackenzie,WORK
Bayview West,East Tamaki,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Bayview West,-36.77591921,174.70462204,East Tamaki,-36.93823242,174.88712871,24.27776329564306,Waitakere,Manukau,WORK
Mount Victoria,Boulcott,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Mount Victoria,-41.29882878,174.78763827,Boulcott,-41.19937004,174.92439872,15.906967662024512,Wellington,Hutt city,WORK
Travis Wetlands,Sumner,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Travis Wetlands,-43.48560388,172.68870014,Sumner,-43.57493364,172.7635625,11.622762902562961,Christchurch,Christchurch,WORK
McLaren Park,Whenuapai,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,McLaren Park,-36.89892389,174.62097855,Whenuapai,-36.79162758,174.62143068,11.930873154874153,Waitakere,Waitakere,WORK
Upper Hurunui,Balcairn,-999,9,6,-999,-999,-999,-999,-999,-999,-999,15,Upper Hurunui,-42.93387941,172.54733326,Balcairn,-43.13161687,172.78405755,29.2173505075655,Hurunui,Hurunui,WORK
Birkdale North,Henderson Central,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12,Birkdale North,-36.79368225,174.70092376,Henderson Central,-36.88968581,174.62928426,12.433823748349914,Waitakere,Waitakere,WORK
Helensville Rural,Henderson Central,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12,Helensville Rural,-36.64952348,174.4986995,Henderson Central,-36.88968581,174.62928426,29.127990950610148,Rodney,Waitakere,WORK
Baverstock,Wynyard-Viaduct,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,21,Baverstock,-36.95525862,174.91670173,Wynyard-Viaduct,-36.8433094,174.75788827,18.82516894126127,Manukau,Waitakere,WORK
Rooseville Park,Penrose,-999,18,6,-999,-999,-999,-999,-999,-999,-999,27,Rooseville Park,-37.19697684,174.91307633,Penrose,-36.91999811,174.82258914,31.82809205287702,Franklin,Waitakere,WORK
Epsom Central-North,Auckland Airport,-999,39,-999,-999,-999,-999,-999,-999,-999,-999,45,Epsom Central-North,-36.88779009,174.76992615,Auckland Airport,-36.9891029,174.77400859,11.271311876369154,Waitakere,Manukau,WORK
Kilbirnie Central,Hutt Central North,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,Kilbirnie Central,-41.31694317,174.79267899,Hutt Central North,-41.20872236,174.90664869,15.347762347807754,Wellington,Hutt city,WORK
Pokeno,Takanini Industrial,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,Pokeno,-37.24416888,175.02021530000005,Takanini Industrial,-37.03359785,174.91535579,25.19188354202293,Franklin,Franklin,WORK
Remuera South,Henderson Lincoln East,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Remuera South,-36.88443518,174.79526521,Henderson Lincoln East,-36.85590078,174.63407425,14.685691146303586,Waitakere,Waitakere,WORK
Inangahua,Greymouth Central,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12,Inangahua,-42.17196452,171.99565878,Greymouth Central,-42.45704831,171.19924986,72.75295959245419,Buller,Grey,WORK
Huntington Park,North Harbour,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Huntington Park,-36.93387117,174.90699061,North Harbour,-36.74630474,174.71502975,26.95940318723564,Manukau,Waitakere,WORK
Swanson Rural,North Harbour,-999,24,9,-999,-999,-999,-999,-999,-999,-999,30,Swanson Rural,-36.881095,174.57106823,North Harbour,-36.74630474,174.71502975,19.72005349108235,Waitakere,Waitakere,WORK
Athenree,Paeroa,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,Athenree,-37.44455774,175.95917327,Paeroa,-37.37535256,175.67393688,26.342025705547933,Western Bay of Plenty,Hauraki,WORK
Aotea,Johnsonville Central,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,15,Aotea,-41.128257700000006,174.85723027,Johnsonville Central,-41.22372125,174.80743127,11.404004721927702,Porirua,Wellington,WORK
Birchville-Brown Owl,Gracefield,-999,27,15,-999,-999,-999,-999,-999,-999,-999,42,Birchville-Brown Owl,-41.08596013,175.11315290000005,Gracefield,-41.24017306,174.91075379,24.106334710917462,Upper Hutt,Hutt city,WORK
Kaponga-Mangatoki,King Edward Park,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Kaponga-Mangatoki,-39.43452513,174.22980453,King Edward Park,-39.58215942,174.27683195,16.904682362499784,South Taranaki,South Taranaki,WORK
Browns Bay South West,Freemans Bay,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,9,Browns Bay South West,-36.72178932,174.72994649,Freemans Bay,-36.85220128,174.7504171,14.61528205763556,Waitakere,Waitakere,WORK
Te Kuiti East,Aria,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12,Te Kuiti East,-38.33422954,175.1750142,Aria,-38.542289200000006,175.02022119,26.776831276629117,Waitomo,Waitomo,WORK
Helensville,Henderson Lincoln East,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,24,Helensville,-36.67496915,174.45425272,Henderson Lincoln East,-36.85590078,174.63407425,25.71649716487072,Rodney,Waitakere,WORK
Upper Clutha Valley,Cromwell West,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Upper Clutha Valley,-44.68728145,169.2943196,Cromwell West,-45.06411975,169.17047641,43.02379201403564,Queenstown-Lakes,Central Otago,WORK
Swanson Rural,Onehunga-Te Papapa Industrial,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12,Swanson Rural,-36.881095,174.57106823,Onehunga-Te Papapa Industrial,-36.92606886,174.79489131,20.520295030653273,Waitakere,Waitakere,WORK
Hillcrest West (Hamilton City),Hautapu,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,Hillcrest West (Hamilton City),-37.79546663,175.31326581,Hautapu,-37.87894521,175.44370869,14.743879993154357,Hamilton,Waipa,WORK
Stanmore Bay East,Freemans Bay,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Stanmore Bay East,-36.6293262,174.74176363,Freemans Bay,-36.85220128,174.7504171,24.794570741911112,Rodney,Waitakere,WORK
Papatoetoe East,Ellerslie West,-999,21,-999,-999,-999,-999,-999,-999,-999,-999,27,Papatoetoe East,-36.97237736,174.87353637,Ellerslie West,-36.89897117,174.80612464,10.125356545047962,Manukau,Waitakere,WORK
Temuka East,Arundel,-999,21,-999,-999,-999,-999,-999,-999,-999,-999,24,Temuka East,-44.24725922,171.29783677,Arundel,-44.06044997,171.05797729,28.242937514693214,Timaru,Timaru,WORK
Kaiapoi Central,Christchurch Airport,-999,21,-999,-999,-999,-999,-999,-999,-999,-999,24,Kaiapoi Central,-43.38654697,172.65446965,Christchurch Airport,-43.48221523,172.54383636,13.89116098061492,Waimakariri,Christchurch,WORK
Te Puke West,Baypark-Kairua,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,Te Puke West,-37.7881496,176.3108254,Baypark-Kairua,-37.70754878,176.24959109,10.455200280228544,Western Bay of Plenty,Western Bay of Plenty,WORK
Onehunga-Te Papapa Industrial,Wiri West,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,Onehunga-Te Papapa Industrial,-36.92606886,174.79489131,Wiri West,-37.00828264,174.8624367,10.935379244860528,Waitakere,Franklin,WORK
