SA2_name_usual_residence_address,SA2_name_educational_address,COMMUTE_TYPE,COUNT,TYPE,departure_SA22018_V1_NAME,departure_LATITUDE,departure_LONGITUDE,destination_SA22018_V1_NAME,destination_LATITUDE,destination_LONGITUDE,HAVERSINE_DISTANCE,DEPARTURE_NAME_2,DESTINATION_NAME_2
St Albans West,Christchurch Central-South,PUBLIC_BUS,9,EDUCATION,St Albans West,-43.51530568,172.62868317,Christchurch Central-South,-43.53815861,172.64240289,2.7714310530604362,Christchurch,Christchurch
Pinehaven,Trentham North,PUBLIC_BUS,12,EDUCATION,Pinehaven,-41.16844867,175.01768274,Trentham North,-41.1328255,175.04564394,4.6012308158632385,Upper Hutt,Upper Hutt
Kingsland,Queen Street,PUBLIC_BUS,9,EDUCATION,Kingsland,-36.87030191,174.74585155,Queen Street,-36.84774104,174.76524972,3.04496779490025,Waitakere,Waitakere
Raglan,Hamilton East Village,PUBLIC_BUS,6,EDUCATION,Raglan,-37.81138720000001,174.8538483,Hamilton East Village,-37.79028168,175.29324653,38.67686186355802,Waikato,Hamilton
The Strand,Auckland-University,PUBLIC_BUS,21,EDUCATION,The Strand,-36.85025882,174.77451266,Auckland-University,-36.85143057,174.76906469,0.5019550525121421,Waitakere,Waitakere
Mission Heights North,Botany South,PUBLIC_BUS,18,EDUCATION,Mission Heights North,-36.95819159,174.93091114,Botany South,-36.9385812,174.91414624,2.6409139651767854,Manukau,Manukau
Onslow,Thorndon,PUBLIC_BUS,30,EDUCATION,Onslow,-41.24952131,174.80282147,Thorndon,-41.27246445,174.77422734,3.495847079353206,Wellington,Wellington
Lynfield South,Auckland-University,PUBLIC_BUS,138,EDUCATION,Lynfield South,-36.93014096,174.72013007,Auckland-University,-36.85143057,174.76906469,9.774425411976594,Waitakere,Waitakere
Ponsonby East,Auckland-University,PUBLIC_BUS,48,EDUCATION,Ponsonby East,-36.85137951,174.74159318,Auckland-University,-36.85143057,174.76906469,2.4443520433172594,Waitakere,Waitakere
Leabank,Otara Central,PUBLIC_BUS,15,EDUCATION,Leabank,-37.03219654,174.88734352,Otara Central,-36.95593456,174.87677994,8.53168345171556,Franklin,Manukau
Newmarket,Auckland-University,PUBLIC_BUS,144,EDUCATION,Newmarket,-36.86853889,174.77706299,Auckland-University,-36.85143057,174.76906469,2.0310898024325565,Waitakere,Waitakere
Cannons Creek North,Elsdon-Takapuwahia,PUBLIC_BUS,12,EDUCATION,Cannons Creek North,-41.13969216,174.86263001,Elsdon-Takapuwahia,-41.13204408,174.80949296,4.530581736110799,Porirua,Porirua
Waitikiri,Richmond North (Christchurch City),PUBLIC_BUS,9,EDUCATION,Waitikiri,-43.46773853,172.6744824,Richmond North (Christchurch City),-43.51297088,172.65862627,5.189713015214812,Christchurch,Christchurch
Petone East,Mount Cook East,PUBLIC_BUS,6,EDUCATION,Petone East,-41.2248184,174.89062655,Mount Cook East,-41.30251481,174.77750144,12.807964836801851,Hutt city,Wellington
Glenfield Central,Queen Street,PUBLIC_BUS,9,EDUCATION,Glenfield Central,-36.78480405,174.72587699,Queen Street,-36.84774104,174.76524972,7.826884828504611,Waitakere,Waitakere
Mangere Bridge Ambury,Mount Eden North East,PUBLIC_BUS,9,EDUCATION,Mangere Bridge Ambury,-36.94780505,174.76875626,Mount Eden North East,-36.86913097,174.76555025,8.752801341497639,Manukau,Waitakere
