SA2_name_usual_residence_address,number_of_commutes_departing,number_of_commutes_arriving,number_of_people_commuting,average_distance_of_departing_commute,average_distance_of_arriving_commute,total_bicycle_count,total_bus_count,total_ferry_count,total_home_count,total_other_count,total_own_vehicle_count,total_passenger_count,total_train_count,total_walk_or_jog_count,education_bicycle_count,education_bus_count,education_ferry_count,education_home_count,education_other_count,education_own_vehicle_count,education_passenger_count,education_train_count,education_walk_or_jog_count,work_bicycle_count,work_bus_count,work_ferry_count,work_home_count,work_other_count,work_own_vehicle_count,work_passenger_count,work_train_count,work_walk_or_jog_count,common_destination_1,common_destination_2,common_destination_3,common_arrival_1,common_arrival_2,common_arrival_3,bicycle_distance,bus_distance,ferry_distance,home_distance,other_distance,own_vehicle_distance,passenger_distance,train_distance,walk_or_jog_distance
Westbrook,54,8,1254,3.116829268316192,0.49919218477705607,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,6,6,5,5,1,1,2.640955492526315,3.836455099118475,0.0,0.0,2.495170767022937,0.0,0.0,0.0,1.7875530752370161
Tikipunga South,54,16,1701,7.683926384090484,6.101727843761239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,3,1,1,3.8268529249105576,5.160257095096761,0.0,0.0,0.0,0.0,0.0,0.0,2.7700384524952995
Khandallah South,54,16,1080,3.5594424486004135,1.749596911791114,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,7,6,4,4,3,2,3.13186989969865,5.174346320410831,0.0,0.0,3.7507772139751374,0.0,0.0,3.7507772139751374,1.6185026726717986
Bromley South,54,13,1125,4.22265316126985,1.098527196254388,0,0,0,0,6,0,0,0,45,0,0,0,0,6,0,0,0,45,0,0,0,0,0,0,0,0,0,6,5,3,6,2,1,2.2820096614699006,5.978343555537945,0.0,0.0,0.0,0.0,0.0,0.0,0.8031333134616064
Totara Park,54,14,1296,12.248170324648632,1.2815150497450765,15,0,0,0,0,0,0,0,105,15,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,7,5,5,7,2,1,1.046353415230946,3.7491608173026187,0.0,0.0,32.37941862879475,0.0,0.0,31.681500627681487,0.0
Gulf Harbour South,53,16,1167,14.99781118823792,18.60046856954906,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,4,3,4,1,1,0.0,15.190092715269547,25.045932624204728,0.0,0.0,0.0,0.0,0.0,1.0214236039867803
Hillcrest West (Hamilton City),53,259,1401,2.9221954462322564,11.046063804174386,135,690,0,0,18,0,0,0,2508,135,690,0,0,18,0,0,0,2508,0,0,0,0,0,0,0,0,0,8,6,5,8,8,6,1.8087299034358164,2.7142916482927424,0.0,0.0,0.0,0.0,0.0,0.0,1.4131554858787907
Hawthornden,53,64,1107,4.233886015529178,6.130744742451642,21,0,0,0,0,0,0,0,171,21,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,7,6,3,7,3,3,2.058136355558761,5.048380970075506,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Linwood North,53,20,891,3.9799435048494938,2.374887849702427,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,5,3,5,2,2,3.195193698013161,4.082740583879154,0.0,0.0,0.0,0.0,0.0,0.0,0.5749238746995401
Orakei East,53,9,1032,4.958629564922462,1.3665086707697496,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,4,4,5,2,1,5.930842599348997,4.4639204182222265,0.0,0.0,0.0,0.0,0.0,5.930842599348997,0.821172922734442
Naenae Central,53,53,1143,5.667347391802471,4.587623869132627,0,0,0,0,0,0,0,6,102,0,0,0,0,0,0,0,6,102,0,0,0,0,0,0,0,0,0,7,4,3,7,3,3,1.112339994187675,4.679470272732376,0.0,0.0,0.0,0.0,0.0,13.197076047854821,0.42940890916372104
Abbotsford,53,10,1587,5.515242163807467,0.8675508315490706,12,0,0,0,0,0,0,0,81,12,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,6,6,3,6,1,1,0.0,5.454101415065504,0.0,0.0,0.0,0.0,0.0,0.0,0.7563752569299363
Otara East,53,5,1113,5.802413591177665,0.1697467683432069,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,5,4,3,4,1,-990,0.0,2.6094753059537963,0.0,0.0,0.0,0.0,0.0,15.525865159627195,1.0624227651829423
Seatoun,53,21,1383,4.433695158902767,1.136553863639361,42,0,0,0,6,0,0,0,153,42,0,0,0,6,0,0,0,153,0,0,0,0,0,0,0,0,0,8,5,5,8,3,3,3.894739566733082,5.381338965960976,0.0,0.0,4.482274785527878,0.0,0.0,0.0,0.4192898190047809
Epuni West,53,66,1266,5.97846379294375,5.10680619842538,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,6,6,4,6,4,3,15.43344580398304,1.7322231634482654,0.0,0.0,15.43344580398304,0.0,0.0,14.930185441765119,1.1169441499136048
Raureka,53,26,1212,4.08251170013667,1.880836125402022,9,0,0,0,0,0,0,0,69,9,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,7,6,4,7,3,2,1.7111593450239058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1536134831271532
Unsworth Heights West,53,13,1014,7.187245470964141,1.313117018782904,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5,5,3,5,1,1,0.0,5.319335223416352,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Epuni East,53,10,1170,5.6120017252390335,1.246414483967213,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,6,6,4,6,1,1,9.06018742465495,2.1916409193457307,0.0,0.0,0.0,0.0,0.0,15.385550024073986,1.265316505290581
Oratia,53,19,984,11.157099636478838,3.96070096882298,6,69,0,0,0,0,0,0,9,6,69,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,4,3,5,3,3,0.0,6.71339843308662,0.0,0.0,0.0,0.0,0.0,14.518400930930978,0.0
Flagstaff North,53,9,1755,5.801659430028856,1.1860283752334313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,1,1,1.524702663391967,9.082921826917987,0.0,0.0,0.0,0.0,0.0,0.0,1.524702663391967
Travis Wetlands,53,69,1050,5.8023618855467864,6.267294068275374,30,0,0,0,6,0,0,0,84,30,0,0,0,6,0,0,0,84,0,0,0,0,0,0,0,0,0,7,3,3,7,5,2,2.1252769998384977,5.093009225863988,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sunkist Bay,53,15,1719,11.591090550732957,1.5135846130691364,117,0,0,0,0,0,0,0,222,117,0,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,0,8,3,2,8,4,2,0.0,9.119962628844068,20.956415846641182,0.0,0.0,0.0,0.0,0.0,0.53149908036191
Addington West,53,33,939,3.911185972962983,3.097432340262924,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,7,6,3,6,3,2,2.0688460580118937,2.907097367692135,0.0,0.0,0.0,0.0,0.0,0.0,0.6568381194290307
Symonds Street West,53,135,1590,2.8667746906758507,5.87713896759528,0,93,0,0,0,0,0,6,513,0,93,0,0,0,0,0,6,513,0,0,0,0,0,0,0,0,0,5,4,3,4,3,3,0.0,0.9002450929486302,0.0,0.0,0.0,0.0,0.0,0.0,1.4626657371849157
Oranga,53,4,924,4.444895165084668,0.0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,4,4,4,-990,-990,0.0,4.956201353421463,0.0,0.0,0.0,0.0,0.0,7.469734361094416,1.595033128132275
Milson South,53,39,1413,3.609934019064409,4.5028459570392085,6,33,0,0,0,0,0,0,105,6,33,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,5,5,4,5,3,3,2.1985340224945182,5.458595726117767,0.0,0.0,0.0,0.0,0.0,0.0,0.996612677315609
Bellevue,53,98,2115,3.504555130100756,4.66227010122107,255,324,0,0,15,0,0,0,819,255,324,0,0,15,0,0,0,819,0,0,0,0,0,0,0,0,0,7,7,4,7,7,6,3.1036261437742296,3.300859529577305,0.0,0.0,0.0,0.0,0.0,0.0,0.4532092884422099
Papakura Kelvin,53,17,1275,9.13363067475702,0.9629353718857249,0,9,0,0,0,0,0,0,81,0,9,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,7,3,2,7,3,2,0.0,1.6054029762072006,0.0,0.0,0.0,0.0,0.0,22.03587074598963,0.4893871588685448
Rolleston South East,53,32,1584,11.361514729895053,4.245597141829785,132,18,0,0,0,0,0,0,186,132,18,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,7,4,4,7,4,4,1.1230432492381504,7.131285582565558,0.0,0.0,0.0,0.0,0.0,0.0,0.7486954994921002
Kingsbury,53,5,1095,11.993606618364677,0.5458299116747438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,3,1,1,1.8756060395467415,0.0,0.0,0.0,1.0325055035847366,0.0,0.0,0.0,1.2025177736452048
Te Kuru,53,13,1224,22.3762625919522,6.429861124650599,0,66,0,0,0,0,0,0,12,0,66,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,3,3,6,3,2,0.0,19.232229436096794,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nawton West,52,3,1620,3.9296027938467684,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,3,-990,-990,0.0,5.049365341184753,0.0,0.0,0.0,0.0,0.0,0.0,1.5324529665919946
St Leonards,52,36,1125,4.676042225206148,8.056154189534118,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,7,4,4,4,1,1,1.915849128292913,14.341042275278703,0.0,0.0,0.0,0.0,0.0,0.0,1.1089762943635524
Favona West,52,12,867,5.702076024314527,0.6961340729845312,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,4,3,2,4,2,2,0.0,7.799750476192533,0.0,0.0,0.0,0.0,0.0,11.943048754066947,0.7021238503702614
Raumati South,52,31,1830,16.528020837186677,3.1409573821592027,102,0,0,0,0,0,0,0,183,102,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,8,7,5,8,4,3,1.6887344073828219,0.0,0.0,0.0,0.0,0.0,0.0,38.47946773496851,1.4154197833432662
Owhiro Bay,52,12,1023,4.047277281904416,0.49058491496210826,15,0,0,0,0,0,0,0,60,15,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,7,5,5,7,2,2,3.0063632918130327,4.607299584483933,0.0,0.0,6.857807362137094,0.0,0.0,0.0,0.4122708145104252
Palm Beach North,52,28,1482,6.771045938025915,2.9617780134472014,120,0,0,0,0,0,0,0,120,120,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,6,5,4,6,4,3,4.85646130654805,9.112818421931541,0.0,0.0,6.8007136210037835,0.0,0.0,0.0,0.0
Roseneath ,52,6,1032,2.5340805526700114,0.18398349857973098,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,7,5,5,5,1,-990,2.4899006294255384,2.5334532345803082,0.0,0.0,2.2489245997769705,0.0,0.0,0.0,1.5931718298496542
Westmorland,52,3,1125,5.257803281415618,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,3,-990,-990,5.316784323718217,2.2423958625339115,0.0,0.0,0.0,0.0,0.0,0.0,2.2423958625339115
Hillcrest East (Hamilton City),52,27,1737,6.228649186608207,3.1977742965879314,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,6,6,5,6,2,2,1.549212463752356,3.4380967638822844,0.0,0.0,0.0,0.0,0.0,0.0,1.0949648834428523
Stonefields West,52,2,939,5.842299539576439,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,2,-990,-990,0.5299044442497849,5.599557598303638,0.0,0.0,0.0,0.0,0.0,7.772969030784053,0.5299044442497849
Newtown North,52,127,1053,2.397562050864365,6.101318424159086,33,0,0,0,0,0,0,0,762,33,0,0,0,0,0,0,0,762,0,0,0,0,0,0,0,0,0,7,5,4,7,5,4,2.7211835358173833,2.364580097792196,0.0,0.0,2.747822813362659,0.0,0.0,0.0,1.4240512707788073
Botany Downs East,52,17,1002,6.41977184271907,1.1548016895584923,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,5,3,3,5,3,2,0.0,9.419938663214019,0.0,0.0,0.0,0.0,0.0,15.123737187521456,0.7874803678051597
Owairaka East,52,3,681,6.0595715282414355,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,-990,-990,0.0,4.763197623030969,0.0,0.0,0.0,0.0,0.0,6.073609686289674,5.364582112138871
Three Kings West,52,2,765,5.194617983564735,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,-990,-990,0.0,6.096097396530952,0.0,0.0,0.0,0.0,0.0,0.0,0.9098660678406645
Thorndon,52,489,2724,3.382441039402079,11.54838836927754,249,801,12,0,12,0,0,2220,1530,249,801,12,0,12,0,0,2220,1530,0,0,0,0,0,0,0,0,0,7,6,5,8,8,7,1.553276689798201,4.1892348228108105,0.0,0.0,1.3922496640599926,0.0,0.0,10.408005072418398,1.711806703456056
Iona,52,14,1323,6.075489208552406,2.255629317740858,0,6,0,0,6,0,0,0,114,0,6,0,0,6,0,0,0,114,0,0,0,0,0,0,0,0,0,8,7,4,8,2,1,2.096432699910617,4.302634195157803,0.0,0.0,0.0,0.0,0.0,0.0,0.7304910358711153
Sydenham North,52,5,804,3.215723962830987,1.6141805061487815,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,4,3,4,1,-990,2.288386026004043,3.349837776629465,0.0,0.0,0.0,0.0,0.0,0.0,0.890041315932846
St Clair,52,15,1287,4.378298619685112,4.317093601403051,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,8,7,5,5,2,1,4.540469619612352,5.315354985826463,0.0,0.0,0.0,0.0,0.0,0.0,2.558482316785243
Browns Bay Central,52,74,1128,9.093157853931597,5.40297512707887,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,4,4,3,4,4,4,0.0,6.69431814450048,0.0,0.0,0.0,0.0,0.0,0.0,0.5755952274945854
Broomfield,52,3,903,4.9640146843918,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,-990,-990,0.0,6.247764378924844,0.0,0.0,0.0,0.0,0.0,0.0,1.9847673265679546
Hobson Ridge North,52,638,1245,2.420207490021419,10.067583906618669,48,0,240,0,0,0,0,573,1125,48,0,240,0,0,0,0,573,1125,0,0,0,0,0,0,0,0,0,5,4,4,5,4,4,0.0,2.311660919382116,0.0,0.0,0.0,0.0,0.0,6.201709314873638,0.9527200336550652
Andersons Bay,51,42,1332,3.339653640537886,3.5151574545660442,0,12,0,0,0,0,0,0,255,0,12,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,8,6,5,5,3,3,3.7820659366553393,3.7009680861600405,0.0,0.0,1.9128274246090773,0.0,0.0,0.0,2.009839500389955
Papakura East,51,3,1026,12.222010671045695,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,-990,-990,0.0,2.8880851214736785,0.0,0.0,19.782199241910305,0.0,0.0,27.5992904511751,1.913290597719394
Ensors,51,16,894,3.6120922135636118,1.4285716234278196,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,7,5,4,5,3,2,2.6848205365204842,2.3557402769325284,0.0,0.0,0.0,0.0,0.0,0.0,0.7743471134554695
Bayswater,51,13,1329,4.541229454395276,0.823317998043201,12,0,0,0,0,0,0,0,42,12,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,6,5,4,6,3,2,1.1895256448185372,2.9095909134657134,4.182917159088496,0.0,0.0,0.0,0.0,0.0,0.6733107784284758
Onekawa South,51,11,1086,4.294947639043154,0.5464856421352489,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,5,3,3,5,2,2,2.514846067106582,4.045829380565904,0.0,0.0,0.0,0.0,0.0,0.0,0.9919305491811958
Cornwall Park,51,4,1185,3.651309651741509,0.22612707460580247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,3,1,-990,1.5492114347406336,9.797890891322707,0.0,0.0,0.0,0.0,0.0,0.0,1.1477290716610224
Victoria Park ,51,473,1011,2.529812051517788,8.868800681969049,51,0,126,0,12,0,0,174,756,51,0,126,0,12,0,0,174,756,0,0,0,0,0,0,0,0,0,4,4,3,4,4,4,0.0,1.1543097162365026,0.0,0.0,0.0,0.0,0.0,0.0,1.1037529645940372
Sunnyvale West-Parrs Park,51,4,720,9.231209213644767,5.1001997327240725,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,3,3,1,-990,0.0,9.795349216781577,0.0,0.0,0.0,0.0,0.0,11.365517142490361,0.0
Sutton Park,51,12,1110,5.734354993569244,1.093839149148162,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,5,3,2,5,2,1,0.0,4.8723363514302065,0.0,0.0,0.0,0.0,0.0,13.051179689739165,0.9249241552720407
Paraparaumu Beach North,51,26,1881,12.666446159057676,2.380937271145771,39,0,0,0,0,0,0,0,114,39,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,7,5,5,7,3,3,2.107219641434276,4.109359729284206,0.0,0.0,0.0,0.0,0.0,48.377687413374304,1.0061460766678567
Kelson,51,8,1542,8.320417389029588,1.1123490080317415,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,6,4,3,6,1,1,0.0,5.056101441830425,0.0,0.0,0.0,0.0,0.0,18.325731652800048,0.0
Papakura Central,51,117,1035,9.045163271680675,9.371068201799318,0,0,0,0,0,0,0,9,126,0,0,0,0,0,0,0,9,126,0,0,0,0,0,0,0,0,0,7,3,2,7,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.078215643319446,0.8345881739668334
Brooklyn South,51,2,927,3.7921917187298737,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,2,-990,-990,3.895126721470087,3.418270326040282,0.0,0.0,3.895126721470087,0.0,0.0,0.0,3.205573329502327
Raumanga,51,6,1284,5.351569969850241,0.21016119155297766,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,10,5,4,5,1,-990,3.2859201489749075,9.713195623369147,0.0,0.0,3.0775097156955664,0.0,0.0,0.0,1.8774639558296382
Takanini West,51,17,831,10.238566554584594,2.171712260330918,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5,3,2,5,2,1,0.0,3.518007720333944,0.0,0.0,0.0,0.0,0.0,18.653348806031083,1.0047478529888911
Takaro South,51,17,1179,2.6217984552326636,1.2889881426377832,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,6,6,5,6,2,2,2.646327640825386,3.95528096443052,0.0,0.0,0.0,0.0,0.0,0.0,1.0828075250506985
Mount Wellington North East,51,7,807,15.036778795120757,0.5147562892305563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,4,1,1,0.0,6.006496066077904,0.0,0.0,0.0,0.0,0.0,8.65695131237781,0.9989793210801263
Wilton,51,14,1212,2.754825677333207,1.4726878099042913,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,8,7,6,4,2,1,2.060359173848785,3.2551150205912123,0.0,0.0,1.9475420077846446,0.0,0.0,0.0,1.3859842801266697
Cheltenham,51,10,1008,4.4528111298830435,0.7352464164369966,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,5,5,5,2,2,1.4885841315245356,7.535241564612974,4.621449900973443,0.0,0.0,0.0,0.0,0.0,0.7929556821384083
Moutere Hills,51,29,1770,13.07140069746365,9.445065145534985,30,66,0,0,0,0,0,0,48,30,66,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,10,3,3,10,3,3,0.0,14.143988982601623,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Waitangirua,51,29,1275,6.245723385917975,2.108167107841187,0,57,0,0,0,0,0,0,147,0,57,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,8,6,3,8,3,3,0.0,3.4225399678679747,0.0,0.0,0.0,0.0,0.0,18.671191595845222,0.7517038431060374
Mount Wellington South East,50,8,792,5.197047156931671,2.1728311622234613,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,5,4,3,5,1,1,0.0,7.203374930391024,0.0,0.0,0.0,0.0,0.0,11.401980574168146,0.4008536893922343
Kilbirnie Central,50,133,1095,2.9288001819593132,4.127786808082656,30,345,0,0,0,0,0,0,387,30,345,0,0,0,0,0,0,387,0,0,0,0,0,0,0,0,0,6,6,4,6,6,6,4.187273624491734,3.0725490932164705,0.0,0.0,3.830599411531741,0.0,0.0,0.0,1.2466048853945877
Hornby West,50,11,1047,5.331818155935891,1.05248591006853,0,0,0,0,6,0,0,0,42,0,0,0,0,6,0,0,0,42,0,0,0,0,0,0,0,0,0,4,4,4,4,3,1,1.3671563358490388,5.808911459419339,0.0,0.0,0.0,0.0,0.0,0.0,1.0253672518867791
Maryhill,50,11,1179,3.0505074172956785,1.1488195479135488,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,7,5,5,5,2,1,0.0,3.279278586303376,0.0,0.0,0.0,0.0,0.0,0.0,1.401203814165429
Highbury East,50,47,1011,2.944686828549791,2.510835836380237,12,0,0,0,0,0,0,0,135,12,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,6,6,4,6,5,4,0.0,3.844001452027869,0.0,0.0,0.0,0.0,0.0,0.0,1.3377539622805519
Western Heights (Hamilton City),50,3,1473,4.626099870301926,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,-990,-990,0.0,5.975031405601176,0.0,0.0,0.0,0.0,0.0,0.0,1.3456407069790604
Ruamahanga,50,21,1410,3.2020556310561665,1.5388267712932904,9,0,0,0,0,0,0,0,90,9,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,7,7,6,7,3,2,3.2119958914955316,4.08877953007663,0.0,0.0,0.0,0.0,0.0,0.0,1.1665643985772511
Ngaio North,50,2,1323,4.253197391479534,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,2,-990,-990,3.600799709786577,4.852390337871327,0.0,0.0,4.296869701172399,0.0,0.0,4.137294988173208,1.989304371446428
East Tamaki Heights,50,3,1302,8.257890908323422,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,-990,-990,0.0,8.353974628029443,0.0,0.0,0.0,0.0,0.0,16.942301763517236,1.3566526629707107
Aka Aka,50,26,1452,17.79097231537201,7.070804748259192,0,27,0,0,9,0,0,0,15,0,27,0,0,9,0,0,0,15,0,0,0,0,0,0,0,0,0,9,4,4,9,2,2,0.0,7.401653222253759,0.0,0.0,0.0,0.0,0.0,48.91721536050543,0.0
Randwick Park West,50,3,1023,8.928334647799328,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,-990,-990,0.0,6.717346786116494,0.0,0.0,0.0,0.0,0.0,23.376793678265688,0.7343625648730217
Summerland North,50,22,990,9.857157736014457,1.56844005572149,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,5,3,3,5,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.503692981475004,0.8668677197887931
Hamilton East Village,50,253,1458,2.508362685789451,8.392357558542487,156,609,0,0,0,0,0,0,621,156,609,0,0,0,0,0,0,621,0,0,0,0,0,0,0,0,0,7,7,5,7,6,5,0.9472704700515164,1.8486371436501092,0.0,0.0,0.0,0.0,0.0,0.0,1.30980839541076
St Kilda North,50,43,1065,2.7483139820068256,2.6692333331739615,51,9,0,0,6,0,0,0,153,51,9,0,0,6,0,0,0,153,0,0,0,0,0,0,0,0,0,8,7,7,7,5,4,2.738883753166076,3.4994140137209215,0.0,0.0,0.0,0.0,0.0,0.0,1.3639433192828567
Ascot Park,50,10,1062,7.4218824067958415,1.2258720632269928,0,9,0,0,0,0,0,0,75,0,9,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,6,5,3,5,2,1,0.0,6.027150149009204,0.0,0.0,0.0,0.0,0.0,19.247778171673612,0.9722532062845936
Belleknowes,50,3,1236,2.335755626737363,0.0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,10,7,4,3,-990,-990,1.6867740622768352,2.0932869794337727,0.0,0.0,1.6867740622768352,0.0,0.0,0.0,1.75034901699496
Paparangi,50,37,1458,5.792278500407985,1.6720828627079745,0,249,0,0,0,0,0,0,579,0,249,0,0,0,0,0,0,579,0,0,0,0,0,0,0,0,0,6,5,4,6,4,3,0.0,8.43506509891107,0.0,0.0,8.431660345625271,0.0,0.0,8.431660345625271,0.5855145967232543
Trentham North,50,54,1080,8.918815419574983,3.756862781007583,6,174,0,0,0,0,0,0,183,6,174,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,6,5,3,6,4,4,0.8599074662007645,8.999386337049291,0.0,0.0,28.211870151397534,0.0,0.0,27.810247780541726,1.1361045451454501
Kelston North,50,29,858,7.261958756784165,1.9700780912679179,0,12,0,0,0,0,0,12,237,0,12,0,0,0,0,0,12,237,0,0,0,0,0,0,0,0,0,5,3,3,5,3,2,0.0,6.5393528072337705,0.0,0.0,0.0,0.0,0.0,10.725677150331686,0.4746519279549379
