SA2_name_usual_residence_address,number_of_commutes_departing,number_of_commutes_arriving,number_of_people_commuting,average_distance_of_departing_commute,average_distance_of_arriving_commute,total_bicycle_count,total_bus_count,total_ferry_count,total_home_count,total_other_count,total_own_vehicle_count,total_passenger_count,total_train_count,total_walk_or_jog_count,education_bicycle_count,education_bus_count,education_ferry_count,education_home_count,education_other_count,education_own_vehicle_count,education_passenger_count,education_train_count,education_walk_or_jog_count,work_bicycle_count,work_bus_count,work_ferry_count,work_home_count,work_other_count,work_own_vehicle_count,work_passenger_count,work_train_count,work_walk_or_jog_count,common_destination_1,common_destination_2,common_destination_3,common_arrival_1,common_arrival_2,common_arrival_3,bicycle_distance,bus_distance,ferry_distance,home_distance,other_distance,own_vehicle_distance,passenger_distance,train_distance,walk_or_jog_distance
Richmond (Invercargill City),50,10,1932,3.586447743049535,2.302999051345773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,4,4,1,1,2.4790406265921443,0.0,0.0,0.0,3.2336411984953366,0.0,0.0,0.0,2.366564476035673
Mount Cook East,50,183,1944,2.0314754744872663,4.220109564748485,0,771,0,0,15,0,0,0,1611,0,771,0,0,15,0,0,0,1611,0,0,0,0,0,0,0,0,0,7,6,6,6,6,6,2.236581413313505,2.236581413313505,0.0,0.0,1.4659030242942759,0.0,0.0,0.0,1.285809560853739
Waitara West,50,30,1683,10.207385857452278,8.997639686080309,12,0,0,0,0,0,0,0,60,12,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,9,6,5,9,3,2,0.5063820893814077,14.016787834835222,0.0,0.0,6.903333385911418,0.0,0.0,0.0,0.5063820893814077
Fitzroy-Glen Avon,50,49,1884,4.566410240469548,5.720680791744439,45,9,0,0,0,0,0,0,192,45,9,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,8,8,6,8,5,2,3.247834545345384,2.9465888089202976,0.0,0.0,4.585358308177256,0.0,0.0,0.0,2.2699356391698853
Bethlehem Central,50,114,2124,7.076903836208874,8.675174743622494,9,540,0,0,0,0,0,0,144,9,540,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,8,7,4,8,4,4,2.4599985952077734,3.917964400086046,0.0,0.0,5.483926067590736,0.0,0.0,0.0,38.570736994684005
Swanson Rural,49,4,939,10.914067201884695,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,-990,-990,0.0,4.835564675477521,0.0,0.0,0.0,0.0,0.0,17.755705036469738,0.0
Nawton East,49,60,1626,3.625505913836264,4.221799528282235,6,99,0,0,0,0,0,0,435,6,99,0,0,0,0,0,0,435,0,0,0,0,0,0,0,0,0,5,4,4,5,4,3,2.71986899344744,4.683336175054251,0.0,0.0,0.0,0.0,0.0,0.0,1.6299994489651168
Belfast East,49,77,972,7.115109462797448,6.464312724448195,18,15,0,0,0,0,0,0,105,18,15,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,7,3,3,7,3,3,0.0,8.351561312912134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Millwater South,49,46,1089,20.234058611446976,4.91446790250146,18,30,0,0,0,0,0,0,108,18,30,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,5,3,2,5,4,4,0.0,15.162791534589262,0.0,0.0,0.0,0.0,0.0,0.0,0.814390198686962
Solway South,49,40,1611,6.292898845044176,5.903868055630772,12,30,0,0,0,0,0,0,42,12,30,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,7,7,5,7,4,3,1.5727760997865685,12.391519685040471,0.0,0.0,0.0,0.0,0.0,80.00899701955878,1.9090410898495573
Ohauiti,49,3,1590,6.400088301760088,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,3,-990,-990,6.1682740849552395,6.763955989386777,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Owhata West,49,25,1377,4.535998624646215,4.991295281641336,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,5,5,5,2,2,2.7047410293206133,7.709508236683632,0.0,0.0,0.0,0.0,0.0,0.0,1.0910519532268916
Swanson,49,42,771,11.140161458515376,3.2380270224984278,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,6,4,2,6,2,2,0.0,3.483123378869285,0.0,0.0,0.0,0.0,0.0,14.645231004912816,0.0
Brookfield East,49,57,1398,3.8856544086959595,7.115662258733686,0,6,0,0,0,0,0,0,12,0,6,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,7,6,5,6,3,3,3.043624613659313,0.0,0.0,0.0,2.4158430955715047,0.0,0.0,0.0,0.9284173822655692
Flagstaff South,49,3,1587,7.69226752972222,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,-990,-990,1.9571111010586388,9.003019562460999,0.0,0.0,0.0,0.0,0.0,0.0,2.5870101022900176
Saint Andrews West,49,14,1182,3.8193014210638423,1.636298230105721,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,6,5,4,4,2,2,1.2224270242412991,5.388162475504518,0.0,0.0,0.0,0.0,0.0,0.0,1.8104561523464733
Pukemoremore,49,12,1140,8.90694995874533,2.66071723489765,0,0,0,0,9,0,0,0,27,0,0,0,0,9,0,0,0,27,0,0,0,0,0,0,0,0,0,7,3,3,7,2,2,0.0,8.43462431298869,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tawa North,49,9,1560,7.734427290914125,0.7169744990174297,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,5,5,5,5,2,1,0.0,2.0857088080204718,0.0,0.0,0.0,0.0,0.0,12.253814618665624,0.8001237061357753
Postgate,49,14,1311,9.303053262844188,1.6380376486189008,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,5,4,3,4,2,2,0.8472732205578477,5.419501941943626,0.0,0.0,0.0,0.0,0.0,20.606999886808325,0.5648488137052318
Bexley,49,3,843,5.525617422291101,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,-990,-990,1.6584975527380073,6.17841154636681,0.0,0.0,0.0,0.0,0.0,0.0,1.2575823494835936
Mahora,49,37,1071,4.676438871564163,2.3703379422155826,27,0,0,0,0,0,0,0,102,27,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,6,6,3,6,4,4,2.21709177106794,13.024690876136685,0.0,0.0,0.0,0.0,0.0,0.0,1.1485515663549692
Pacific View,49,3,1509,6.391693761178523,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,3,-990,-990,4.501062616677042,8.820413990828078,0.0,0.0,0.0,0.0,0.0,0.0,0.7426860511586443
Blockhouse Bay East,49,11,852,7.307343181440487,2.7831898000366504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,1,1,0.0,9.389394268607138,0.0,0.0,0.0,0.0,0.0,0.0,1.0612786548564879
Pegasus,49,15,1179,14.96837968672684,1.9351070102374428,39,57,0,0,9,0,0,0,132,39,57,0,0,9,0,0,0,132,0,0,0,0,0,0,0,0,0,8,3,3,8,3,2,0.0,9.000887270616586,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rowandale West,49,26,1047,8.217572300179777,1.1260943513154724,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,5,4,3,5,3,2,0.0,8.085890326563268,0.0,0.0,0.0,0.0,0.0,21.722938220938396,1.1689146171256404
Roslyn (Dunedin City),49,79,1722,1.940655181569498,5.457646763396789,0,0,0,0,0,0,0,0,264,0,0,0,0,0,0,0,0,264,0,0,0,0,0,0,0,0,0,9,8,6,6,4,4,1.579013732631934,1.767925289749923,0.0,0.0,1.408432814734888,0.0,0.0,0.0,1.137835940456439
Stanmore Bay East,49,42,1149,9.383837261907129,2.92453394775961,12,282,0,0,0,0,0,0,339,12,282,0,0,0,0,0,0,339,0,0,0,0,0,0,0,0,0,5,4,3,5,5,4,0.0,11.555440502831448,0.0,0.0,0.0,0.0,0.0,0.0,0.8079027800009337
Omaio,49,49,1404,3.5623654026064813,3.9666783404370816,18,54,0,0,0,0,0,0,108,18,54,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,7,5,5,7,4,4,2.8275566698791645,6.571289820220213,0.0,0.0,3.2468842946586918,0.0,0.0,0.0,1.1920096859795504
Houghton Bay,49,11,837,3.7664170845315708,0.4961114722672214,0,6,0,0,0,0,0,0,66,0,6,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,6,5,4,6,2,2,6.077176237187663,4.664979982162837,0.0,0.0,5.9548854644883775,0.0,0.0,0.0,0.7345115107828275
Fitzroy ,49,3,1200,5.519455678730702,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,3,-990,-990,2.905911569495173,2.8111231944488795,0.0,0.0,0.0,0.0,0.0,0.0,1.4478772845791392
Heathcote Valley,49,11,1041,7.026401077392255,1.1668412140302271,18,0,0,0,9,0,0,0,51,18,0,0,0,9,0,0,0,51,0,0,0,0,0,0,0,0,0,7,4,3,7,2,1,5.51850630640211,7.516801943234777,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Petone Esplanade,49,44,1137,5.480253289144449,5.3778902887197155,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,6,6,5,6,2,2,0.6093326314359927,5.801257472137245,0.0,0.0,0.0,0.0,0.0,10.514998069632952,0.5668138382159005
Kelston South,49,52,732,7.765087545404508,2.8261059688837733,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,6,3,2,6,3,3,0.0,7.222250874343135,0.0,0.0,0.0,0.0,0.0,11.144985388703123,0.31643461863662525
West Melton,49,15,1098,15.236115269782674,3.9974060716881414,69,81,0,0,0,0,0,0,66,69,81,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,7,3,2,7,3,3,0.0,21.613114271135398,0.0,0.0,0.0,0.0,0.0,0.0,2.5441102207154707
Kelvin Grove West,48,4,1353,4.222561036551281,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,4,-990,-990,2.7948419323288483,6.931997112279799,0.0,0.0,0.0,0.0,0.0,0.0,3.2202097859364507
North East Valley Knox,48,37,1944,8.595551027227115,3.592664443712502,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,10,9,6,6,4,4,2.2978446499164034,1.902920493420002,0.0,0.0,1.902920493420002,0.0,0.0,0.0,24.93507679397475
Hokowhitu South,48,2,1059,3.7180714362736755,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,4,2,-990,-990,3.29711786763283,3.412607380572429,0.0,0.0,0.0,0.0,0.0,0.0,2.1116072516771176
Vivian West,48,194,2700,2.006303529484108,6.086187378587341,69,120,0,0,12,0,0,45,1647,69,120,0,0,12,0,0,45,1647,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,1.755132485653446,1.300318261654584,0.0,0.0,0.9361826695870291,0.0,0.0,0.0,1.2031886787808372
Murrays Bay East,48,4,1062,8.32470488953042,0.2209207082489533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,1,-990,0.0,7.237089142456835,0.0,0.0,0.0,0.0,0.0,0.0,1.1858623874443972
Opaheke,48,18,1212,12.009603175623788,1.9103481353042875,0,15,0,0,0,0,0,0,123,0,15,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,5,3,3,5,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.707213406552157,0.4888846842707738
Eastbourne,48,13,1440,8.530457381393743,2.80186148316714,75,27,0,0,0,0,0,0,171,75,27,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,7,6,4,7,3,1,5.027397438661769,12.863311483252296,9.804364295929162,0.0,0.0,0.0,0.0,10.054794877323538,0.0
Aotea,48,36,1503,11.001255665708323,2.5853871867017872,0,279,0,0,0,0,0,0,126,0,279,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,5,4,3,5,3,3,0.0,10.611261328655374,0.0,0.0,0.0,0.0,0.0,18.450943236049838,0.0
Redcastle,48,3,1110,6.979670870144648,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,-990,-990,0.0,10.050920034856768,0.0,0.0,0.6863360715066974,0.0,0.0,0.0,1.1985007016448992
Clendon Park North,48,15,912,7.7556449131695055,0.9607365060260898,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,5,4,3,5,3,2,0.0,1.8106538848574505,0.0,0.0,0.0,0.0,0.0,20.86918038090755,0.9053269424287252
Christchurch Central-North,48,123,1044,3.0573080344298496,5.974135521698062,27,0,0,0,0,0,0,0,63,27,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,8,5,5,4,3,3,2.428516834188117,3.3313156309818286,0.0,0.0,0.0,0.0,0.0,0.0,1.3459921597519322
Newfield,48,77,1332,4.070407577802127,5.397291979783568,33,144,0,0,0,0,0,0,117,33,144,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,7,6,3,7,5,3,2.8636097462576697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5507694316651381
Drury Rural,48,13,1278,13.602045938433948,7.125561507734515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,1,1,0.0,4.921330750156033,0.0,0.0,0.0,0.0,0.0,25.86312847279449,0.0
Paraparaumu North,48,63,1470,13.8664687719454,4.180275815292114,201,168,0,0,0,0,0,0,309,201,168,0,0,0,0,0,0,309,0,0,0,0,0,0,0,0,0,8,5,4,8,5,5,1.7177531483450437,3.409370896114193,0.0,0.0,0.0,0.0,0.0,44.844533535241595,0.5052166684498604
Burbank,48,2,1089,8.793911553135795,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,2,-990,-990,0.0,20.843741844278124,0.0,0.0,0.0,0.0,0.0,17.76200043300841,1.231195725480292
Hairini,48,8,1407,5.032477870193488,1.6785063625641425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,4,1,1,3.5484121337002876,6.914122537969119,0.0,0.0,0.0,0.0,0.0,0.0,2.095213464832578
Waterloo East,48,15,1446,5.575736157062035,3.1686341420271513,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,5,5,4,4,2,1,5.7848250796637934,1.7290610566529934,0.0,0.0,0.0,0.0,0.0,14.52642704875457,1.1662950433695365
Wiri East,48,13,1077,6.698900511011856,1.7672876068541354,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,6,5,4,5,1,1,0.0,3.64907519667785,0.0,0.0,0.0,0.0,0.0,12.434761180932032,1.6123892907709558
Stanmore Bay West,48,28,1185,11.850431301293229,2.773233024620139,6,0,0,0,0,0,0,0,129,6,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,7,3,3,7,4,2,0.0,11.207532855034884,0.0,0.0,0.0,0.0,0.0,0.0,0.4914609963295556
Meeanee-Awatoto,48,36,1236,6.1360611440634445,4.254901689245496,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,5,5,3,5,3,2,4.33960370658631,7.896213681284794,0.0,0.0,0.0,0.0,0.0,0.0,2.223057541815591
Melville North,48,7,1140,8.138400623109412,1.8745008747143121,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,7,5,4,4,1,1,0.0,2.3258597133574987,0.0,0.0,1.2148560376932236,0.0,0.0,0.0,20.36270296742933
Frimley,48,73,1269,3.9609248590170476,8.09986405504582,15,90,0,0,0,0,0,0,234,15,90,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,7,5,5,7,3,3,1.789683387934946,8.721691595685941,0.0,0.0,0.0,0.0,0.0,0.0,0.911588323189946
Dixon Street,48,296,3117,2.594610671049875,9.876521524042108,186,12,12,0,30,0,0,594,1611,186,12,12,0,30,0,0,594,1611,0,0,0,0,0,0,0,0,0,6,6,5,6,5,5,0.6820465805127623,1.2996346706641781,0.0,0.0,1.0937719739470395,0.0,0.0,16.699774728173796,1.0191148252093705
Highlands Park (New Plymouth District),48,35,1782,6.413603086092309,4.86558796383851,27,18,0,0,0,0,0,0,36,27,18,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,7,6,5,7,3,2,1.587466006532017,3.4991803258054484,0.0,0.0,3.6377288121712215,0.0,0.0,0.0,1.0602767920672926
Queenwood (Hamilton City),48,9,1185,4.282515046825334,1.6768136040617907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,1,1,1.9822738785950764,11.240729464962877,0.0,0.0,0.0,0.0,0.0,0.0,1.7486813148001523
Waltham,48,13,726,3.3503689949987177,1.6277809673280867,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,8,4,4,4,2,2,2.042441060101754,3.875240639029466,0.0,0.0,0.0,0.0,0.0,0.0,1.23682800945323
Waverley ,48,13,1500,2.892722073126555,1.3625061841999238,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,7,6,6,6,3,1,2.48181010405498,3.146783260945643,0.0,0.0,0.0,0.0,0.0,0.0,0.5124800403386874
Woodend,48,20,1095,13.066431583179408,4.384231589195286,21,0,0,0,0,0,0,0,87,21,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,7,2,2,7,2,2,0.0,6.469412670444824,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Conifer Grove West,48,11,1134,9.673400885547482,0.429882745381944,6,0,0,0,0,0,0,0,111,6,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,7,3,2,7,2,1,0.0,7.487195003263454,0.0,0.0,0.0,0.0,0.0,18.498846668446024,0.0
Hokowhitu Central,48,17,1308,2.8006017597612325,2.0571404897727685,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,6,5,5,2,1,2.7420436364369802,3.5232573181150766,0.0,0.0,0.0,0.0,0.0,0.0,1.2679666260502387
Pine Hill-Dalmore,48,7,1254,2.703328386303164,1.373791880848593,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,11,9,5,5,1,1,2.568598387735088,3.2235342748146567,0.0,0.0,2.192689200261846,0.0,0.0,0.0,2.024033366227491
Alicetown-Melling,48,86,1266,5.4121589477773435,7.1055059228064,0,48,0,0,0,0,0,0,90,0,48,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,6,6,4,6,3,2,6.930363899761079,1.315401844061565,0.0,0.0,0.0,0.0,0.0,12.318351464859393,1.0081280601607623
Anselmi Ridge,47,24,1002,11.683592630384194,4.188067359402013,0,21,0,0,0,0,0,0,9,0,21,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,6,2,6,2,2,0.0,10.79406683002553,0.0,0.0,0.0,0.0,0.0,40.06431561396656,1.5943978949522082
Linwood East,47,25,666,4.229804341315739,2.6377290383669743,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,4,3,2,4,2,2,0.0,3.3984862144187136,0.0,0.0,0.0,0.0,0.0,0.0,0.9832373436988138
Khandallah Reserve,47,18,1053,3.994299350463174,1.5665944774880434,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,5,5,4,4,3,2,4.677592987225512,6.499410760842065,0.0,0.0,0.0,0.0,0.0,4.258909167525071,1.0660262549460853
Karapiro,47,15,1296,14.508816277287465,6.050081410320109,0,0,0,0,18,0,0,0,9,0,0,0,0,18,0,0,0,9,0,0,0,0,0,0,0,0,0,6,4,3,6,1,1,0.0,9.165325471789084,0.0,0.0,0.0,0.0,0.0,0.0,0.0
St James,47,7,1071,4.508994010028473,0.8746891046838614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,3,2,1,1.925472699918682,8.837352132352754,0.0,0.0,1.2253937550198004,0.0,0.0,0.0,1.925472699918682
Farm Cove,47,41,1173,6.017562382495156,1.8831455482766424,30,24,0,0,0,0,0,0,417,30,24,0,0,0,0,0,0,417,0,0,0,0,0,0,0,0,0,6,4,3,6,4,4,0.0,11.320272645785202,0.0,0.0,0.0,0.0,0.0,11.381615162675457,0.8554763048421559
Heretaunga,47,49,972,9.462883752094067,4.0236685895451645,15,60,0,0,0,0,0,0,141,15,60,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,7,4,4,7,5,4,0.9233499565145316,9.405078104763126,0.0,0.0,0.0,0.0,0.0,20.244777302192333,1.2277263788082478
Redwood West,47,11,744,4.388223637770784,0.6271659944814594,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,5,4,3,5,3,2,1.3951589559005515,5.738271538194691,0.0,0.0,0.0,0.0,0.0,0.0,0.8941925029830391
Lynmore,47,36,1953,11.372686630948653,5.620444566445475,66,39,0,0,0,0,0,0,114,66,39,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,7,5,4,7,4,4,2.039575553444011,28.288032544277996,0.0,0.0,0.0,0.0,0.0,0.0,0.5054477329331989
Donegal Park,47,6,849,7.994711128846783,0.280997858034081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,4,1,1,0.0,11.165508137752168,0.0,0.0,0.0,0.0,0.0,18.674659904084724,0.8052238625841484
Manly West,47,6,1017,10.837020455118127,0.6750456369464007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,2,1,0.7395143209407238,11.572449363368401,0.0,0.0,0.0,0.0,0.0,0.0,1.2026807879118
Boulcott,47,59,1119,6.069806495876839,4.922247413443181,9,0,0,0,0,0,0,0,75,9,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,7,6,5,7,3,2,5.888625185737163,7.465755153899399,0.0,0.0,0.0,0.0,0.0,15.2559364248086,1.1084820963667223
Favona North,47,69,765,5.083072332295063,5.923927612452768,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,6,3,2,6,3,2,0.0,7.180464630170281,0.0,0.0,0.0,0.0,0.0,10.421218181628554,0.0
Maunu-Horahora,47,62,1461,5.199997428755984,9.555289899239476,6,0,0,0,0,0,0,0,153,6,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,9,7,3,7,4,3,0.0,8.775451567445362,0.0,0.0,3.2256429060483325,0.0,0.0,0.0,2.0318982653456152
Te Puke East,47,52,2193,11.543842441563799,7.883874951657659,24,327,0,0,6,0,0,0,378,24,327,0,0,6,0,0,0,378,0,0,0,0,0,0,0,0,0,10,7,4,10,8,5,0.6539373081024218,9.642535284192281,0.0,0.0,0.0,0.0,0.0,0.0,9.32909920400263
Paraparaumu Central,47,79,1425,11.268970436196609,7.201667934518995,93,0,0,0,0,0,0,36,138,93,0,0,0,0,0,0,36,138,0,0,0,0,0,0,0,0,0,9,5,5,9,6,5,0.86966596679621,1.73933193359242,0.0,0.0,0.0,0.0,0.0,45.85115855560665,1.136265237190829
Puhinui South,47,3,813,5.935941713526605,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,-990,-990,0.0,2.8599903756615066,0.0,0.0,0.0,0.0,0.0,17.387949106915308,1.3211228020420278
Crawshaw,47,7,1110,3.470629097415449,0.41215482844882007,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,5,5,4,5,2,-990,0.0,5.433253081394922,0.0,0.0,0.0,0.0,0.0,0.0,0.3172656515569659
Lochain Park,47,4,1080,4.917394914278447,0.20936751719602031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,1,-990,0.8468402857514192,6.718045752648363,0.0,0.0,0.0,0.0,0.0,0.0,1.0673836093746774
Windsor ,47,50,1656,4.6489774126571985,3.270047957717983,6,0,0,0,0,0,0,0,87,6,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,7,7,3,7,3,3,1.9066633777112048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8438810042765414
Rooseville Park,47,20,1242,10.565721806706252,3.251203965980153,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,6,6,2,6,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.839574149532417,0.6640755009194292
Brookfield West,47,30,1425,3.1317792183686004,2.6292687306043647,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,6,5,4,6,4,2,1.7466833653232474,3.4509169524083454,0.0,0.0,0.0,0.0,0.0,0.0,0.8089047280667585
Linden,47,11,1467,7.3866407479704295,1.7515722073673523,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,7,6,5,5,2,1,2.008400709190376,1.375915103404179,0.0,0.0,0.0,0.0,0.0,13.093048930211454,1.348179130446233
Otatara,47,13,2160,34.34728548502925,3.187239403268089,24,24,0,0,0,0,0,0,18,24,24,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,7,6,4,7,2,1,1.922087011799052,5.8685433783718155,0.0,0.0,3.844174023598104,0.0,0.0,0.0,0.0
Arakura,47,9,1053,5.55404110892212,0.5077911736557262,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,5,5,4,5,3,1,1.6957038831256206,3.2769973688695435,0.0,0.0,0.0,0.0,0.0,14.519724680151056,0.8478519415628103
Taita South,47,60,900,6.05448997039491,4.454480212871828,0,45,0,0,0,0,0,0,117,0,45,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,6,5,4,6,4,3,0.0,6.245941251633237,0.0,0.0,0.0,0.0,0.0,15.868918917872326,0.9923932211305484
Arataki South,47,49,1272,4.723150739409094,5.554423596348507,6,0,0,0,0,0,0,0,42,6,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,5,5,4,5,3,3,2.108305175175234,8.136376097730327,0.0,0.0,0.0,0.0,0.0,0.0,0.9419706063184337
