SA2_name_usual_residence_address,SA2_name_workplace_address,COMMUTE_TYPE,COUNT,TYPE,departure_SA22018_V1_NAME,departure_LATITUDE,departure_LONGITUDE,destination_SA22018_V1_NAME,destination_LATITUDE,destination_LONGITUDE,HAVERSINE_DISTANCE,DEPARTURE_NAME_2,DESTINATION_NAME_2
Drury Rural,Auckland Airport,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Drury Rural,-37.11220768,174.97476145,Auckland Airport,-36.9891029,174.77400859,22.467340181691675,Franklin,Manukau
Halfway Bush,Campus South,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Halfway Bush,-45.85706687,170.46654228,Campus South,-45.86793792,170.51211679,3.730313395027282,Dunedin,Dunedin
Templeton,Hornby Central,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Templeton,-43.55260267,172.46962786,Hornby Central,-43.53921804,172.53566342,5.526417840446378,Christchurch,Christchurch
Pukekawa,Pukekawa,DRIVE_COMPANY_VEHICLE,18,EDUCATION,Pukekawa,-37.35591115,175.00526866,Pukekawa,-37.35591115,175.00526866,0.0,Franklin,Franklin
Glenfield North,North Harbour,DRIVE_COMPANY_VEHICLE,30,EDUCATION,Glenfield North,-36.7738809,174.72661346,North Harbour,-36.74630474,174.71502975,3.2353100163831376,Waitakere,Waitakere
West Harbour West,Henderson Central,DRIVE_COMPANY_VEHICLE,12,EDUCATION,West Harbour West,-36.81872701,174.62254037,Henderson Central,-36.88968581,174.62928426,7.913041057018577,Waitakere,Waitakere
Leamington East,Cambridge Central,DRIVE_COMPANY_VEHICLE,24,EDUCATION,Leamington East,-37.902915,175.48298816,Cambridge Central,-37.89316701,175.47159053,1.4748071394925988,Waipa,Waipa
Whareama,Masterton Central,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Whareama,-40.91901694,175.98994746,Masterton Central,-40.95047108,175.66167048,27.79711837369071,Masterton,Masterton
Puketapu-Eskdale,Omahu Strip,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Puketapu-Eskdale,-39.43779470000001,176.79125757,Omahu Strip,-39.61309296,176.78725679,19.495297294426173,Hastings,Hastings city
Otatara,Woodend-Greenhills ,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Otatara,-46.43520129,168.28791931,Woodend-Greenhills,-46.52117182,168.37470824,11.642510376868398,Invercargill,Invercargill
Rakaia,Rakaia,DRIVE_COMPANY_VEHICLE,27,EDUCATION,Rakaia,-43.74700637,172.00903425,Rakaia,-43.74700637,172.00903425,0.0,Ashburton,Ashburton
Sunnyhills East,Sunnyhills East,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Sunnyhills East,-36.90137998,174.89140685,Sunnyhills East,-36.90137998,174.89140685,0.0,Manukau,Manukau
Raglan,Te Uku,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Raglan,-37.81138720000001,174.8538483,Te Uku,-37.88322634,174.93821165,10.894117877785463,Waikato,Waikato
Alexandra South,Alexandra North,DRIVE_COMPANY_VEHICLE,87,EDUCATION,Alexandra South,-45.25210421,169.37578541,Alexandra North,-45.24363835,169.38984744,1.4484635416903378,Central Otago,Central Otago
Puketona-Waitangi,Kerikeri Central,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Puketona-Waitangi,-35.27991822,174.00095246,Kerikeri Central,-35.22507309,173.95096304,7.602382083225976,Far North,Far North
Palmerston North Hospital,Takaro North,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Palmerston North Hospital,-40.34174356,175.61482217,Takaro North,-40.34988583,175.59869127,1.6396762593809877,Palmerston North,Palmerston North
Kaipara Hills,Silverdale Central (Auckland),DRIVE_COMPANY_VEHICLE,6,EDUCATION,Kaipara Hills,-36.46348663,174.48881947,Silverdale Central (Auckland),-36.62402013,174.67493059999995,24.394004131509003,Rodney,Rodney
Oakleigh-Mangapai,Port-Limeburners,DRIVE_COMPANY_VEHICLE,33,EDUCATION,Oakleigh-Mangapai,-35.89588695,174.21595621,Port-Limeburners,-35.74927345,174.33075178,19.31062564729867,Whangarei,Whangarei
Sandringham North,Ellerslie West,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Sandringham North,-36.88053268,174.73988878,Ellerslie West,-36.89897117,174.80612464,6.237152496749473,Waitakere,Waitakere
Glen Eden Central,Onehunga-Te Papapa Industrial,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Glen Eden Central,-36.91560255,174.65302059,Onehunga-Te Papapa Industrial,-36.92606886,174.79489131,12.665405432622947,Waitakere,Waitakere
Wanaka West,Wanaka Waterfront,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Wanaka West,-44.70336241,169.11527951,Wanaka Waterfront,-44.67399475,169.13083654,3.4894396878718883,Queenstown-Lakes,Queenstown-Lakes
Pegasus Bay,Pegasus Bay,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Pegasus Bay,-43.35501518,172.69010397,Pegasus Bay,-43.35501518,172.69010397,0.0,Waimakariri,Waimakariri
Cockle Bay,Pakuranga Heights East,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Cockle Bay,-36.89765568,174.94328238,Pakuranga Heights East,-36.90862754,174.89903753,4.1189569921949145,Manukau,Manukau
Hospital Hill,Onekawa West,DRIVE_COMPANY_VEHICLE,30,EDUCATION,Hospital Hill,-39.48954321,176.90207674,Onekawa West,-39.49700088,176.88218064,1.8980038977378144,Napier,Hastings
Okauia,Matamata North,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Okauia,-37.77286251,175.84579003,Matamata North,-37.8092195,175.78065623,7.007222736922389,Matamata-Piako,Matamata-Piako
Trents,Addington North,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Trents,-43.59541921,172.46487554,Addington North,-43.54120365,172.61768966,13.708431942915913,Selwyn,Christchurch
Castor Bay,Mount Wellington North West,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Castor Bay,-36.76039959,174.76178337,Mount Wellington North West,-36.89388294,174.82931818,16.013643125629674,Waitakere,Waitakere
Raetihi,Tangiwai,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Raetihi,-39.42926305,175.27603962,Tangiwai,-39.36236325,175.16766499,11.918933928166703,Ruapehu,Ruapehu
Paraite,Waiwhakaiho-Bell Block South,DRIVE_COMPANY_VEHICLE,21,EDUCATION,Paraite,-39.05356228,174.16214176,Waiwhakaiho-Bell Block South,-39.03639644,174.16426596,1.9175492800711784,New Plymouth,New Plymouth
Bishopdale West,Christchurch Central-South,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Bishopdale West,-43.48933117,172.57900137,Christchurch Central-South,-43.53815861,172.64240289,7.4577074401677415,Christchurch,Christchurch
Hoon Hay West,Bromley North,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Hoon Hay West,-43.56060632,172.59043228,Bromley North,-43.53482145,172.70629272,9.76794387384051,Christchurch,Christchurch
Botany South,Penrose,DRIVE_COMPANY_VEHICLE,18,EDUCATION,Botany South,-36.9385812,174.91414624,Penrose,-36.91999811,174.82258914,8.396443699076467,Manukau,Waitakere
Pyes Pa North,Tauranga Central,DRIVE_COMPANY_VEHICLE,27,EDUCATION,Pyes Pa North,-37.74119093,176.12802796,Tauranga Central,-37.67947411,176.16704264,7.672946004429023,Western Bay of Plenty,
Shirley West,Bromley North,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Shirley West,-43.49946804,172.65695807,Bromley North,-43.53482145,172.70629272,5.59276257390285,Christchurch,Christchurch
Belmont (Lower Hutt City),Hutt Central North,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Belmont (Lower Hutt City),-41.1900686,174.92123901,Hutt Central North,-41.20872236,174.90664869,2.4067496610395014,Hutt city,Hutt city
Strowan,Russley,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Strowan,-43.50761954,172.60874654,Russley,-43.49336565,172.55854726,4.348102685740126,Christchurch,Christchurch
Birkenhead West,North Harbour,DRIVE_COMPANY_VEHICLE,18,EDUCATION,Birkenhead West,-36.80638223,174.71287204,North Harbour,-36.74630474,174.71502975,6.683075732290868,Waitakere,Waitakere
Springlands,Yelverton,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Springlands,-41.50422292,173.93617831,Yelverton,-41.51419128,173.93427609,1.1196911318636662,Marlborough,Marlborough
Papatoetoe West,Otahuhu Central,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Papatoetoe West,-36.98008106,174.84650545,Otahuhu Central,-36.94175556,174.83604598,4.361752425724328,Manukau,Waitakere
Boulcott,Hutt Central North,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Boulcott,-41.19937004,174.92439872,Hutt Central North,-41.20872236,174.90664869,1.812887248203068,Hutt city,Hutt city
Sovereign Palms,Woolston South,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Sovereign Palms,-43.36711702,172.66837672,Woolston South,-43.56123026,172.68421207,21.622209325432657,Waimakariri,Christchurch
Waiorohi,Tauranga Hospital,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Waiorohi,-37.87712037,176.14775568,Tauranga Hospital,-37.70320853,176.14700706,19.338226180247805,Western Bay of Plenty,Western Bay of Plenty
Richmond (Invercargill City),Newfield,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Richmond (Invercargill City),-46.40719619,168.36918138,Newfield,-46.41755347,168.38907267,1.9109862143185328,Invercargill,Invercargill
Upper Clutha Valley,Wanaka Central,DRIVE_COMPANY_VEHICLE,24,EDUCATION,Upper Clutha Valley,-44.68728145,169.2943196,Wanaka Central,-44.70519427,169.14994952,11.583888454998819,Queenstown-Lakes,Queenstown-Lakes
Burnside,Christchurch Airport,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Burnside,-43.50309147,172.5759413,Christchurch Airport,-43.48221523,172.54383636,3.477904606011633,Christchurch,Christchurch
Motueka North,Kaiteriteri-Riwaka,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Motueka North,-41.1058919,173.01318855,Kaiteriteri-Riwaka,-41.08454704,173.00471432,2.4773977930250353,Tasman,Tasman
Heathcote Valley,Heathcote Valley,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Heathcote Valley,-43.57763059,172.71241055,Heathcote Valley,-43.57763059,172.71241055,0.0,Christchurch,Christchurch
Westmorland,Islington-Hornby Industrial,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Westmorland,-43.58478365,172.60947081,Islington-Hornby Industrial,-43.5526063,172.50828849,8.902511306871945,Christchurch,Christchurch
Methven,Methven,DRIVE_COMPANY_VEHICLE,54,EDUCATION,Methven,-43.63301935,171.64267984,Methven,-43.63301935,171.64267984,0.0,Ashburton,Ashburton
Mapara,Mountview,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Mapara,-38.65445471,175.97695924,Mountview,-38.68673952,176.09245067,10.64975091940556,Taupo,Taupo
Te Atatu Peninsula East,East Tamaki,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Te Atatu Peninsula East,-36.84345584,174.6562165,East Tamaki,-36.93823242,174.88712871,23.081703039483198,Waitakere,Manukau
New Brighton,Brookhaven-Ferrymead,DRIVE_COMPANY_VEHICLE,6,EDUCATION,New Brighton,-43.51368514,172.72951195,Brookhaven-Ferrymead,-43.56010436,172.70020341,5.676568852552665,Christchurch,Christchurch
Springvale West,Whanganui Central,DRIVE_COMPANY_VEHICLE,30,EDUCATION,Springvale West,-39.92948142,175.01753635,Whanganui Central,-39.93513676,175.04701799,2.591204704458203,Wanganui,Wanganui
Centennial Crescent,Gisborne Central,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Centennial Crescent,-38.66282628,178.00942769999997,Gisborne Central,-38.66778237,178.02299313,1.3003316819445132,Gisborne,Gisborne
Waitohi (Marlborough District),Waikawa (Marlborough District),DRIVE_COMPANY_VEHICLE,6,EDUCATION,Waitohi (Marlborough District),-41.2943994,173.99961791,Waikawa (Marlborough District),-41.26901239,174.03367332,4.008325883869887,Marlborough,Marlborough
Hokowhitu South,Palmerston North Central,DRIVE_COMPANY_VEHICLE,15,EDUCATION,Hokowhitu South,-40.36620394,175.64166717,Palmerston North Central,-40.35537702,175.61010962,2.932354835398727,Palmerston North,Palmerston North
Redwoodtown East,Yelverton,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Redwoodtown East,-41.52801744,173.95981668,Yelverton,-41.51419128,173.93427609,2.6239035950355625,Marlborough,Marlborough
Maungaraki,Petone East,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Maungaraki,-41.20840978,174.87990307,Petone East,-41.2248184,174.89062655,2.0331059565477947,Hutt city,Hutt city
Westmere North,Penrose,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Westmere North,-36.85441266,174.71863306,Penrose,-36.91999811,174.82258914,11.775489675257704,Waitakere,Waitakere
Highlands Park (New Plymouth District),New Plymouth Central,DRIVE_COMPANY_VEHICLE,48,EDUCATION,Highlands Park (New Plymouth District),-39.08069461,174.10443117,New Plymouth Central,-39.05700192,174.07537454,3.637728812171221,New Plymouth,New Plymouth
Ngaruawahia Central,Te Rapa South,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Ngaruawahia Central,-37.66638305,175.14506504,Te Rapa South,-37.76141322,175.24114614,13.531033578658011,Waikato,Hamilton
Warkworth West,Warkworth East,DRIVE_COMPANY_VEHICLE,15,EDUCATION,Warkworth West,-36.38893228,174.65160073,Warkworth East,-36.40528692,174.66791942,2.332471957151504,Rodney,Rodney
Paraparaumu North,Paraparaumu Central,DRIVE_COMPANY_VEHICLE,33,EDUCATION,Paraparaumu North,-40.89457279999999,175.01141009,Paraparaumu Central,-40.90799495,174.99886348,1.8274082528396631,Kapiti Coast,Kapiti Coast
Kaiapoi Central,Kaiapoi Central,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Kaiapoi Central,-43.38654697,172.65446965,Kaiapoi Central,-43.38654697,172.65446965,0.0,Waimakariri,Waimakariri
Kensington (Whangarei District),Kensington (Whangarei District),DRIVE_COMPANY_VEHICLE,15,EDUCATION,Kensington (Whangarei District),-35.71310137,174.30833235,Kensington (Whangarei District),-35.71310137,174.30833235,0.0,Whangarei,Whangarei
Te Awamutu West,Te Awamutu West,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Te Awamutu West,-38.00845928,175.30468954,Te Awamutu West,-38.00845928,175.30468954,0.0,Waipa,Waipa
Waitakere,Penrose,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Waitakere,-36.85697982,174.54072919,Penrose,-36.91999811,174.82258914,26.028004503330518,Waitakere,Waitakere
Redwoodtown West,Awatere,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Redwoodtown West,-41.5299556,173.94858091,Awatere,-42.09611412,173.2944504,83.07849192620506,Marlborough,Marlborough
Kohimarama,East Tamaki,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Kohimarama,-36.85773003,174.84092129,East Tamaki,-36.93823242,174.88712871,9.849454145064682,Waitakere,Manukau
Tahuna Hills,Richmond Central (Tasman District),DRIVE_COMPANY_VEHICLE,6,EDUCATION,Tahuna Hills,-41.29106093,173.25332264,Richmond Central (Tasman District),-41.33750365,173.18938637,7.428525868546207,Nelson,Tasman
Maitai,Nelson Central-Trafalgar,DRIVE_COMPANY_VEHICLE,18,EDUCATION,Maitai,-41.27666765,173.2982542,Nelson Central-Trafalgar,-41.27273863,173.28210878,1.418227917361478,Nelson,Nelson
Travis Wetlands,Travis Wetlands,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Travis Wetlands,-43.48560388,172.68870014,Travis Wetlands,-43.48560388,172.68870014,0.0,Christchurch,Christchurch
Silverdale Central (Auckland),Silverdale Central (Auckland),DRIVE_COMPANY_VEHICLE,9,EDUCATION,Silverdale Central (Auckland),-36.62402013,174.67493059999995,Silverdale Central (Auckland),-36.62402013,174.67493059999995,0.0,Rodney,Rodney
Mangere Bridge Ambury,Onehunga-Te Papapa Industrial,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Mangere Bridge Ambury,-36.94780505,174.76875626,Onehunga-Te Papapa Industrial,-36.92606886,174.79489131,3.352191566474942,Manukau,Waitakere
Newmarket,Newmarket,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Newmarket,-36.86853889,174.77706299,Newmarket,-36.86853889,174.77706299,0.0,Waitakere,Waitakere
Atawhai,Richmond West (Tasman District),DRIVE_COMPANY_VEHICLE,6,EDUCATION,Atawhai,-41.24786852,173.31976671,Richmond West (Tasman District),-41.33020686,173.16950532,15.538321521452438,Nelson,Tasman
Pyes Pa North,Tauriko,DRIVE_COMPANY_VEHICLE,15,EDUCATION,Pyes Pa North,-37.74119093,176.12802796,Tauriko,-37.75604256,176.09165915,3.5988948454755607,Western Bay of Plenty,Western Bay of Plenty
Lake Hawea,Upper Clutha Valley,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Lake Hawea,-44.61387879,169.26678425,Upper Clutha Valley,-44.68728145,169.2943196,8.447647553488261,Queenstown-Lakes,Queenstown-Lakes
Kiwitea,Feilding Central,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Kiwitea,-40.00817686,175.69603871,Feilding Central,-40.23865803,175.58114321,27.42711906695839,Manawatu,Manawatu
Parkhaven,Onekawa West,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Parkhaven,-39.65455823,176.84825769,Onekawa West,-39.49700088,176.88218064,17.75918898596982,Hastings city,Hastings
Woodbourne,Blenheim Central,DRIVE_COMPANY_VEHICLE,27,EDUCATION,Woodbourne,-41.5308031,173.90363794,Blenheim Central,-41.51522392,173.96254647,5.2011313284133,Marlborough,Marlborough
Te Atatu Peninsula North West,North Harbour,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Te Atatu Peninsula North West,-36.82655522,174.64883254,North Harbour,-36.74630474,174.71502975,10.694841785159026,Waitakere,Waitakere
Northcote (Christchurch City),Middleton,DRIVE_COMPANY_VEHICLE,15,EDUCATION,Northcote (Christchurch City),-43.48988035,172.61871397,Middleton,-43.54208461,172.58331091,6.468852272738728,Christchurch,Christchurch
South Head,Henderson Central,DRIVE_COMPANY_VEHICLE,9,EDUCATION,South Head,-36.59353204,174.31227374,Henderson Central,-36.88968581,174.62928426,43.38593422873385,Rodney,Waitakere
Algies Bay-Scotts Landing,North Harbour,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Algies Bay-Scotts Landing,-36.45696537,174.74610372,North Harbour,-36.74630474,174.71502975,32.292427288972554,Rodney,Waitakere
Silverdale South (Auckland),North Harbour,DRIVE_COMPANY_VEHICLE,33,EDUCATION,Silverdale South (Auckland),-36.62799753,174.69160348,North Harbour,-36.74630474,174.71502975,13.319973416850086,Rodney,Waitakere
Enner Glynn,Nelson Airport,DRIVE_COMPANY_VEHICLE,21,EDUCATION,Enner Glynn,-41.31495427,173.26437329,Nelson Airport,-41.2956675,173.22975091,3.60041224459692,Nelson,Nelson
Winton,Ohai-Nightcaps,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Winton,-46.14486071,168.32382512,Ohai-Nightcaps,-45.89093509,168.02614043,36.408820303018906,Southland,Southland
Whitby,Whitby,DRIVE_COMPANY_VEHICLE,15,EDUCATION,Whitby,-41.11717134,174.89107268,Whitby,-41.11717134,174.89107268,0.0,Porirua,Porirua
St Clair,Hillside-Portsmouth Drive,DRIVE_COMPANY_VEHICLE,27,EDUCATION,St Clair,-45.9148609,170.47562075,Hillside-Portsmouth Drive,-45.89228448,170.50432869999997,3.3520669481533893,Dunedin,Dunedin
Puketitiri-Tutira,Puketitiri-Tutira,DRIVE_COMPANY_VEHICLE,21,EDUCATION,Puketitiri-Tutira,-39.19745874,176.64300698,Puketitiri-Tutira,-39.19745874,176.64300698,0.0,Hastings,Hastings
Kerikeri South,Waipapa,DRIVE_COMPANY_VEHICLE,15,EDUCATION,Kerikeri South,-35.24639884,173.9577874,Waipapa,-35.2099338,173.91841396,5.4065607217046985,Far North,Far North
Papamoa Beach North,Papamoa Beach North,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Papamoa Beach North,-37.702805700000006,176.29535171,Papamoa Beach North,-37.702805700000006,176.29535171,0.0,Western Bay of Plenty,Western Bay of Plenty
Massey South,Mount Wellington Industrial,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Massey South,-36.84994988,174.61625895,Mount Wellington Industrial,-36.92046064,174.85162182,22.35288079750288,Waitakere,Waitakere
Oamaru North Orana Park,Oamaru North Orana Park,DRIVE_COMPANY_VEHICLE,15,EDUCATION,Oamaru North Orana Park,-45.08058565,170.97765366,Oamaru North Orana Park,-45.08058565,170.97765366,0.0,Waitaki,Waitaki
Eiffelton,Eiffelton,DRIVE_COMPANY_VEHICLE,51,EDUCATION,Eiffelton,-43.95897704,171.66500519,Eiffelton,-43.95897704,171.66500519,0.0,Ashburton,Ashburton
Rosehill,Papakura Industrial,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Rosehill,-37.0807433,174.93811005,Papakura Industrial,-37.07325298,174.96429562,2.467828260093805,Franklin,Franklin
Oneroa East-Palm Beach,Ostend,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Oneroa East-Palm Beach,-36.77927556,175.05218612,Ostend,-36.79263832,175.05220466,1.4858720352683183,Auckland,Auckland
Redwood East,Hornby Central,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Redwood East,-43.47970507,172.62290932,Hornby Central,-43.53921804,172.53566342,9.659023200150452,Christchurch,Christchurch
Saddle Hill-Chain Hills,Saddle Hill-Chain Hills,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Saddle Hill-Chain Hills,-45.91291031,170.38272517,Saddle Hill-Chain Hills,-45.91291031,170.38272517,0.0,Dunedin,Dunedin
Chertsey,Rakaia,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Chertsey,-43.82506248,171.96646486,Rakaia,-43.74700637,172.00903425,9.327932952738434,Ashburton,Ashburton
Te Puke East,Otawa,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Te Puke East,-37.7898618,176.32555033,Otawa,-37.80633865,176.27291154,4.974698495738721,Western Bay of Plenty,Western Bay of Plenty
Hornby South,Middleton,DRIVE_COMPANY_VEHICLE,15,EDUCATION,Hornby South,-43.54829435,172.53309133,Middleton,-43.54208461,172.58331091,4.106049787292928,Christchurch,Christchurch
Te Atatu Peninsula North West,Te Atatu Peninsula North West,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Te Atatu Peninsula North West,-36.82655522,174.64883254,Te Atatu Peninsula North West,-36.82655522,174.64883254,0.0,Waitakere,Waitakere
Forrest Hill West,Takapuna Central,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Forrest Hill West,-36.76895837,174.7451352,Takapuna Central,-36.78202515,174.76947038,2.6093771280790423,Waitakere,Waitakere
Levels,Timaru East,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Levels,-44.29433296,171.25526363,Timaru East,-44.41420462,171.2609405,13.336760221546236,Timaru,Timaru
Kainui-Gordonton,Kainui-Gordonton,DRIVE_COMPANY_VEHICLE,12,EDUCATION,Kainui-Gordonton,-37.65939637,175.27496356,Kainui-Gordonton,-37.65939637,175.27496356,0.0,Waikato,Waikato
Twyford,Omahu Strip,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Twyford,-39.59961385,176.81874894,Omahu Strip,-39.61309296,176.78725679,3.086283937757744,Hastings city,Hastings city
Donovan Park,Prestonville-Grasmere,DRIVE_COMPANY_VEHICLE,21,EDUCATION,Donovan Park,-46.37529256,168.35657113,Prestonville-Grasmere,-46.38023874,168.34165711,1.2694357272422248,Invercargill,Invercargill
Ben McLeod,Ben McLeod,DRIVE_COMPANY_VEHICLE,6,EDUCATION,Ben McLeod,-43.68469309,170.89087582,Ben McLeod,-43.68469309,170.89087582,0.0,Timaru,Timaru
Ardmore,Penrose,DRIVE_COMPANY_VEHICLE,9,EDUCATION,Ardmore,-37.06183843,175.01147993,Penrose,-36.91999811,174.82258914,23.026016067105484,Franklin,Waitakere
